time,Brooklyn,pts.away,score,pts.home,New York
6:26.0,Turnover by T. Booker (bad pass; steal by W. Hernangomez),,78-92,,
6:25.0,Personal foul by B. Lopez (drawn by W. Hernangomez),,78-92,,
6:15.0,,,78-92,,M. Kuzminskas misses 3-pt shot from 26 ft
6:14.0,Defensive rebound by R. Hollis-Jefferson,,78-92,,
6:05.0,J. Harris misses 3-pt shot from 26 ft,,78-92,,
6:04.0,,,78-92,,Defensive rebound by B. Jennings
5:48.0,,,78-92,,C. Anthony misses 3-pt shot from 25 ft
5:47.0,Defensive rebound by S. Kilpatrick,,78-92,,
5:36.0,Official timeout,,78-92,,
5:36.0,B. Bogdanovic enters the game for J. Harris,,78-92,,
5:25.0,B. Lopez makes 2-pt shot from 6 ft,2,80-92,,
5:07.0,,,80-95,3,M. Kuzminskas makes 3-pt shot from 25 ft
4:42.0,B. Lopez misses 3-pt shot from 27 ft,,80-95,,
4:42.0,,,80-95,,Defensive rebound by C. Lee
4:38.0,Personal foul by B. Lopez (drawn by W. Hernangomez),,80-95,,
4:30.0,,,80-97,2,C. Lee makes 2-pt shot from 12 ft
4:18.0,B. Lopez makes 2-pt shot at rim (assist by R. Hollis-Jefferson),2,82-97,,
4:02.0,,,82-100,3,B. Jennings makes 3-pt shot from 25 ft
3:50.0,,,82-100,,Personal foul by W. Hernangomez (drawn by B. Lopez)
3:50.0,B. Lopez makes free throw 1 of 2,1,83-100,,
3:50.0,B. Lopez makes free throw 2 of 2,1,84-100,,
3:50.0,Y. Ferrell enters the game for B. Bogdanovic,,83-100,,
3:50.0,A. Bennett enters the game for T. Booker,,83-100,,
3:30.0,,,84-100,,B. Jennings misses 2-pt shot from 1 ft
3:29.0,,,84-100,,Offensive rebound by W. Hernangomez
3:29.0,,,84-102,2,W. Hernangomez makes 2-pt shot from 1 ft
3:17.0,Shooting foul by M. Kuzminskas (drawn by R. Hollis-Jefferson),,84-102,,
3:17.0,R. Hollis-Jefferson makes free throw 1 of 2,1,85-102,,
3:17.0,R. Hollis-Jefferson makes free throw 2 of 2,1,86-102,,
3:17.0,C. McCullough enters the game for B. Lopez,,85-102,,
3:17.0,J. Harris enters the game for S. Kilpatrick,,85-102,,
3:02.0,,,86-102,,C. Anthony misses 2-pt shot from 13 ft
3:02.0,Defensive rebound by J. Harris,,86-102,,
2:53.0,C. McCullough misses 2-pt shot from 3 ft,,86-102,,
2:52.0,Offensive rebound by C. McCullough,,86-102,,
2:51.0,C. McCullough misses 2-pt shot from 2 ft,,86-102,,
2:50.0,Offensive rebound by A. Bennett,,86-102,,
2:48.0,A. Bennett makes 2-pt shot from 1 ft,2,88-102,,
2:31.0,,,88-102,,B. Jennings misses 3-pt shot from 26 ft
2:30.0,,,88-102,,Offensive rebound by M. Kuzminskas
2:29.0,,,88-102,,New York full timeout
2:29.0,,,88-102,,S. Vujacic enters the game for C. Anthony
2:29.0,,,88-102,,K. Porzingis enters the game for B. Jennings
2:12.0,,,88-102,,Shooting foul by C. McCullough (drawn by K. Porzingis)
2:12.0,,,88-103,1,K. Porzingis makes free throw 1 of 2
2:12.0,,,88-104,1,K. Porzingis makes free throw 2 of 2
1:58.0,A. Bennett misses 3-pt shot from 23 ft,,88-104,,
1:57.0,,,88-104,,Defensive rebound by S. Vujacic
1:42.0,,,88-104,,S. Vujacic misses 3-pt shot from 23 ft
1:42.0,,,88-104,,Offensive rebound by W. Hernangomez
1:32.0,,,88-106,2,W. Hernangomez makes 2-pt shot at rim (assist by M. Kuzminskas)
1:19.0,Turnover by C. McCullough (lost ball; steal by K. Porzingis),,88-106,,
1:07.0,,,88-108,2,M. Kuzminskas makes 2-pt shot from 1 ft
0:59.0,A. Bennett makes 3-pt shot from 26 ft (assist by Y. Ferrell),3,91-108,,
0:59.0,,,91-108,,New York full timeout
0:59.0,,,91-108,,M. Ndour enters the game for C. Lee
0:59.0,,,91-108,,B. Jennings enters the game for K. Porzingis
0:41.0,,,91-110,2,W. Hernangomez makes 2-pt shot from 19 ft (assist by S. Vujacic)
0:31.0,Shooting foul by M. Kuzminskas (drawn by R. Hollis-Jefferson),,91-110,,
0:31.0,R. Hollis-Jefferson makes free throw 1 of 2,1,92-110,,
0:31.0,R. Hollis-Jefferson makes free throw 2 of 2,1,93-110,,
0:10.0,,,93-110,,M. Kuzminskas misses 3-pt shot from 25 ft (block by R. Hollis-Jefferson)
0:09.0,Defensive rebound by A. Bennett,,93-110,,
0:04.0,Y. Ferrell makes 3-pt shot from 25 ft (assist by J. Harris),3,96-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
