time,Houston,pts.away,score,pts.home,San Antonio
5:37.0,,,119-82,,Defensive rebound by D. Bertans
5:29.0,,,119-82,,D. Murray misses 2-pt shot from 11 ft
5:28.0,Defensive rebound by M. Harrell,,119-82,,
5:24.0,Houston full timeout,,119-82,,
5:24.0,K. Wiltjer enters the game for L. Williams,,119-82,,
5:24.0,T. Williams enters the game for R. Anderson,,119-82,,
5:24.0,B. Brown enters the game for E. Gordon,,119-82,,
5:17.0,Turnover by M. Harrell (bad pass),,119-82,,
5:01.0,,,119-82,,K. Anderson misses 2-pt shot from 18 ft
4:58.0,,,119-82,,Offensive rebound by D. Bertans
4:53.0,,,119-82,,J. Simmons misses 3-pt shot from 24 ft
4:52.0,Defensive rebound by T. Williams,,119-82,,
4:38.0,T. Williams misses 3-pt shot from 25 ft,,119-82,,
4:37.0,,,119-82,,Defensive rebound by D. Lee
4:25.0,,,119-84,2,J. Simmons makes 2-pt shot from 2 ft (assist by D. Murray)
4:06.0,B. Brown misses 2-pt shot from 9 ft,,119-84,,
4:05.0,,,119-84,,Defensive rebound by D. Lee
3:58.0,,,119-84,,D. Murray misses 2-pt shot from 2 ft
3:57.0,Defensive rebound by M. Harrell,,119-84,,
3:39.0,B. Brown misses 2-pt shot from 15 ft,,119-84,,
3:38.0,,,119-84,,Defensive rebound by D. Lee
3:23.0,,,119-86,2,J. Simmons makes 2-pt shot at rim (assist by D. Bertans)
3:07.0,Shooting foul by J. Simmons (drawn by T. Williams),,119-86,,
3:07.0,T. Williams misses free throw 1 of 2,,119-86,,
3:07.0,Offensive rebound by Team,,119-86,,
3:07.0,T. Williams makes free throw 2 of 2,1,120-86,,
2:54.0,,,120-88,2,J. Simmons makes 2-pt shot from 2 ft
2:54.0,,,120-88,,Shooting foul by M. Harrell (drawn by J. Simmons)
2:54.0,,,120-88,,San Antonio full timeout
2:54.0,,,120-89,1,J. Simmons makes free throw 1 of 1
2:42.0,K. Wiltjer makes 3-pt shot from 25 ft (assist by B. Brown),3,123-89,,
2:31.0,,,123-89,,J. Simmons misses 2-pt shot from 16 ft
2:30.0,Defensive rebound by S. Dekker,,123-89,,
2:27.0,Turnover by M. Harrell (lost ball),,123-89,,
2:17.0,,,123-89,,Shooting foul by B. Brown (drawn by D. Lee)
2:17.0,,,123-90,1,D. Lee makes free throw 1 of 2
2:17.0,,,123-91,1,D. Lee makes free throw 2 of 2
2:02.0,S. Dekker misses 2-pt shot from 5 ft,,123-91,,
2:01.0,,,123-91,,Defensive rebound by D. Lee
1:55.0,,,123-94,3,J. Simmons makes 3-pt shot from 25 ft (assist by D. Murray)
1:40.0,S. Dekker misses 3-pt shot from 23 ft,,123-94,,
1:39.0,Offensive rebound by S. Dekker,,123-94,,
1:36.0,B. Brown makes 3-pt shot from 25 ft (assist by S. Dekker),3,126-94,,
1:15.0,,,126-94,,K. Anderson misses 2-pt shot from 15 ft
1:14.0,Defensive rebound by B. Brown,,126-94,,
1:03.0,T. Williams misses 3-pt shot from 26 ft,,126-94,,
1:02.0,Offensive rebound by S. Dekker,,126-94,,
0:52.0,B. Brown misses 3-pt shot from 26 ft,,126-94,,
0:51.0,,,126-94,,Defensive rebound by D. Bertans
0:44.0,,,126-94,,Shooting foul by M. Harrell (drawn by D. Murray)
0:44.0,,,126-95,1,D. Murray makes free throw 1 of 2
0:44.0,,,126-96,1,D. Murray makes free throw 2 of 2
0:34.0,S. Dekker misses 2-pt shot from 2 ft,,126-96,,
0:34.0,,,126-96,,Defensive rebound by D. Lee
0:29.0,,,126-96,,D. Murray misses 2-pt shot from 2 ft
0:29.0,,,126-96,,Offensive rebound by K. Anderson
0:29.0,,,126-98,2,K. Anderson makes 2-pt shot from 1 ft
0:19.0,Turnover by T. Williams (lost ball; steal by K. Anderson),,126-98,,
0:15.0,,,126-98,,Shooting foul by M. Harrell (drawn by J. Simmons)
0:15.0,,,126-98,,J. Simmons misses free throw 1 of 2
0:15.0,,,126-98,,Offensive rebound by Team
0:15.0,,,126-99,1,J. Simmons makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
