time,Cleveland,pts.away,score,pts.home,Boston
4:43.0,,,105-81,,J. Mickey enters the game for M. Smart
4:37.0,,,105-82,,Personal take foul by T. Rozier (drawn by K. Korver)
4:37.0,,,105-82,,G. Green enters the game for I. Thomas
4:27.0,K. Love makes 3-pt shot from 24 ft (assist by K. Irving),3,108-82,,
4:06.0,,,108-82,,G. Green misses 3-pt shot from 26 ft
4:05.0,Defensive rebound by J. Smith,,108-82,,
4:04.0,Cleveland full timeout,,108-82,,
4:04.0,D. Liggins enters the game for L. James,,108-82,,
4:04.0,I. Shumpert enters the game for K. Love,,108-82,,
4:04.0,L. Sanders enters the game for J. Smith,,108-82,,
4:04.0,D. Williams enters the game for K. Irving,,108-82,,
4:04.0,J. Jones enters the game for K. Korver,,108-82,,
3:51.0,Turnover by I. Shumpert (bad pass; steal by J. Young),,108-82,,
3:32.0,,,108-82,,Shooting foul by D. Liggins (drawn by T. Rozier)
3:32.0,,,108-82,,T. Rozier misses free throw 1 of 2
3:32.0,,,108-82,,Offensive rebound by Team
3:32.0,,,108-83,1,T. Rozier makes free throw 2 of 2
3:11.0,Turnover by D. Liggins (traveling),,108-83,,
2:58.0,,,108-85,2,T. Rozier makes 2-pt shot from 21 ft
2:45.0,Turnover by D. Liggins (bad pass; steal by J. Mickey),,108-85,,
2:39.0,,,108-87,2,G. Green makes 2-pt shot from 3 ft
2:24.0,D. Liggins makes 2-pt shot from 2 ft,2,110-87,,
2:11.0,,,110-87,,Shooting foul by L. Sanders (drawn by J. Mickey)
2:11.0,,,110-87,,J. Mickey misses free throw 1 of 2
2:11.0,,,110-87,,Offensive rebound by Team
2:11.0,,,110-88,1,J. Mickey makes free throw 2 of 2
1:58.0,I. Shumpert makes 2-pt shot from 2 ft,2,112-88,,
1:45.0,,,112-88,,J. Brown misses 2-pt shot from 16 ft
1:43.0,Defensive rebound by J. Jones,,112-88,,
1:30.0,D. Liggins misses 2-pt shot from 22 ft,,112-88,,
1:28.0,Offensive rebound by L. Sanders,,112-88,,
1:26.0,L. Sanders misses 2-pt shot from 2 ft,,112-88,,
1:25.0,,,112-88,,Defensive rebound by J. Mickey
1:18.0,,,112-88,,J. Mickey misses 2-pt shot from 19 ft
1:17.0,Defensive rebound by J. Jones,,112-88,,
1:06.0,J. Jones makes 2-pt shot from 19 ft,2,114-88,,
1:00.0,,,114-91,3,T. Rozier makes 3-pt shot from 25 ft
0:44.0,I. Shumpert misses 2-pt shot from 2 ft (block by J. Mickey),,114-91,,
0:42.0,,,114-91,,Defensive rebound by J. Mickey
0:31.0,,,114-91,,T. Rozier misses 3-pt shot from 25 ft
0:30.0,,,114-91,,Offensive rebound by Team
0:30.0,Loose ball foul by D. Liggins (drawn by G. Green),,114-91,,
0:30.0,,,114-91,,G. Green misses free throw 1 of 2
0:30.0,,,114-91,,Offensive rebound by Team
0:30.0,,,114-91,,G. Green misses free throw 2 of 2
0:30.0,Defensive rebound by L. Sanders,,114-91,,
0:11.0,Turnover by D. Williams (lost ball; steal by J. Brown),,114-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
