time,Toronto,pts.away,score,pts.home,Milwaukee
0:34.0,,,89-82,,Milwaukee full timeout
0:34.0,,,89-82,,G. Monroe enters the game for T. Maker
0:28.0,,,89-82,,Shooting foul by S. Ibaka (drawn by K. Middleton)
0:28.0,,,89-83,1,K. Middleton makes free throw 1 of 3
0:28.0,,,89-83,,K. Middleton misses free throw 2 of 3
0:28.0,,,89-83,,Offensive rebound by Team
0:28.0,,,89-84,1,K. Middleton makes free throw 3 of 3
0:28.0,Toronto full timeout,,89-84,,
0:28.0,J. Valanciunas enters the game for S. Ibaka,,89-83,,
0:28.0,,,89-83,,T. Snell enters the game for G. Monroe
0:28.0,P. Tucker enters the game for P. Patterson,,89-84,,
0:26.0,D. DeRozan misses 2-pt shot from 1 ft (block by J. Terry),,89-84,,
0:25.0,,,89-84,,Defensive rebound by Team
0:25.0,,,89-84,,Milwaukee full timeout
0:25.0,P. Patterson enters the game for J. Valanciunas,,89-84,,
0:17.0,,,89-87,3,J. Terry makes 3-pt shot from 27 ft (assist by K. Middleton)
0:17.0,,,89-87,,Personal foul by J. Terry (drawn by D. DeRozan)
0:17.0,D. DeRozan makes free throw 1 of 2,1,90-87,,
0:17.0,D. DeRozan misses free throw 2 of 2,,90-87,,
0:15.0,,,90-87,,Defensive rebound by J. Terry
0:04.0,,,90-89,2,G. Antetokounmpo makes 2-pt shot at rim
0:03.0,,,90-89,,Personal take foul by T. Snell (drawn by D. DeRozan)
0:03.0,D. DeRozan makes free throw 1 of 2,1,91-89,,
0:03.0,D. DeRozan makes free throw 2 of 2,1,92-89,,
0:00.0,,,92-89,,Turnover by T. Snell (bad pass; steal by P. Patterson)
0:00.0,End of 4th quarter,,,,End of 4th quarter
