time,Minnesota,pts.away,score,pts.home,San Antonio
6:20.0,,,98-110,3,K. Leonard makes 3-pt shot from 25 ft (assist by L. Aldridge)
6:03.0,R. Rubio misses 2-pt shot from 5 ft,,98-110,,
6:00.0,Offensive rebound by K. Towns,,98-110,,
6:00.0,K. Towns makes 2-pt shot from 1 ft,2,100-110,,
5:44.0,Personal foul by R. Rubio (drawn by L. Aldridge),,100-110,,
5:33.0,,,100-110,,D. Lee misses 2-pt shot from 5 ft
5:31.0,Defensive rebound by A. Wiggins,,100-110,,
5:24.0,A. Wiggins misses 3-pt shot from 25 ft,,100-110,,
5:23.0,,,100-110,,Defensive rebound by D. Lee
5:13.0,,,100-112,2,T. Parker makes 2-pt shot from 3 ft
4:59.0,Shooting foul by T. Parker (drawn by R. Rubio),,100-112,,
4:59.0,R. Rubio makes free throw 1 of 2,1,101-112,,
4:59.0,R. Rubio makes free throw 2 of 2,1,102-112,,
4:59.0,,,101-112,,D. Dedmon enters the game for D. Lee
4:38.0,,,102-112,,T. Parker misses 2-pt shot from 5 ft
4:37.0,Defensive rebound by Z. LaVine,,102-112,,
4:26.0,Z. LaVine makes 3-pt shot from 24 ft (assist by R. Rubio),3,105-112,,
4:26.0,,,105-112,,San Antonio full timeout
4:26.0,,,105-112,,D. Green enters the game for J. Simmons
4:05.0,,,105-112,,T. Parker misses 2-pt shot from 11 ft
4:04.0,Defensive rebound by N. Bjelica,,105-112,,
3:49.0,R. Rubio misses 3-pt shot from 26 ft,,105-112,,
3:47.0,,,105-112,,Defensive rebound by K. Leonard
3:42.0,,,105-112,,K. Leonard misses 2-pt shot from 3 ft (block by K. Towns)
3:42.0,,,105-112,,Offensive rebound by Team
3:34.0,,,105-112,,Shooting foul by N. Bjelica (drawn by D. Dedmon)
3:34.0,,,105-112,,D. Dedmon misses free throw 1 of 2
3:34.0,,,105-112,,Offensive rebound by Team
3:34.0,,,105-113,1,D. Dedmon makes free throw 2 of 2
3:24.0,N. Bjelica misses 3-pt shot from 24 ft,,105-113,,
3:23.0,,,105-113,,Defensive rebound by K. Leonard
3:13.0,,,105-113,,T. Parker misses 2-pt shot from 4 ft
3:12.0,Defensive rebound by K. Towns,,105-113,,
2:57.0,Z. LaVine misses 3-pt shot from 25 ft,,105-113,,
2:55.0,,,105-113,,Defensive rebound by D. Dedmon
2:38.0,,,105-115,2,K. Leonard makes 2-pt shot from 15 ft (assist by L. Aldridge)
2:22.0,N. Bjelica misses 2-pt shot from 2 ft,,105-115,,
2:20.0,,,105-115,,Defensive rebound by D. Green
2:09.0,,,105-117,2,L. Aldridge makes 2-pt shot from 4 ft
2:09.0,Minnesota full timeout,,105-117,,
2:09.0,G. Dieng enters the game for N. Bjelica,,105-117,,
2:01.0,Shooting foul by L. Aldridge (drawn by G. Dieng),,105-117,,
2:01.0,G. Dieng makes free throw 1 of 2,1,106-117,,
2:01.0,G. Dieng misses free throw 2 of 2,,106-117,,
2:00.0,,,106-117,,Defensive rebound by K. Leonard
1:36.0,,,106-120,3,D. Green makes 3-pt shot from 25 ft (assist by K. Leonard)
1:19.0,G. Dieng makes 2-pt shot from 6 ft (assist by R. Rubio),2,108-120,,
1:05.0,,,108-120,,D. Dedmon misses 2-pt shot at rim
1:02.0,Defensive rebound by R. Rubio,,108-120,,
0:59.0,Z. LaVine misses 2-pt shot from 2 ft,,108-120,,
0:58.0,Offensive rebound by G. Dieng,,108-120,,
0:58.0,G. Dieng makes 2-pt shot from 2 ft,2,110-120,,
0:41.0,,,110-122,2,L. Aldridge makes 2-pt shot from 23 ft (assist by K. Leonard)
0:31.0,Z. LaVine makes 2-pt shot at rim (assist by R. Rubio),2,112-122,,
0:18.0,,,112-122,,D. Green misses 3-pt shot from 25 ft
0:16.0,Defensive rebound by K. Towns,,112-122,,
0:11.0,,,112-122,,Violation by D. Green (def goaltending)
0:11.0,Z. LaVine makes 2-pt shot at rim,2,114-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
