time,Cleveland,pts.away,score,pts.home,Boston
1:54.0,,,92-93,,Personal foul by A. Bradley (drawn by K. Irving)
1:45.0,K. Irving misses 2-pt shot from 18 ft,,92-93,,
1:44.0,Offensive rebound by T. Thompson,,92-93,,
1:29.0,Shooting foul by A. Bradley (drawn by K. Irving),,92-93,,
1:29.0,K. Irving makes free throw 1 of 2,1,93-93,,
1:29.0,K. Irving makes free throw 2 of 2,1,94-93,,
1:09.0,,,94-96,3,A. Bradley makes 3-pt shot from 25 ft (assist by I. Thomas)
1:09.0,Cleveland full timeout,,94-96,,
1:09.0,,,94-96,,J. Brown enters the game for I. Thomas
0:58.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,97-96,,
0:58.0,,,97-96,,Boston full timeout
0:58.0,D. Williams enters the game for K. Korver,,97-96,,
0:58.0,I. Shumpert enters the game for D. Williams,,97-96,,
0:58.0,,,97-96,,I. Thomas enters the game for J. Brown
0:49.0,,,97-99,3,I. Thomas makes 3-pt shot from 29 ft (assist by M. Smart)
0:49.0,Cleveland full timeout,,97-99,,
0:49.0,K. Korver enters the game for I. Shumpert,,97-99,,
0:49.0,D. Williams enters the game for D. Williams,,97-99,,
0:39.0,K. Irving makes 2-pt shot from 2 ft,2,99-99,,
0:28.0,,,99-99,,Shooting foul by D. Williams (drawn by I. Thomas)
0:28.0,,,99-100,1,I. Thomas makes free throw 1 of 2
0:28.0,,,99-101,1,I. Thomas makes free throw 2 of 2
0:14.0,K. Irving misses 2-pt shot from 13 ft,,99-101,,
0:13.0,Offensive rebound by T. Thompson,,99-101,,
0:06.0,D. Williams misses 3-pt shot from 23 ft,,99-101,,
0:05.0,,,99-101,,Defensive rebound by J. Crowder
0:04.0,Personal take foul by L. James (drawn by J. Crowder),,99-101,,
0:04.0,,,99-102,1,J. Crowder makes free throw 1 of 2
0:04.0,,,99-103,1,J. Crowder makes free throw 2 of 2
0:04.0,Cleveland full timeout,,99-103,,
0:04.0,,,99-102,,J. Brown enters the game for I. Thomas
0:02.0,K. Irving misses 3-pt shot from 25 ft,,99-103,,
0:00.0,Offensive rebound by T. Thompson,,99-103,,
0:00.0,T. Thompson misses 2-pt shot from 2 ft,,99-103,,
0:00.0,Offensive rebound by Team,,99-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
