time,Dallas,pts.away,score,pts.home,Houston
1:48.0,W. Matthews misses 3-pt shot from 26 ft,,87-91,,
1:47.0,,,87-91,,Defensive rebound by T. Ariza
1:23.0,,,87-91,,J. Harden misses 2-pt shot from 19 ft
1:22.0,Defensive rebound by J. Barea,,87-91,,
1:13.0,Shooting foul by R. Anderson (drawn by H. Barnes),,87-91,,
1:13.0,H. Barnes makes free throw 1 of 2,1,88-91,,
1:13.0,H. Barnes makes free throw 2 of 2,1,89-91,,
1:02.0,,,89-91,,Shooting foul by W. Matthews (drawn by J. Harden)
1:02.0,,,89-92,1,J. Harden makes free throw 1 of 2
1:02.0,,,89-92,,J. Harden misses free throw 2 of 2
1:02.0,Defensive rebound by W. Matthews,,89-92,,
1:02.0,,,89-92,,K. McDaniels enters the game for R. Anderson
0:44.0,H. Barnes misses 2-pt shot from 12 ft,,89-92,,
0:43.0,,,89-92,,Defensive rebound by J. Harden
0:21.0,,,89-92,,J. Harden misses 2-pt shot from 19 ft
0:21.0,Defensive rebound by Team,,89-92,,
0:21.0,Dallas full timeout,,89-92,,
0:04.0,W. Matthews makes 3-pt shot from 27 ft (assist by J. Barea),3,92-92,,
0:04.0,,,92-92,,Houston full timeout
0:04.0,,,92-92,,R. Anderson enters the game for K. McDaniels
0:04.0,J. Anderson enters the game for J. Barea,,92-92,,
0:00.0,,,92-92,,Shooting foul by W. Matthews (drawn by J. Harden)
0:00.0,,,92-92,,J. Harden misses free throw 1 of 2
0:00.0,,,92-92,,Offensive rebound by Team
0:00.0,,,92-93,1,J. Harden makes free throw 2 of 2
0:00.0,Dallas full timeout,,92-93,,
0:00.0,Turnover by S. Curry (bad pass; steal by J. Harden),,92-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
0:00.0,D. Powell enters the game for W. Matthews,,92-92,,
0:00.0,,,92-93,,C. Capela enters the game for R. Anderson
0:00.0,J. Barea enters the game for A. Bogut,,92-93,,
0:00.0,S. Curry enters the game for D. Powell,,92-93,,
