time,Toronto,pts.away,score,pts.home,Miami
4:19.0,,,81-94,,Personal foul by D. Waiters (drawn by N. Powell)
4:19.0,N. Powell misses free throw 1 of 2,,81-94,,
4:19.0,Offensive rebound by Team,,81-94,,
4:19.0,N. Powell misses free throw 2 of 2,,81-94,,
4:18.0,,,81-94,,Defensive rebound by J. Johnson
4:09.0,Personal block foul by P. Siakam (drawn by D. Waiters),,81-94,,
4:09.0,,,81-94,,Miami full timeout
4:08.0,Personal take foul by J. Poeltl (drawn by H. Whiteside),,81-94,,
4:08.0,,,81-95,1,H. Whiteside makes free throw 1 of 2
4:08.0,,,81-96,1,H. Whiteside makes free throw 2 of 2
3:57.0,Shooting foul by H. Whiteside (drawn by N. Powell),,81-96,,
3:57.0,N. Powell makes free throw 1 of 2,1,82-96,,
3:57.0,N. Powell makes free throw 2 of 2,1,83-96,,
3:53.0,Personal foul by N. Powell (drawn by J. Johnson),,83-96,,
3:53.0,,,83-97,1,J. Johnson makes free throw 1 of 2
3:53.0,,,83-97,,J. Johnson misses free throw 2 of 2
3:51.0,,,83-97,,Offensive rebound by Team
3:32.0,,,83-99,2,J. Johnson makes 2-pt shot from 11 ft
3:19.0,J. Poeltl makes 2-pt shot from 1 ft (assist by F. VanVleet),2,85-99,,
2:50.0,,,85-99,,D. Waiters misses 3-pt shot from 24 ft
2:49.0,,,85-99,,Offensive rebound by Team
2:44.0,,,85-99,,T. Johnson misses 2-pt shot from 3 ft (block by P. Siakam)
2:43.0,Defensive rebound by P. Siakam,,85-99,,
2:39.0,D. Wright makes 2-pt shot from 1 ft (assist by P. Siakam),2,87-99,,
2:29.0,,,87-99,,Turnover by J. Johnson (lost ball)
2:21.0,F. VanVleet misses 2-pt shot from 8 ft,,87-99,,
2:20.0,,,87-99,,Defensive rebound by H. Whiteside
2:00.0,,,87-101,2,T. Johnson makes 2-pt shot from 3 ft
1:50.0,N. Powell makes 2-pt shot from 1 ft,2,89-101,,
1:44.0,Personal foul by N. Powell (drawn by R. McGruder),,89-101,,
1:44.0,,,89-101,,R. McGruder misses free throw 1 of 2
1:44.0,,,89-101,,Offensive rebound by Team
1:44.0,,,89-101,,R. McGruder misses free throw 2 of 2
1:43.0,Defensive rebound by P. Siakam,,89-101,,
1:22.0,P. Siakam misses 3-pt shot from 24 ft,,89-101,,
1:21.0,,,89-101,,Defensive rebound by R. McGruder
1:02.0,,,89-104,3,D. Waiters makes 3-pt shot from 23 ft (assist by T. Johnson)
0:46.0,N. Powell misses 2-pt shot from 18 ft,,89-104,,
0:45.0,,,89-104,,Defensive rebound by H. Whiteside
0:33.0,,,89-104,,Turnover by T. Johnson (bad pass; steal by P. Siakam)
0:17.0,F. VanVleet misses 3-pt shot from 25 ft,,89-104,,
0:15.0,,,89-104,,Defensive rebound by J. Johnson
0:00.0,End of 4th quarter,,,,End of 4th quarter
