time,Golden State,pts.away,score,pts.home,Phoenix
7:01.0,,,104-91,,Defensive rebound by M. Chriss
6:37.0,,,104-93,2,J. Dudley makes 2-pt shot from 19 ft (assist by T. Ulis)
6:25.0,Turnover by D. West (lost ball; steal by A. Williams),,104-93,,
6:20.0,,,104-95,2,D. Booker makes 2-pt shot from 2 ft (assist by M. Chriss)
6:18.0,Golden State full timeout,,104-95,,
6:18.0,S. Curry enters the game for K. Thompson,,104-95,,
6:05.0,Turnover by S. Curry (bad pass; steal by J. Dudley),,104-95,,
6:01.0,,,104-97,2,M. Chriss makes 2-pt shot at rim (assist by T. Ulis)
5:48.0,P. McCaw misses 3-pt shot from 26 ft,,104-97,,
5:48.0,,,104-97,,Defensive rebound by A. Williams
5:33.0,,,104-97,,T. Ulis misses 2-pt shot from 2 ft (block by D. West)
5:33.0,,,104-97,,Offensive rebound by Team
5:27.0,,,104-99,2,J. Dudley makes 2-pt shot from 2 ft (assist by M. Chriss)
5:09.0,D. West misses 2-pt shot from 19 ft,,104-99,,
5:09.0,,,104-99,,Defensive rebound by J. Dudley
5:01.0,,,104-101,2,T. Ulis makes 2-pt shot from 20 ft (assist by D. Booker)
4:45.0,S. Curry misses 2-pt shot from 19 ft,,104-101,,
4:44.0,,,104-101,,Defensive rebound by A. Williams
4:39.0,,,104-101,,Turnover by T. Ulis (bad pass; steal by M. Barnes)
4:23.0,Turnover by D. West (bad pass; steal by A. Williams),,104-101,,
4:08.0,,,104-101,,Offensive charge foul by M. Chriss
4:08.0,,,104-101,,Turnover by M. Chriss (offensive foul)
4:08.0,K. Thompson enters the game for I. Clark,,104-101,,
4:08.0,J. McGee enters the game for D. West,,104-101,,
4:08.0,S. Livingston enters the game for P. McCaw,,104-101,,
3:55.0,S. Curry makes 3-pt shot from 26 ft,3,107-101,,
3:47.0,,,107-101,,Turnover by D. Booker (step out of bounds)
3:36.0,Turnover by S. Curry (lost ball; steal by A. Williams),,107-101,,
3:34.0,,,107-101,,Shooting foul by M. Barnes (drawn by T. Ulis)
3:34.0,,,107-101,,T. Ulis misses free throw 1 of 2
3:34.0,,,107-101,,Offensive rebound by Team
3:34.0,,,107-101,,T. Ulis misses free throw 2 of 2
3:33.0,,,107-101,,Offensive rebound by M. Chriss
3:31.0,,,107-101,,M. Chriss misses 2-pt shot from 2 ft
3:31.0,,,107-101,,Offensive rebound by A. Williams
3:31.0,Personal foul by S. Livingston (drawn by A. Williams),,107-101,,
3:31.0,,,107-102,1,A. Williams makes free throw 1 of 2
3:31.0,,,107-103,1,A. Williams makes free throw 2 of 2
3:16.0,K. Thompson makes 2-pt shot from 17 ft,2,109-103,,
2:57.0,,,109-103,,D. Booker misses 2-pt shot from 17 ft
2:55.0,Defensive rebound by M. Barnes,,109-103,,
2:34.0,M. Barnes misses 3-pt shot from 23 ft,,109-103,,
2:33.0,,,109-103,,Defensive rebound by J. Dudley
2:29.0,,,109-103,,Shooting foul by S. Livingston (drawn by T. Ulis)
2:29.0,,,109-103,,Phoenix full timeout
2:29.0,,,109-104,1,T. Ulis makes free throw 1 of 2
2:29.0,,,109-105,1,T. Ulis makes free throw 2 of 2
2:11.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,112-105,,
1:58.0,,,112-105,,Turnover by J. Dudley (bad pass; steal by J. McGee)
1:54.0,Turnover by J. McGee (lost ball; steal by M. Chriss),,112-105,,
1:49.0,,,112-105,,D. Booker misses 3-pt shot from 23 ft
1:49.0,,,112-105,,Offensive rebound by A. Williams
1:48.0,,,112-107,2,A. Williams makes 2-pt shot from 1 ft
1:35.0,M. Barnes misses 2-pt shot from 11 ft,,112-107,,
1:34.0,Offensive rebound by J. McGee,,112-107,,
1:34.0,J. McGee makes 2-pt shot at rim,2,114-107,,
1:31.0,,,114-107,,Shooting foul by J. McGee (drawn by D. Booker)
1:31.0,,,114-108,1,D. Booker makes free throw 1 of 2
1:31.0,,,114-109,1,D. Booker makes free throw 2 of 2
1:13.0,J. McGee makes 2-pt shot from 4 ft (assist by S. Curry),2,116-109,,
1:13.0,,,116-109,,Phoenix full timeout
1:05.0,,,116-109,,J. Dudley misses 2-pt shot from 12 ft
1:04.0,,,116-109,,Offensive rebound by A. Williams
0:59.0,,,116-109,,T. Ulis misses 3-pt shot from 25 ft
0:59.0,,,116-109,,Offensive rebound by A. Williams
0:59.0,,,116-111,2,A. Williams makes 2-pt shot from 2 ft
0:45.0,S. Curry misses 2-pt shot from 20 ft,,116-111,,
0:43.0,Offensive rebound by M. Barnes,,116-111,,
0:32.0,S. Curry makes 2-pt shot at rim,2,118-111,,
0:32.0,,,118-111,,Phoenix full timeout
0:32.0,,,118-111,,D. Bender enters the game for A. Williams
0:32.0,J. McAdoo enters the game for J. McGee,,118-111,,
0:26.0,,,118-111,,T. Ulis misses 3-pt shot from 25 ft
0:23.0,,,118-111,,Offensive rebound by M. Chriss
0:23.0,,,118-111,,M. Chriss misses 2-pt shot at rim
0:21.0,Defensive rebound by S. Curry,,118-111,,
0:21.0,,,118-111,,Personal foul by D. Booker (drawn by S. Curry)
0:12.0,,,118-111,,Personal take foul by D. Bender (drawn by S. Curry)
0:12.0,S. Curry makes free throw 1 of 2,1,119-111,,
0:12.0,S. Curry makes free throw 2 of 2,1,120-111,,
0:12.0,,,120-111,,Phoenix full timeout
0:12.0,,,120-111,,D. Booker misses 3-pt shot from 26 ft
0:12.0,P. McCaw enters the game for K. Thompson,,120-111,,
0:12.0,I. Clark enters the game for S. Curry,,120-111,,
0:05.0,Defensive rebound by P. McCaw,,120-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
