time,Orlando,pts.away,score,pts.home,Milwaukee
5:03.0,Defensive rebound by E. Payton,,83-85,,
4:51.0,J. Green misses 2-pt shot from 2 ft (block by G. Antetokounmpo),,83-85,,
4:51.0,,,83-85,,Defensive rebound by Team
4:51.0,,,83-85,,M. Dellavedova enters the game for M. Brogdon
4:33.0,,,83-85,,T. Snell misses 2-pt shot from 19 ft
4:32.0,Defensive rebound by S. Ibaka,,83-85,,
4:24.0,E. Payton makes 2-pt shot at rim,2,85-85,,
3:59.0,,,85-88,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
3:36.0,N. Vucevic misses 2-pt shot from 1 ft (block by J. Henson),,85-88,,
3:34.0,,,85-88,,Defensive rebound by J. Henson
3:27.0,,,85-88,,M. Dellavedova misses 3-pt shot from 26 ft
3:24.0,Defensive rebound by N. Vucevic,,85-88,,
3:12.0,E. Fournier misses 2-pt shot from 21 ft,,85-88,,
3:10.0,,,85-88,,Defensive rebound by G. Antetokounmpo
3:05.0,,,85-88,,Turnover by G. Antetokounmpo (dbl dribble)
2:53.0,E. Fournier misses 2-pt shot from 16 ft,,85-88,,
2:52.0,,,85-88,,Defensive rebound by G. Antetokounmpo
2:38.0,,,85-90,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
2:22.0,Orlando full timeout,,85-90,,
2:22.0,Official timeout,,85-90,,
2:22.0,,,85-90,,J. Terry enters the game for M. Dellavedova
2:22.0,,,85-90,,M. Dellavedova enters the game for J. Terry
2:10.0,J. Green misses 3-pt shot from 24 ft,,85-90,,
2:10.0,Offensive rebound by S. Ibaka,,85-90,,
2:10.0,Shooting foul by G. Antetokounmpo (drawn by S. Ibaka),,85-90,,
2:10.0,S. Ibaka makes free throw 1 of 2,1,86-90,,
2:10.0,S. Ibaka makes free throw 2 of 2,1,87-90,,
2:10.0,B. Biyombo enters the game for N. Vucevic,,86-90,,
1:56.0,,,87-90,,M. Dellavedova misses 3-pt shot from 25 ft
1:55.0,Defensive rebound by B. Biyombo,,87-90,,
1:43.0,S. Ibaka misses 2-pt shot from 5 ft (block by G. Antetokounmpo),,87-90,,
1:41.0,,,87-90,,Defensive rebound by T. Snell
1:21.0,,,87-90,,J. Parker misses 2-pt shot from 6 ft
1:20.0,Defensive rebound by E. Payton,,87-90,,
1:12.0,S. Ibaka misses 3-pt shot from 27 ft,,87-90,,
1:10.0,,,87-90,,Defensive rebound by G. Antetokounmpo
0:51.0,,,87-90,,T. Snell misses 3-pt shot from 25 ft
0:50.0,Defensive rebound by E. Payton,,87-90,,
0:42.0,E. Payton misses 3-pt shot from 26 ft,,87-90,,
0:41.0,,,87-90,,Defensive rebound by J. Henson
0:18.0,,,87-90,,Shooting foul by S. Ibaka (drawn by J. Parker)
0:18.0,,,87-91,1,J. Parker makes free throw 1 of 3
0:18.0,,,87-91,,J. Parker misses free throw 2 of 3
0:18.0,,,87-91,,Offensive rebound by Team
0:18.0,,,87-91,,J. Parker misses free throw 3 of 3
0:18.0,Defensive rebound by S. Ibaka,,87-91,,
0:18.0,Orlando full timeout,,87-91,,
0:18.0,N. Vucevic enters the game for B. Biyombo,,87-91,,
0:11.0,Turnover by N. Vucevic (bad pass; steal by J. Parker),,87-91,,
0:09.0,,,87-93,2,J. Parker makes 2-pt shot at rim
0:05.0,Shooting foul by J. Henson (drawn by E. Fournier),,87-93,,
0:05.0,E. Fournier makes free throw 1 of 2,1,88-93,,
0:05.0,E. Fournier makes free throw 2 of 2,1,89-93,,
0:04.0,Personal take foul by S. Ibaka (drawn by J. Parker),,89-93,,
0:04.0,,,89-93,,J. Parker misses free throw 1 of 2
0:04.0,,,89-93,,Offensive rebound by Team
0:04.0,,,89-93,,J. Parker misses free throw 2 of 2
0:04.0,D. Augustin enters the game for N. Vucevic,,89-93,,
0:03.0,Defensive rebound by E. Fournier,,89-93,,
0:01.0,E. Fournier misses 3-pt shot from 32 ft (block by T. Snell),,89-93,,
0:00.0,Offensive rebound by Team,,89-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
