time,Atlanta,pts.away,score,pts.home,Washington
5:45.0,,,91-94,,Washington full timeout
5:45.0,,,91-94,,M. Morris enters the game for K. Oubre
5:33.0,,,91-96,2,B. Beal makes 2-pt shot from 6 ft
5:17.0,P. Millsap misses 2-pt shot from 12 ft,,91-96,,
5:17.0,,,91-96,,Defensive rebound by B. Bogdanovic
5:00.0,,,91-98,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
4:35.0,T. Hardaway misses 2-pt shot from 5 ft (block by M. Gortat),,91-98,,
4:35.0,Offensive rebound by Team,,91-98,,
4:35.0,,,91-98,,O. Porter enters the game for B. Bogdanovic
4:32.0,P. Millsap misses 3-pt shot from 29 ft,,91-98,,
4:31.0,,,91-98,,Defensive rebound by M. Morris
4:24.0,,,91-98,,J. Wall misses 2-pt shot at rim
4:24.0,Defensive rebound by M. Muscala,,91-98,,
4:09.0,T. Hardaway misses 3-pt shot from 28 ft,,91-98,,
4:08.0,Offensive rebound by Team,,91-98,,
4:08.0,,,91-98,,Loose ball foul by O. Porter (drawn by M. Muscala)
4:00.0,T. Hardaway misses 2-pt shot from 4 ft (block by M. Morris),,91-98,,
3:59.0,Offensive rebound by Team,,91-98,,
3:49.0,T. Hardaway misses 3-pt shot from 23 ft,,91-98,,
3:48.0,,,91-98,,Defensive rebound by B. Beal
3:31.0,,,91-98,,J. Wall misses 2-pt shot from 14 ft
3:31.0,Defensive rebound by P. Millsap,,91-98,,
3:20.0,,,91-98,,Loose ball foul by M. Morris (drawn by P. Millsap)
3:20.0,,,91-98,,Technical foul by M. Morris (drawn by P. Millsap)
3:20.0,D. Schroder makes technical free throw,1,92-98,,
3:20.0,K. Bazemore enters the game for M. Muscala,,91-98,,
3:08.0,D. Schroder makes 2-pt shot from 5 ft,2,94-98,,
2:58.0,,,94-98,,B. Beal misses 3-pt shot from 25 ft
2:57.0,Defensive rebound by P. Millsap,,94-98,,
2:52.0,T. Waller-Prince makes 2-pt shot at rim (assist by D. Schroder),2,96-98,,
2:49.0,,,96-98,,Washington full timeout
2:35.0,,,96-100,2,B. Beal makes 2-pt shot from 20 ft
2:12.0,T. Waller-Prince misses 2-pt shot from 3 ft,,96-100,,
2:11.0,,,96-100,,Defensive rebound by B. Beal
1:56.0,,,96-100,,Shooting foul by K. Bazemore (drawn by M. Gortat)
1:56.0,,,96-100,,M. Gortat misses free throw 1 of 2
1:56.0,,,96-100,,Offensive rebound by Team
1:56.0,,,96-101,1,M. Gortat makes free throw 2 of 2
1:36.0,P. Millsap misses 2-pt shot from 2 ft (block by B. Beal),,96-101,,
1:34.0,,,96-101,,Defensive rebound by M. Gortat
1:25.0,,,96-101,,B. Beal misses 3-pt shot from 27 ft
1:24.0,Defensive rebound by P. Millsap,,96-101,,
1:10.0,D. Schroder makes 3-pt shot from 26 ft,3,99-101,,
0:48.0,,,99-103,2,J. Wall makes 2-pt shot from 21 ft
0:48.0,Atlanta full timeout,,99-103,,
0:39.0,P. Millsap misses 2-pt shot from 2 ft,,99-103,,
0:38.0,,,99-103,,Defensive rebound by M. Morris
0:14.0,,,99-103,,J. Wall misses 2-pt shot from 15 ft
0:13.0,,,99-103,,Offensive rebound by M. Gortat
0:11.0,,,99-103,,M. Gortat misses 2-pt shot from 3 ft
0:10.0,Defensive rebound by T. Hardaway,,99-103,,
0:02.0,T. Hardaway misses 3-pt shot from 27 ft,,99-103,,
0:01.0,,,99-103,,Defensive rebound by M. Gortat
0:00.0,End of 4th quarter,,,,End of 4th quarter
