time,Washington,pts.away,score,pts.home,Orlando
1:00.0,,,90-87,,N. Vucevic enters the game for B. Biyombo
0:49.0,,,91-87,,E. Fournier misses 3-pt shot from 26 ft
0:48.0,Defensive rebound by J. Wall,,91-87,,
0:24.0,M. Gortat misses 2-pt shot from 1 ft (block by S. Ibaka),,91-87,,
0:19.0,,,91-87,,Defensive rebound by N. Vucevic
0:18.0,,,91-89,2,E. Payton makes 2-pt shot from 1 ft
0:15.0,,,91-89,,Personal foul by E. Payton (drawn by J. Wall)
0:15.0,J. Wall makes free throw 1 of 2,1,92-89,,
0:15.0,J. Wall makes free throw 2 of 2,1,93-89,,
0:15.0,,,93-89,,Orlando full timeout
0:15.0,K. Oubre enters the game for M. Gortat,,92-89,,
0:04.0,,,93-91,2,E. Payton makes 2-pt shot from 3 ft
0:04.0,Washington full timeout,,93-91,,
0:04.0,M. Thornton enters the game for K. Oubre,,93-91,,
0:04.0,,,93-91,,A. Gordon enters the game for N. Vucevic
0:03.0,,,93-91,,Away from play foul by E. Payton (drawn by J. Wall)
0:03.0,J. Wall makes free throw 1 of 1,1,94-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
