time,Washington,pts.away,score,pts.home,Boston
6:54.0,,,85-96,,A. Bradley misses 2-pt shot from 21 ft
6:53.0,Defensive rebound by J. Smith,,85-96,,
6:44.0,Shooting foul by J. Brown (drawn by B. Bogdanovic),,85-96,,
6:44.0,B. Bogdanovic misses free throw 1 of 2,,85-96,,
6:44.0,Offensive rebound by Team,,85-96,,
6:44.0,B. Bogdanovic makes free throw 2 of 2,1,86-96,,
6:34.0,,,86-96,,Shooting foul by J. Smith (drawn by I. Thomas)
6:34.0,,,86-97,1,I. Thomas makes free throw 1 of 2
6:34.0,,,86-98,1,I. Thomas makes free throw 2 of 2
6:14.0,J. Smith makes 3-pt shot from 23 ft (assist by B. Bogdanovic),3,89-98,,
6:05.0,Personal foul by J. Smith (drawn by K. Olynyk),,89-98,,
6:05.0,M. Morris enters the game for J. Smith,,89-98,,
5:54.0,,,89-98,,K. Olynyk misses 2-pt shot at rim
5:53.0,,,89-98,,Offensive rebound by K. Olynyk
5:51.0,,,89-100,2,K. Olynyk makes 2-pt shot at rim
5:40.0,M. Morris makes 2-pt shot at rim (assist by B. Jennings),2,91-100,,
5:28.0,,,91-100,,K. Olynyk misses 3-pt shot from 25 ft
5:27.0,Defensive rebound by K. Oubre,,91-100,,
5:19.0,B. Jennings misses 2-pt shot from 4 ft (block by J. Crowder),,91-100,,
5:18.0,,,91-100,,Defensive rebound by Team
5:18.0,B. Beal enters the game for T. Satoransky,,91-100,,
5:18.0,J. Wall enters the game for B. Jennings,,91-100,,
5:04.0,,,91-102,2,I. Thomas makes 2-pt shot from 1 ft
4:49.0,M. Morris misses 2-pt shot from 14 ft,,91-102,,
4:48.0,Offensive rebound by Team,,91-102,,
4:48.0,,,91-102,,Loose ball foul by J. Brown (drawn by K. Oubre)
4:48.0,,,91-102,,A. Horford enters the game for K. Olynyk
4:43.0,Turnover by B. Beal (lost ball; steal by A. Bradley),,91-102,,
4:37.0,,,91-102,,A. Bradley misses 2-pt shot at rim
4:36.0,,,91-102,,Offensive rebound by A. Horford
4:36.0,,,91-104,2,A. Horford makes 2-pt shot at rim
4:36.0,Washington full timeout,,91-104,,
4:23.0,J. Wall misses 2-pt shot from 1 ft,,91-104,,
4:22.0,,,91-104,,Defensive rebound by J. Brown
4:18.0,,,91-104,,Shooting foul by M. Morris (drawn by A. Horford)
4:18.0,,,91-105,1,A. Horford makes free throw 1 of 2
4:18.0,,,91-106,1,A. Horford makes free throw 2 of 2
4:09.0,K. Oubre misses 3-pt shot from 24 ft,,91-106,,
4:08.0,Offensive rebound by B. Bogdanovic,,91-106,,
4:04.0,B. Beal makes 2-pt shot from 2 ft (assist by J. Wall),2,93-106,,
4:04.0,Shooting foul by J. Brown (drawn by B. Beal),,93-106,,
4:04.0,B. Beal makes free throw 1 of 1,1,94-106,,
3:51.0,Personal foul by B. Beal (drawn by A. Horford),,94-106,,
3:51.0,,,94-106,,A. Horford misses free throw 1 of 2
3:51.0,,,94-106,,Offensive rebound by Team
3:51.0,,,94-106,,A. Horford misses free throw 2 of 2
3:51.0,Defensive rebound by K. Oubre,,94-106,,
3:51.0,,,94-106,,M. Smart enters the game for J. Brown
3:43.0,B. Beal misses 3-pt shot from 26 ft,,94-106,,
3:42.0,,,94-106,,Defensive rebound by A. Horford
3:20.0,,,94-106,,J. Crowder misses 2-pt shot from 21 ft
3:19.0,Defensive rebound by J. Wall,,94-106,,
3:15.0,Turnover by B. Beal (lost ball),,94-106,,
2:50.0,,,94-106,,A. Horford misses 2-pt shot from 16 ft (block by K. Oubre)
2:50.0,,,94-106,,Offensive rebound by Team
2:50.0,,,94-106,,Turnover by Team (shot clock)
2:42.0,M. Morris misses 3-pt shot from 25 ft,,94-106,,
2:41.0,Offensive rebound by B. Bogdanovic,,94-106,,
2:40.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,96-106,,
2:20.0,,,96-106,,I. Thomas misses 2-pt shot from 3 ft (block by K. Oubre)
2:19.0,Defensive rebound by Team,,96-106,,
2:13.0,,,96-106,,Shooting block foul by I. Thomas (drawn by J. Wall)
2:13.0,J. Wall makes free throw 1 of 2,1,97-106,,
2:13.0,J. Wall makes free throw 2 of 2,1,98-106,,
2:08.0,,,98-106,,Turnover by I. Thomas (lost ball; steal by K. Oubre)
2:05.0,K. Oubre makes 2-pt shot at rim,2,100-106,,
1:39.0,,,100-108,2,M. Smart makes 2-pt shot from 6 ft
1:32.0,B. Bogdanovic misses 2-pt shot from 5 ft (block by M. Smart),,100-108,,
1:31.0,,,100-108,,Defensive rebound by M. Smart
1:30.0,Personal take foul by B. Beal (drawn by M. Smart),,100-108,,
1:30.0,,,100-109,1,M. Smart makes free throw 1 of 2
1:30.0,,,100-110,1,M. Smart makes free throw 2 of 2
1:21.0,B. Beal misses 3-pt shot from 26 ft,,100-110,,
1:20.0,Offensive rebound by M. Morris,,100-110,,
1:14.0,B. Bogdanovic misses 3-pt shot from 24 ft,,100-110,,
1:13.0,,,100-110,,Defensive rebound by A. Bradley
0:55.0,,,100-110,,A. Horford misses 3-pt shot from 25 ft
0:54.0,Defensive rebound by B. Beal,,100-110,,
0:48.0,J. Wall misses 3-pt shot from 25 ft,,100-110,,
0:47.0,,,100-110,,Defensive rebound by J. Crowder
0:30.0,,,100-110,,I. Thomas misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by B. Bogdanovic,,100-110,,
0:24.0,J. Wall makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,102-110,,
0:00.0,,,102-110,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
