time,LA Clippers,pts.away,score,pts.home,Denver
1:45.0,,,94-116,,M. Beasley misses 3-pt shot from 22 ft
1:44.0,,,94-116,,Offensive rebound by M. Miller
1:44.0,Loose ball foul by J. Crawford (drawn by M. Miller),,94-116,,
1:44.0,,,94-117,1,M. Miller makes free throw 1 of 2
1:44.0,,,94-118,1,M. Miller makes free throw 2 of 2
1:20.0,Turnover by J. Crawford (bad pass),,94-118,,
1:10.0,,,94-118,,Turnover by J. Murray (bad pass; steal by J. Crawford)
1:04.0,A. Anderson misses 3-pt shot from 25 ft,,94-118,,
1:03.0,,,94-118,,Defensive rebound by M. Miller
0:59.0,,,94-118,,Shooting foul by L. Mbah a Moute (drawn by J. Nurkic)
0:59.0,,,94-118,,J. Nurkic misses free throw 1 of 2
0:59.0,,,94-118,,Offensive rebound by Team
0:59.0,,,94-119,1,J. Nurkic makes free throw 2 of 2
0:50.0,Turnover by J. Crawford (bad pass; steal by M. Beasley),,94-119,,
0:47.0,Shooting block foul by W. Johnson,,94-119,,
0:47.0,,,94-120,1,J. Hernangomez makes free throw 1 of 2
0:47.0,,,94-121,1,J. Hernangomez makes free throw 2 of 2
0:36.0,,,94-121,,Personal foul by M. Beasley (drawn by J. Crawford)
0:36.0,J. Crawford makes free throw 1 of 2,1,95-121,,
0:36.0,J. Crawford makes free throw 2 of 2,1,96-121,,
0:20.0,,,96-123,2,J. Nurkic makes 2-pt shot from 4 ft (assist by J. Hernangomez)
0:08.0,M. Speights makes 2-pt shot from 3 ft,2,98-123,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
