time,Milwaukee,pts.away,score,pts.home,Philadelphia
2:52.0,,,86-75,,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft
2:51.0,,,86-75,,Offensive rebound by J. Anderson
2:48.0,,,86-75,,Shooting foul by K. Middleton (drawn by J. Anderson)
2:48.0,Milwaukee full timeout,,86-75,,
2:48.0,,,86-75,,J. Anderson misses free throw 1 of 2
2:48.0,,,86-75,,Offensive rebound by Team
2:48.0,,,86-76,1,J. Anderson makes free throw 2 of 2
2:32.0,,,86-76,,N. Stauskas enters the game for J. Anderson
2:22.0,M. Dellavedova misses 2-pt shot from 9 ft,,86-76,,
2:21.0,,,86-76,,Defensive rebound by A. Poythress
2:16.0,,,86-76,,Turnover by A. Poythress (lost ball; steal by G. Monroe)
2:07.0,Turnover by G. Monroe (traveling),,86-76,,
1:57.0,,,86-78,2,R. Holmes makes 2-pt shot at rim (assist by T. McConnell)
1:48.0,Offensive foul by M. Dellavedova,,86-78,,
1:48.0,Turnover by M. Dellavedova (offensive foul),,86-78,,
1:36.0,,,86-78,,T. McConnell misses 2-pt shot from 1 ft
1:34.0,,,86-78,,Offensive rebound by A. Poythress
1:34.0,,,86-78,,A. Poythress misses 2-pt shot from 1 ft
1:33.0,,,86-78,,Offensive rebound by T. McConnell
1:30.0,,,86-78,,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by G. Monroe,,86-78,,
1:21.0,,,86-78,,Personal foul by A. Poythress (drawn by G. Antetokounmpo)
1:09.0,G. Monroe makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,88-78,,
1:09.0,,,88-78,,Philadelphia full timeout
1:04.0,,,88-78,,Turnover by R. Holmes (bad pass; steal by G. Antetokounmpo)
0:46.0,,,88-78,,Personal foul by A. Poythress (drawn by M. Dellavedova)
0:46.0,M. Dellavedova makes free throw 1 of 2,1,89-78,,
0:46.0,M. Dellavedova makes free throw 2 of 2,1,90-78,,
0:36.0,,,90-78,,Shooting foul by G. Monroe (drawn by T. Luwawu-Cabarrot)
0:36.0,,,90-79,1,T. Luwawu-Cabarrot makes free throw 1 of 2
0:36.0,,,90-80,1,T. Luwawu-Cabarrot makes free throw 2 of 2
0:19.0,T. Snell misses 3-pt shot from 23 ft,,90-80,,
0:18.0,,,90-80,,Defensive rebound by A. Poythress
0:11.0,,,90-80,,Shooting foul by G. Antetokounmpo (drawn by T. Luwawu-Cabarrot)
0:11.0,,,90-81,1,T. Luwawu-Cabarrot makes free throw 1 of 2
0:11.0,,,90-82,1,T. Luwawu-Cabarrot makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
