time,LA Clippers,pts.away,score,pts.home,Oklahoma City
5:19.0,,,94-90,,Personal take foul by A. Roberson (drawn by D. Jordan)
5:19.0,D. Jordan misses free throw 1 of 2,,94-90,,
5:19.0,Offensive rebound by Team,,94-90,,
5:19.0,D. Jordan misses free throw 2 of 2,,94-90,,
5:18.0,,,94-90,,Defensive rebound by E. Kanter
5:05.0,,,94-90,,S. Adams misses 2-pt shot from 8 ft
5:04.0,,,94-90,,Offensive rebound by R. Westbrook
4:50.0,,,94-90,,Shooting foul by C. Paul (drawn by R. Westbrook)
4:50.0,,,94-91,1,R. Westbrook makes free throw 1 of 2
4:50.0,,,94-92,1,R. Westbrook makes free throw 2 of 2
4:50.0,,,94-91,,N. Collison enters the game for E. Kanter
4:49.0,,,94-92,,Personal take foul by N. Collison (drawn by D. Jordan)
4:49.0,D. Jordan misses free throw 1 of 2,,94-92,,
4:49.0,Offensive rebound by Team,,94-92,,
4:49.0,D. Jordan misses free throw 2 of 2,,94-92,,
4:49.0,,,94-92,,Defensive rebound by R. Westbrook
4:49.0,,,94-92,,E. Kanter enters the game for N. Collison
4:29.0,,,94-92,,V. Oladipo misses 2-pt shot from 3 ft (block by L. Mbah a Moute)
4:28.0,Defensive rebound by L. Mbah a Moute,,94-92,,
4:22.0,C. Paul makes 3-pt shot from 25 ft,3,97-92,,
4:16.0,,,97-92,,Oklahoma City full timeout
4:05.0,,,97-94,2,R. Westbrook makes 2-pt shot from 20 ft
4:01.0,,,97-94,,Personal take foul by S. Adams (drawn by D. Jordan)
4:01.0,D. Jordan makes free throw 1 of 2,1,98-94,,
4:01.0,D. Jordan makes free throw 2 of 2,1,99-94,,
3:44.0,,,99-94,,A. Roberson misses 3-pt shot from 23 ft
3:44.0,Defensive rebound by C. Paul,,99-94,,
3:43.0,,,99-94,,Personal take foul by E. Kanter (drawn by D. Jordan)
3:43.0,D. Jordan makes free throw 1 of 2,1,100-94,,
3:43.0,D. Jordan misses free throw 2 of 2,,100-94,,
3:43.0,,,100-94,,D. Sabonis enters the game for E. Kanter
3:42.0,,,100-94,,Defensive rebound by R. Westbrook
3:27.0,,,100-94,,R. Westbrook misses 2-pt shot from 8 ft
3:27.0,Defensive rebound by L. Mbah a Moute,,100-94,,
3:24.0,,,100-94,,Personal take foul by S. Adams (drawn by D. Jordan)
3:24.0,D. Jordan makes free throw 1 of 2,1,101-94,,
3:24.0,D. Jordan makes free throw 2 of 2,1,102-94,,
3:16.0,Personal foul by J. Redick (drawn by V. Oladipo),,102-94,,
3:16.0,,,102-95,1,V. Oladipo makes free throw 1 of 2
3:16.0,,,102-96,1,V. Oladipo makes free throw 2 of 2
2:53.0,Turnover by B. Griffin (bad pass; steal by R. Westbrook),,102-96,,
2:47.0,,,102-99,3,V. Oladipo makes 3-pt shot from 23 ft (assist by R. Westbrook)
2:46.0,LA Clippers full timeout,,102-99,,
2:46.0,M. Speights enters the game for D. Jordan,,102-99,,
2:46.0,Violation by Team (jump ball),,102-99,,
2:46.0,,,102-99,,Violation by Team (jump ball)
2:30.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,102-99,,
2:30.0,,,102-99,,Defensive rebound by A. Roberson
2:17.0,,,102-102,3,R. Westbrook makes 3-pt shot from 26 ft
1:53.0,M. Speights makes 2-pt shot from 21 ft,2,104-102,,
1:38.0,,,104-102,,Shooting foul by M. Speights (drawn by S. Adams)
1:38.0,,,104-103,1,S. Adams makes free throw 1 of 2
1:38.0,,,104-104,1,S. Adams makes free throw 2 of 2
1:38.0,D. Jordan enters the game for M. Speights,,104-103,,
1:38.0,J. Crawford enters the game for L. Mbah a Moute,,104-103,,
1:27.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,106-104,,
1:09.0,,,106-104,,Turnover by A. Roberson (lost ball; steal by B. Griffin)
0:49.0,J. Crawford makes 3-pt shot from 24 ft (assist by C. Paul),3,109-104,,
0:49.0,,,109-104,,Oklahoma City full timeout
0:49.0,A. Rivers enters the game for J. Redick,,109-104,,
0:49.0,L. Mbah a Moute enters the game for J. Crawford,,109-104,,
0:41.0,,,109-104,,Turnover by R. Westbrook (bad pass; steal by A. Rivers)
0:41.0,,,109-104,,Personal foul by A. Roberson (drawn by A. Rivers)
0:41.0,A. Rivers misses free throw 1 of 2,,109-104,,
0:41.0,Offensive rebound by Team,,109-104,,
0:41.0,A. Rivers misses free throw 2 of 2,,109-104,,
0:40.0,,,109-104,,Defensive rebound by R. Westbrook
0:35.0,,,109-106,2,R. Westbrook makes 2-pt shot from 1 ft
0:35.0,LA Clippers full timeout,,109-106,,
0:35.0,J. Crawford enters the game for L. Mbah a Moute,,109-106,,
0:35.0,J. Redick enters the game for A. Rivers,,109-106,,
0:15.0,C. Paul misses 2-pt shot from 15 ft,,109-106,,
0:14.0,,,109-106,,Defensive rebound by R. Westbrook
0:14.0,,,109-106,,Oklahoma City full timeout
0:14.0,,,109-106,,A. Abrines enters the game for A. Roberson
0:14.0,A. Rivers enters the game for J. Redick,,109-106,,
0:14.0,L. Mbah a Moute enters the game for J. Crawford,,109-106,,
0:12.0,Personal take foul by L. Mbah a Moute (drawn by R. Westbrook),,109-106,,
0:12.0,,,109-107,1,R. Westbrook makes free throw 1 of 2
0:12.0,,,109-108,1,R. Westbrook makes free throw 2 of 2
0:12.0,LA Clippers full timeout,,109-108,,
0:12.0,J. Redick enters the game for A. Rivers,,109-107,,
0:12.0,,,109-107,,J. Grant enters the game for D. Sabonis
0:12.0,,,109-107,,A. Roberson enters the game for A. Abrines
0:12.0,J. Crawford enters the game for L. Mbah a Moute,,109-108,,
0:12.0,W. Johnson enters the game for D. Jordan,,109-108,,
0:10.0,,,109-108,,Personal take foul by R. Westbrook (drawn by J. Crawford)
0:10.0,J. Crawford misses free throw 1 of 2,,109-108,,
0:10.0,Offensive rebound by Team,,109-108,,
0:10.0,J. Crawford makes free throw 2 of 2,1,110-108,,
0:10.0,A. Rivers enters the game for J. Redick,,109-108,,
0:10.0,L. Mbah a Moute enters the game for W. Johnson,,109-108,,
0:10.0,,,109-108,,A. Abrines enters the game for A. Roberson
0:10.0,,,109-108,,D. Sabonis enters the game for J. Grant
0:03.0,,,110-108,,R. Westbrook misses 3-pt shot from 28 ft
0:00.0,Defensive rebound by J. Crawford,,110-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
