time,Boston,pts.away,score,pts.home,Detroit
5:40.0,T. Rozier enters the game for J. Jerebko,,84-84,,
5:28.0,,,85-84,,K. Caldwell-Pope misses 2-pt shot from 16 ft
5:28.0,Defensive rebound by J. Crowder,,85-84,,
5:06.0,I. Thomas makes 3-pt shot from 25 ft (assist by A. Horford),3,88-84,,
4:51.0,,,88-84,,T. Harris misses 3-pt shot from 24 ft
4:50.0,Defensive rebound by J. Crowder,,88-84,,
4:29.0,I. Thomas misses 3-pt shot from 25 ft,,88-84,,
4:29.0,,,88-84,,Defensive rebound by A. Drummond
4:23.0,,,88-84,,Shooting foul by A. Johnson (drawn by T. Harris)
4:23.0,,,88-85,1,T. Harris makes free throw 1 of 2
4:23.0,,,88-85,,T. Harris misses free throw 2 of 2
4:23.0,M. Smart enters the game for A. Johnson,,88-85,,
4:22.0,,,88-85,,Offensive rebound by M. Morris
4:16.0,,,88-85,,M. Morris misses 2-pt shot from 1 ft
4:16.0,,,88-85,,Offensive rebound by M. Morris
4:16.0,Personal foul by J. Crowder (drawn by M. Morris),,88-85,,
4:15.0,Personal take foul by A. Horford (drawn by A. Drummond),,88-85,,
4:15.0,,,88-85,,A. Drummond misses free throw 1 of 2
4:15.0,,,88-85,,Offensive rebound by Team
4:15.0,,,88-85,,A. Drummond misses free throw 2 of 2
4:14.0,,,88-85,,Offensive rebound by M. Morris
4:12.0,,,88-85,,Detroit full timeout
4:12.0,,,88-85,,A. Baynes enters the game for A. Drummond
3:58.0,,,88-88,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by A. Baynes)
3:41.0,Shooting foul by T. Harris (drawn by I. Thomas),,88-88,,
3:41.0,I. Thomas makes free throw 1 of 2,1,89-88,,
3:41.0,I. Thomas makes free throw 2 of 2,1,90-88,,
3:41.0,J. Brown enters the game for T. Rozier,,89-88,,
3:21.0,,,90-90,2,M. Morris makes 2-pt shot from 18 ft
3:08.0,Shooting foul by A. Baynes (drawn by J. Crowder),,90-90,,
3:08.0,J. Crowder makes free throw 1 of 2,1,91-90,,
3:08.0,J. Crowder makes free throw 2 of 2,1,92-90,,
2:53.0,,,92-90,,Shooting foul by I. Thomas (drawn by K. Caldwell-Pope)
2:53.0,,,92-91,1,K. Caldwell-Pope makes free throw 1 of 3
2:53.0,,,92-92,1,K. Caldwell-Pope makes free throw 2 of 3
2:53.0,,,92-93,1,K. Caldwell-Pope makes free throw 3 of 3
2:29.0,J. Brown misses 2-pt shot from 1 ft (block by T. Harris),,92-93,,
2:29.0,Offensive rebound by M. Smart,,92-93,,
2:28.0,M. Smart makes 2-pt shot from 1 ft,2,94-93,,
2:08.0,,,94-96,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by A. Baynes)
1:45.0,J. Crowder misses 2-pt shot from 1 ft,,94-96,,
1:45.0,Offensive rebound by J. Brown,,94-96,,
1:45.0,Shooting foul by T. Harris (drawn by J. Brown),,94-96,,
1:45.0,J. Brown misses free throw 1 of 2,,94-96,,
1:45.0,Offensive rebound by Team,,94-96,,
1:45.0,J. Brown makes free throw 2 of 2,1,95-96,,
1:28.0,,,95-96,,M. Morris misses 2-pt shot from 17 ft
1:28.0,Defensive rebound by I. Thomas,,95-96,,
1:15.0,I. Thomas misses 2-pt shot from 2 ft (block by K. Caldwell-Pope),,95-96,,
1:15.0,Offensive rebound by Team,,95-96,,
1:15.0,Boston full timeout,,95-96,,
1:11.0,I. Thomas misses 3-pt shot from 23 ft,,95-96,,
1:11.0,,,95-96,,Defensive rebound by M. Morris
0:56.0,,,95-96,,R. Jackson misses 3-pt shot from 26 ft
0:56.0,Defensive rebound by A. Horford,,95-96,,
0:38.0,J. Brown makes 3-pt shot from 24 ft (assist by A. Horford),3,98-96,,
0:38.0,Shooting foul by M. Morris (drawn by J. Brown),,98-96,,
0:38.0,J. Brown misses free throw 1 of 1,,98-96,,
0:37.0,Offensive rebound by Team,,98-96,,
0:37.0,,,98-96,,Loose ball foul by T. Harris (drawn by M. Smart)
0:37.0,M. Smart makes free throw 1 of 2,1,99-96,,
0:37.0,M. Smart makes free throw 2 of 2,1,100-96,,
0:28.0,,,100-96,,K. Caldwell-Pope misses 3-pt shot from 27 ft
0:28.0,Defensive rebound by J. Crowder,,100-96,,
0:25.0,Boston full timeout,,100-96,,
0:25.0,T. Rozier enters the game for J. Brown,,100-96,,
0:25.0,,,100-96,,A. Drummond enters the game for A. Baynes
0:24.0,,,100-96,,Personal foul by A. Drummond (drawn by I. Thomas)
0:24.0,I. Thomas misses free throw 1 of 2,,100-96,,
0:24.0,Offensive rebound by Team,,100-96,,
0:24.0,I. Thomas makes free throw 2 of 2,1,101-96,,
0:24.0,J. Brown enters the game for T. Rozier,,100-96,,
0:17.0,Personal foul by I. Thomas (drawn by K. Caldwell-Pope),,101-96,,
0:17.0,,,101-96,,K. Caldwell-Pope misses free throw 1 of 2
0:17.0,,,101-96,,Offensive rebound by Team
0:17.0,,,101-96,,K. Caldwell-Pope misses free throw 2 of 2
0:16.0,,,101-96,,Offensive rebound by A. Drummond
0:15.0,,,101-98,2,A. Drummond makes 2-pt shot from 1 ft
0:14.0,,,101-98,,Personal foul by K. Caldwell-Pope (drawn by I. Thomas)
0:14.0,I. Thomas makes free throw 1 of 2,1,102-98,,
0:14.0,I. Thomas makes free throw 2 of 2,1,103-98,,
0:14.0,,,103-98,,Detroit full timeout
0:09.0,,,103-98,,M. Morris misses 3-pt shot from 26 ft
0:09.0,Defensive rebound by J. Crowder,,103-98,,
0:08.0,,,103-98,,Personal foul by T. Harris (drawn by J. Crowder)
0:08.0,J. Crowder misses free throw 1 of 2,,103-98,,
0:08.0,Offensive rebound by Team,,103-98,,
0:08.0,J. Crowder makes free throw 2 of 2,1,104-98,,
0:08.0,,,104-98,,Detroit full timeout
0:08.0,J. Jerebko enters the game for J. Brown,,104-98,,
0:08.0,T. Rozier enters the game for I. Thomas,,104-98,,
0:03.0,,,104-98,,M. Morris misses 3-pt shot from 27 ft
0:02.0,Defensive rebound by J. Crowder,,104-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
