time,Phoenix,pts.away,score,pts.home,San Antonio
4:31.0,,,91-105,2,D. Green makes 2-pt shot from 2 ft
4:24.0,T. Warren makes 2-pt shot at rim (assist by E. Bledsoe),2,93-105,,
3:58.0,,,93-105,,L. Aldridge misses 2-pt shot from 16 ft
3:58.0,Defensive rebound by E. Bledsoe,,93-105,,
3:56.0,M. Chriss misses 2-pt shot from 1 ft (block by M. Ginobili),,93-105,,
3:55.0,,,93-105,,Defensive rebound by Team
3:42.0,Personal foul by T. Warren,,93-105,,
3:42.0,,,93-106,1,M. Ginobili makes free throw 1 of 2
3:42.0,,,93-107,1,M. Ginobili makes free throw 2 of 2
3:31.0,M. Chriss misses 3-pt shot from 25 ft,,93-107,,
3:30.0,,,93-107,,Defensive rebound by P. Gasol
3:15.0,,,93-109,2,L. Aldridge makes 2-pt shot from 2 ft
3:13.0,Phoenix full timeout,,93-109,,
3:13.0,,,93-109,,D. Murray enters the game for P. Gasol
3:13.0,,,93-109,,D. Bertans enters the game for T. Parker
3:13.0,,,93-109,,K. Anderson enters the game for M. Ginobili
3:03.0,Offensive foul by T. Chandler,,93-109,,
3:03.0,Turnover by T. Chandler (offensive foul),,93-109,,
3:03.0,T. Ulis enters the game for E. Bledsoe,,93-109,,
3:03.0,D. Bender enters the game for T. Chandler,,93-109,,
3:03.0,A. Williams enters the game for D. Booker,,93-109,,
3:03.0,,,93-109,,D. Dedmon enters the game for L. Aldridge
3:03.0,,,93-109,,J. Simmons enters the game for D. Green
2:52.0,,,93-109,,Offensive foul by D. Bertans
2:52.0,,,93-109,,Turnover by D. Bertans (offensive foul)
2:39.0,M. Chriss makes 2-pt shot at rim (assist by T. Ulis),2,95-109,,
2:20.0,,,95-111,2,D. Dedmon makes 2-pt shot at rim (assist by D. Murray)
2:02.0,Turnover by M. Chriss (traveling),,95-111,,
1:51.0,,,95-113,2,D. Murray makes 2-pt shot from 9 ft
1:41.0,Turnover by T. Ulis (lost ball),,95-113,,
1:22.0,,,95-115,2,D. Dedmon makes 2-pt shot from 2 ft (assist by K. Anderson)
1:14.0,Shooting foul by D. Bertans,,95-115,,
1:14.0,T. Warren makes free throw 1 of 2,1,96-115,,
1:14.0,T. Warren makes free throw 2 of 2,1,97-115,,
1:00.0,,,97-117,2,D. Murray makes 2-pt shot at rim
0:51.0,T. Ulis misses 2-pt shot from 17 ft,,97-117,,
0:47.0,,,97-117,,Defensive rebound by D. Dedmon
0:41.0,,,97-117,,Shooting foul by A. Williams (drawn by D. Murray)
0:41.0,,,97-118,1,D. Murray makes free throw 1 of 2
0:41.0,,,97-119,1,D. Murray makes free throw 2 of 2
0:27.0,Shooting foul by D. Bertans (drawn by M. Chriss),,97-119,,
0:27.0,M. Chriss makes free throw 1 of 2,1,98-119,,
0:27.0,M. Chriss misses free throw 2 of 2,,98-119,,
0:26.0,,,98-119,,Defensive rebound by D. Dedmon
0:04.0,,,98-119,,D. Dedmon misses 2-pt shot at rim
0:01.0,,,98-119,,Offensive rebound by J. Simmons
0:00.0,End of 4th quarter,,,,End of 4th quarter
