time,Orlando,pts.away,score,pts.home,Atlanta
1:48.0,Shooting foul by L. Patterson (drawn by E. Payton),,82-108,,
1:48.0,E. Payton makes free throw 1 of 2,1,83-108,,
1:48.0,E. Payton makes free throw 2 of 2,1,84-108,,
1:37.0,,,84-108,,Shooting foul by D. Rudez (drawn by T. Waller-Prince)
1:37.0,,,84-108,,T. Waller-Prince misses free throw 1 of 2
1:37.0,,,84-108,,Offensive rebound by Team
1:37.0,,,84-109,1,T. Waller-Prince makes free throw 2 of 2
1:25.0,,,84-109,,Violation by T. Waller-Prince (kicked ball)
1:11.0,E. Payton misses 3-pt shot from 26 ft,,84-109,,
1:09.0,,,84-109,,Defensive rebound by D. Bembry
1:03.0,,,84-109,,M. Scott misses 2-pt shot from 2 ft (block by B. Biyombo)
1:01.0,,,84-109,,Offensive rebound by M. Scott
1:01.0,,,84-111,2,M. Scott makes 2-pt shot from 1 ft
0:47.0,,,84-111,,Personal foul by K. Humphries (drawn by E. Payton)
0:47.0,E. Payton makes free throw 1 of 2,1,85-111,,
0:47.0,E. Payton makes free throw 2 of 2,1,86-111,,
0:32.0,,,86-111,,Shooting foul by D. Augustin (drawn by K. Humphries)
0:32.0,,,86-112,1,K. Humphries makes free throw 1 of 2
0:32.0,,,86-113,1,K. Humphries makes free throw 2 of 2
0:26.0,E. Payton misses 2-pt shot from 19 ft,,86-113,,
0:25.0,,,86-113,,Defensive rebound by T. Waller-Prince
0:00.0,,,86-113,,Turnover by Team (shot clock)
0:00.0,M. Hezonja misses 3-pt shot from 51 ft,,86-113,,
0:00.0,Offensive rebound by Team,,86-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
