time,Atlanta,pts.away,score,pts.home,Philadelphia
5:10.0,,,90-84,,D. Saric misses 3-pt shot from 26 ft
5:09.0,,,90-84,,Offensive rebound by R. Holmes
5:02.0,,,90-86,2,G. Henderson makes 2-pt shot from 8 ft (assist by N. Stauskas)
4:40.0,Shooting foul by R. Holmes (drawn by T. Waller-Prince),,90-86,,
4:40.0,T. Waller-Prince makes free throw 1 of 2,1,91-86,,
4:40.0,T. Waller-Prince makes free throw 2 of 2,1,92-86,,
4:27.0,,,92-86,,Offensive foul by G. Henderson
4:27.0,,,92-86,,Turnover by G. Henderson (offensive foul)
4:27.0,,,92-86,,T. Luwawu-Cabarrot enters the game for G. Henderson
4:19.0,D. Schroder misses 2-pt shot from 18 ft,,92-86,,
4:18.0,,,92-86,,Defensive rebound by T. McConnell
3:58.0,,,92-86,,Turnover by R. Holmes (lost ball; steal by D. Schroder)
3:53.0,T. Waller-Prince misses 3-pt shot from 24 ft,,92-86,,
3:52.0,,,92-86,,Defensive rebound by Team
3:52.0,Loose ball foul by E. Ilyasova (drawn by D. Saric),,92-86,,
3:43.0,,,92-86,,D. Saric misses 3-pt shot from 25 ft
3:42.0,Defensive rebound by T. Waller-Prince,,92-86,,
3:21.0,D. Schroder misses 2-pt shot from 2 ft,,92-86,,
3:20.0,Offensive rebound by D. Howard,,92-86,,
3:19.0,Shooting foul by R. Holmes (drawn by D. Howard),,92-86,,
3:19.0,D. Howard makes free throw 1 of 2,1,93-86,,
3:19.0,D. Howard misses free throw 2 of 2,,93-86,,
3:18.0,,,93-86,,Defensive rebound by D. Saric
3:04.0,,,93-86,,Turnover by N. Stauskas (bad pass)
2:45.0,D. Howard misses 2-pt shot from 4 ft (block by R. Holmes),,93-86,,
2:44.0,Offensive rebound by D. Howard,,93-86,,
2:42.0,D. Howard misses 2-pt shot from 7 ft,,93-86,,
2:41.0,,,93-86,,Defensive rebound by T. Luwawu-Cabarrot
2:28.0,,,93-86,,D. Saric misses 2-pt shot from 4 ft
2:27.0,Defensive rebound by D. Howard,,93-86,,
2:19.0,T. Hardaway misses 3-pt shot from 25 ft,,93-86,,
2:18.0,,,93-86,,Defensive rebound by N. Stauskas
2:04.0,,,93-86,,T. McConnell misses 2-pt shot from 10 ft
2:03.0,Defensive rebound by D. Schroder,,93-86,,
1:44.0,D. Schroder makes 2-pt shot from 1 ft,2,95-86,,
1:44.0,,,95-86,,Philadelphia full timeout
1:44.0,Official timeout,,95-86,,
1:28.0,,,95-89,3,N. Stauskas makes 3-pt shot from 23 ft (assist by T. McConnell)
1:11.0,D. Schroder misses 2-pt shot from 13 ft,,95-89,,
1:10.0,,,95-89,,Defensive rebound by T. Luwawu-Cabarrot
0:57.0,,,95-89,,N. Stauskas misses 2-pt shot from 11 ft
0:55.0,,,95-89,,Offensive rebound by R. Holmes
0:51.0,,,95-89,,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft
0:49.0,Defensive rebound by D. Howard,,95-89,,
0:28.0,T. Hardaway makes 2-pt shot from 2 ft,2,97-89,,
0:28.0,,,97-89,,Philadelphia full timeout
0:15.0,,,97-92,3,R. Holmes makes 3-pt shot from 26 ft (assist by N. Stauskas)
0:12.0,,,97-92,,Personal take foul by N. Stauskas (drawn by D. Schroder)
0:10.0,,,97-92,,Personal take foul by T. Luwawu-Cabarrot (drawn by T. Waller-Prince)
0:10.0,T. Waller-Prince makes free throw 1 of 2,1,98-92,,
0:10.0,T. Waller-Prince makes free throw 2 of 2,1,99-92,,
0:10.0,,,99-92,,Philadelphia full timeout
0:10.0,D. Bembry enters the game for D. Howard,,99-92,,
0:10.0,,,99-92,,J. Anderson enters the game for T. McConnell
0:08.0,,,99-92,,N. Stauskas misses 3-pt shot from 24 ft
0:07.0,Defensive rebound by D. Schroder,,99-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
