time,Golden State,pts.away,score,pts.home,San Antonio
5:55.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,115-97,,
5:39.0,,,115-97,,D. Green misses 2-pt shot from 7 ft (block by D. Green)
5:38.0,Defensive rebound by S. Curry,,115-97,,
5:36.0,Turnover by S. Curry (bad pass),,115-97,,
5:27.0,,,115-97,,P. Mills misses 2-pt shot from 24 ft
5:27.0,Defensive rebound by D. Green,,115-97,,
5:27.0,,,115-97,,Personal foul by D. Dedmon (drawn by D. Green)
5:27.0,,,115-97,,B. Forbes enters the game for D. Green
5:17.0,D. Green misses 2-pt shot from 1 ft,,115-97,,
5:16.0,,,115-97,,Defensive rebound by P. Gasol
5:11.0,,,115-97,,Shooting foul by S. Livingston (drawn by D. Dedmon)
5:11.0,,,115-97,,D. Dedmon misses free throw 1 of 2
5:11.0,,,115-97,,Offensive rebound by Team
5:11.0,,,115-98,1,D. Dedmon makes free throw 2 of 2
5:11.0,,,115-97,,D. Murray enters the game for P. Mills
5:02.0,Turnover by S. Curry (lost ball),,115-98,,
4:40.0,,,115-98,,D. Murray misses 2-pt shot from 11 ft
4:39.0,,,115-98,,Offensive rebound by D. Dedmon
4:36.0,,,115-98,,D. Dedmon misses 2-pt shot at rim
4:35.0,,,115-98,,Offensive rebound by D. Dedmon
4:29.0,,,115-98,,J. Simmons misses 3-pt shot from 26 ft
4:28.0,,,115-98,,Offensive rebound by D. Dedmon
4:25.0,,,115-100,2,D. Dedmon makes 2-pt shot from 1 ft
4:08.0,Turnover by K. Durant (bad pass),,115-100,,
4:08.0,P. McCaw enters the game for I. Clark,,115-100,,
3:54.0,,,115-100,,Turnover by B. Forbes (lost ball; steal by S. Curry)
3:44.0,S. Curry makes 3-pt shot from 26 ft,3,118-100,,
3:31.0,,,118-100,,Shooting foul by D. Green (drawn by D. Dedmon)
3:31.0,,,118-101,1,D. Dedmon makes free throw 1 of 2
3:31.0,,,118-101,,D. Dedmon misses free throw 2 of 2
3:31.0,I. Clark enters the game for S. Curry,,118-101,,
3:31.0,D. West enters the game for D. Green,,118-101,,
3:30.0,Defensive rebound by K. Durant,,118-101,,
3:07.0,I. Clark misses 3-pt shot from 24 ft,,118-101,,
3:06.0,,,118-101,,Defensive rebound by D. Murray
3:00.0,,,118-101,,Turnover by D. Murray (lost ball)
3:00.0,,,118-101,,D. Bertans enters the game for P. Gasol
3:00.0,M. Barnes enters the game for K. Durant,,118-101,,
2:48.0,Turnover by D. West (bad pass; steal by D. Bertans),,118-101,,
2:38.0,,,118-103,2,D. Dedmon makes 2-pt shot at rim (assist by J. Simmons)
2:15.0,S. Livingston misses 2-pt shot from 13 ft,,118-103,,
2:14.0,Offensive rebound by S. Livingston,,118-103,,
2:03.0,Turnover by S. Livingston (bad pass; steal by D. Dedmon),,118-103,,
2:01.0,,,118-103,,Shooting foul by D. West (drawn by D. Dedmon)
2:01.0,Official timeout,,118-103,,
2:01.0,,,118-103,,D. Dedmon misses free throw 1 of 2
2:01.0,,,118-103,,Offensive rebound by Team
2:01.0,,,118-104,1,D. Dedmon makes free throw 2 of 2
2:01.0,,,118-103,,K. Anderson enters the game for J. Simmons
2:01.0,J. McAdoo enters the game for D. West,,118-103,,
1:47.0,P. McCaw makes 2-pt shot from 10 ft,2,120-104,,
1:32.0,,,120-104,,D. Bertans misses 3-pt shot from 24 ft
1:31.0,Defensive rebound by S. Livingston,,120-104,,
1:19.0,P. McCaw misses 3-pt shot from 25 ft,,120-104,,
1:18.0,Offensive rebound by S. Livingston,,120-104,,
1:02.0,Turnover by S. Livingston (lost ball; steal by D. Murray),,120-104,,
0:54.0,,,120-106,2,K. Anderson makes 2-pt shot from 1 ft
0:46.0,Turnover by I. Clark (lost ball; steal by D. Murray),,120-106,,
0:42.0,,,120-108,2,D. Murray makes 2-pt shot from 1 ft
0:18.0,P. McCaw misses 2-pt shot from 1 ft,,120-108,,
0:17.0,,,120-108,,Defensive rebound by D. Dedmon
0:03.0,,,120-108,,Turnover by D. Dedmon (lost ball; steal by P. McCaw)
0:00.0,End of 4th quarter,,,,End of 4th quarter
