time,Denver,pts.away,score,pts.home,Minnesota
1:13.0,Offensive rebound by W. Chandler,,106-106,,
0:55.0,Turnover by G. Harris (traveling),,106-106,,
0:55.0,,,106-106,,Minnesota full timeout
0:55.0,D. Arthur enters the game for N. Jokic,,106-106,,
0:43.0,,,106-108,2,K. Towns makes 2-pt shot from 21 ft (assist by T. Jones)
0:43.0,Denver full timeout,,106-108,,
0:43.0,N. Jokic enters the game for D. Arthur,,106-108,,
0:31.0,N. Jokic misses 2-pt shot from 3 ft,,106-108,,
0:29.0,,,106-108,,Defensive rebound by K. Dunn
0:24.0,Personal take foul by J. Nelson (drawn by T. Jones),,106-108,,
0:24.0,,,106-108,,T. Jones misses free throw 1 of 2
0:24.0,,,106-108,,Offensive rebound by Team
0:24.0,,,106-109,1,T. Jones makes free throw 2 of 2
0:17.0,J. Nelson makes 2-pt shot from 1 ft,2,108-109,,
0:16.0,Personal take foul by W. Chandler (drawn by A. Wiggins),,108-109,,
0:16.0,,,108-109,,A. Wiggins misses free throw 1 of 2
0:16.0,,,108-109,,Offensive rebound by Team
0:16.0,,,108-110,1,A. Wiggins makes free throw 2 of 2
0:03.0,J. Nelson misses 2-pt shot from 17 ft,,108-110,,
0:01.0,,,108-110,,Defensive rebound by K. Dunn
0:01.0,Personal take foul by N. Jokic (drawn by K. Dunn),,108-110,,
0:01.0,,,108-110,,K. Dunn misses free throw 1 of 2
0:01.0,,,108-110,,Offensive rebound by Team
0:01.0,,,108-111,1,K. Dunn makes free throw 2 of 2
0:01.0,Denver full timeout,,108-111,,
0:01.0,K. Faried enters the game for D. Gallinari,,108-110,,
0:01.0,D. Gallinari enters the game for K. Faried,,108-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
