time,Miami,pts.away,score,pts.home,Toronto
6:05.0,,,78-82,,Defensive rebound by P. Patterson
5:57.0,,,78-82,,Turnover by K. Lowry (bad pass; steal by G. Dragic)
5:55.0,,,78-82,,Personal foul by K. Lowry (drawn by G. Dragic)
5:55.0,,,78-82,,Toronto full timeout
5:55.0,H. Whiteside enters the game for W. Reed,,78-82,,
5:48.0,,,78-82,,Personal foul by P. Tucker
5:45.0,,,78-82,,Personal foul by P. Tucker
5:33.0,H. Whiteside misses 2-pt shot from 7 ft,,78-82,,
5:32.0,Offensive rebound by J. Johnson,,78-82,,
5:31.0,J. Johnson makes 2-pt shot from 2 ft,2,80-82,,
5:08.0,,,80-82,,Turnover by K. Lowry (bad pass; steal by J. Richardson)
5:04.0,Turnover by G. Dragic (traveling),,80-82,,
4:52.0,,,80-82,,D. DeRozan misses 2-pt shot from 18 ft
4:51.0,Defensive rebound by J. Johnson,,80-82,,
4:43.0,H. Whiteside makes 2-pt shot at rim (assist by J. Richardson),2,82-82,,
4:21.0,,,82-85,3,S. Ibaka makes 3-pt shot from 26 ft (assist by D. DeRozan)
4:11.0,Miami full timeout,,82-85,,
4:11.0,,,82-85,,C. Joseph enters the game for P. Patterson
3:57.0,J. Richardson misses 2-pt shot from 11 ft,,82-85,,
3:56.0,Offensive rebound by H. Whiteside,,82-85,,
3:54.0,H. Whiteside makes 2-pt shot from 3 ft,2,84-85,,
3:32.0,,,84-85,,Shooting foul by H. Whiteside (drawn by D. DeRozan)
3:32.0,,,84-85,,D. DeRozan misses free throw 1 of 2
3:32.0,,,84-85,,Offensive rebound by Team
3:32.0,,,84-86,1,D. DeRozan makes free throw 2 of 2
3:19.0,W. Ellington misses 3-pt shot from 25 ft,,84-86,,
3:18.0,,,84-86,,Defensive rebound by P. Tucker
3:00.0,,,84-86,,D. DeRozan misses 2-pt shot from 19 ft
2:59.0,Defensive rebound by H. Whiteside,,84-86,,
2:38.0,H. Whiteside misses 2-pt shot from 8 ft,,84-86,,
2:37.0,,,84-86,,Defensive rebound by K. Lowry
2:31.0,,,84-88,2,K. Lowry makes 2-pt shot from 2 ft
2:12.0,Turnover by J. Johnson (bad pass; steal by P. Tucker),,84-88,,
1:52.0,,,84-90,2,D. DeRozan makes 2-pt shot from 2 ft
1:52.0,Miami full timeout,,84-90,,
1:52.0,T. Johnson enters the game for W. Ellington,,84-90,,
1:43.0,H. Whiteside misses 2-pt shot from 2 ft (block by D. DeRozan),,84-90,,
1:42.0,,,84-90,,Defensive rebound by K. Lowry
1:41.0,Personal foul by G. Dragic (drawn by D. DeRozan),,84-90,,
1:41.0,,,84-91,1,D. DeRozan makes free throw 1 of 2
1:41.0,,,84-92,1,D. DeRozan makes free throw 2 of 2
1:35.0,Shooting foul by S. Ibaka (drawn by G. Dragic),,84-92,,
1:35.0,G. Dragic misses free throw 1 of 2,,84-92,,
1:35.0,Offensive rebound by Team,,84-92,,
1:35.0,G. Dragic makes free throw 2 of 2,1,85-92,,
1:35.0,,,85-92,,Away from play foul by S. Ibaka (drawn by G. Dragic)
1:35.0,H. Whiteside makes free throw 1 of 1,1,86-92,,
1:35.0,,,85-92,,J. Valanciunas enters the game for S. Ibaka
1:12.0,,,86-92,,D. DeRozan misses 2-pt shot from 20 ft
1:11.0,,,86-92,,Offensive rebound by C. Joseph
1:11.0,,,86-92,,Turnover by Team (shot clock)
1:06.0,Turnover by J. Richardson (bad pass),,86-92,,
0:48.0,,,86-92,,Turnover by D. DeRozan (bad pass; steal by T. Johnson)
0:42.0,J. Johnson makes 2-pt shot from 1 ft (assist by T. Johnson),2,88-92,,
0:34.0,Personal foul by J. Johnson (drawn by K. Lowry),,88-92,,
0:34.0,,,88-92,,K. Lowry misses free throw 1 of 2
0:34.0,,,88-92,,Offensive rebound by Team
0:34.0,,,88-92,,K. Lowry misses free throw 2 of 2
0:33.0,,,88-92,,Offensive rebound by P. Tucker
0:25.0,,,88-94,2,D. DeRozan makes 2-pt shot from 1 ft
0:25.0,Miami full timeout,,88-94,,
0:25.0,W. Ellington enters the game for H. Whiteside,,88-94,,
0:25.0,,,88-94,,P. Patterson enters the game for J. Valanciunas
0:22.0,Turnover by G. Dragic (lost ball; steal by P. Tucker),,88-94,,
0:11.0,,,88-94,,K. Lowry misses 2-pt shot from 2 ft (block by T. Johnson)
0:10.0,Defensive rebound by J. Johnson,,88-94,,
0:05.0,W. Ellington makes 3-pt shot from 30 ft (assist by J. Richardson),3,91-94,,
0:05.0,Personal foul by G. Dragic (drawn by D. DeRozan),,91-94,,
0:05.0,,,91-95,1,D. DeRozan makes free throw 1 of 2
0:05.0,,,91-96,1,D. DeRozan makes free throw 2 of 2
0:05.0,Miami full timeout,,91-96,,
0:05.0,R. McGruder enters the game for G. Dragic,,91-95,,
0:05.0,H. Whiteside enters the game for W. Ellington,,91-95,,
0:05.0,G. Dragic enters the game for R. McGruder,,91-96,,
0:01.0,T. Johnson makes 3-pt shot from 28 ft (assist by J. Richardson),3,94-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
