time,Philadelphia,pts.away,score,pts.home,Charlotte
5:34.0,,,84-102,,Personal foul by M. Williams (drawn by N. Stauskas)
5:34.0,R. Holmes enters the game for D. Saric,,84-102,,
5:34.0,T. McConnell enters the game for S. Rodriguez,,84-102,,
5:34.0,,,84-102,,K. Walker enters the game for M. Belinelli
5:22.0,R. Holmes makes 2-pt shot at rim (assist by H. Thompson),2,86-102,,
4:55.0,,,86-102,,F. Kaminsky misses 3-pt shot from 26 ft
4:54.0,Defensive rebound by N. Stauskas,,86-102,,
4:45.0,Shooting foul by M. Williams (drawn by J. Okafor),,86-102,,
4:45.0,J. Okafor makes free throw 1 of 2,1,87-102,,
4:45.0,J. Okafor makes free throw 2 of 2,1,88-102,,
4:45.0,,,87-102,,C. Zeller enters the game for F. Kaminsky
4:45.0,,,87-102,,N. Batum enters the game for R. Sessions
4:24.0,,,88-104,2,C. Zeller makes 2-pt shot from 10 ft (assist by K. Walker)
4:02.0,T. McConnell misses 2-pt shot from 8 ft,,88-104,,
4:00.0,Offensive rebound by H. Thompson,,88-104,,
3:57.0,H. Thompson misses 2-pt shot from 1 ft,,88-104,,
3:56.0,,,88-104,,Defensive rebound by N. Batum
3:46.0,,,88-104,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft (block by R. Holmes)
3:45.0,Defensive rebound by N. Stauskas,,88-104,,
3:29.0,J. Okafor makes 2-pt shot from 1 ft,2,90-104,,
3:14.0,,,90-104,,K. Walker misses 2-pt shot from 18 ft
3:12.0,,,90-104,,Offensive rebound by M. Kidd-Gilchrist
3:03.0,,,90-104,,N. Batum misses 3-pt shot from 23 ft
3:03.0,Defensive rebound by Team,,90-104,,
3:03.0,,,90-104,,Loose ball foul by C. Zeller (drawn by T. McConnell)
3:03.0,T. Luwawu-Cabarrot enters the game for R. Holmes,,90-104,,
2:52.0,N. Stauskas misses 2-pt shot from 1 ft,,90-104,,
2:51.0,,,90-104,,Defensive rebound by M. Kidd-Gilchrist
2:46.0,,,90-104,,Turnover by M. Kidd-Gilchrist (lost ball)
2:46.0,,,90-104,,Loose ball foul by M. Kidd-Gilchrist (drawn by H. Thompson)
2:46.0,Official timeout,,90-104,,
2:33.0,Turnover by N. Stauskas (bad pass; steal by M. Kidd-Gilchrist),,90-104,,
2:17.0,,,90-104,,Turnover by N. Batum (bad pass; steal by J. Okafor)
2:05.0,H. Thompson misses 3-pt shot from 25 ft,,90-104,,
2:04.0,,,90-104,,Defensive rebound by M. Kidd-Gilchrist
1:55.0,,,90-106,2,K. Walker makes 2-pt shot from 10 ft
1:44.0,Shooting foul by C. Zeller (drawn by J. Okafor),,90-106,,
1:44.0,J. Okafor makes 2-pt shot from 1 ft,2,92-106,,
1:44.0,J. Okafor makes free throw 1 of 1,1,93-106,,
1:23.0,,,93-106,,N. Batum misses 2-pt shot from 19 ft
1:22.0,Defensive rebound by N. Stauskas,,93-106,,
1:12.0,H. Thompson misses 3-pt shot from 25 ft,,93-106,,
1:11.0,,,93-106,,Defensive rebound by M. Kidd-Gilchrist
0:54.0,,,93-109,3,K. Walker makes 3-pt shot from 25 ft
0:44.0,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft,,93-109,,
0:43.0,,,93-109,,Defensive rebound by C. Zeller
0:22.0,,,93-109,,K. Walker misses 3-pt shot from 30 ft
0:18.0,,,93-109,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
