time,Chicago,pts.away,score,pts.home,Indiana
4:14.0,C. Felicio misses 2-pt shot from 6 ft,,97-97,,
4:13.0,,,97-97,,Defensive rebound by A. Jefferson
4:07.0,,,97-97,,Shooting foul by J. Butler (drawn by P. George)
4:07.0,,,97-98,1,P. George makes free throw 1 of 3
4:07.0,,,97-99,1,P. George makes free throw 2 of 3
4:07.0,,,97-100,1,P. George makes free throw 3 of 3
4:07.0,,,97-99,,K. Seraphin enters the game for A. Jefferson
4:07.0,,,97-99,,G. Robinson enters the game for C. Miles
4:07.0,D. Wade enters the game for D. McDermott,,97-99,,
3:54.0,D. Wade makes 2-pt shot from 3 ft,2,99-100,,
3:33.0,,,99-100,,P. George misses 2-pt shot from 14 ft
3:32.0,Defensive rebound by C. Felicio,,99-100,,
3:09.0,J. Butler misses 2-pt shot from 20 ft,,99-100,,
3:08.0,,,99-100,,Defensive rebound by G. Robinson
2:52.0,,,99-102,2,P. George makes 2-pt shot from 3 ft (assist by J. Teague)
2:52.0,Chicago full timeout,,99-102,,
2:31.0,N. Mirotic misses 3-pt shot from 25 ft,,99-102,,
2:30.0,,,99-102,,Defensive rebound by G. Robinson
2:18.0,,,99-104,2,T. Young makes 2-pt shot from 3 ft (assist by J. Teague)
2:08.0,Offensive charge foul by J. Butler,,99-104,,
2:08.0,Turnover by J. Butler (offensive foul),,99-104,,
1:52.0,,,99-104,,Shooting foul by D. Wade (drawn by T. Young)
1:52.0,,,99-104,,T. Young misses free throw 1 of 2
1:52.0,,,99-104,,Offensive rebound by Team
1:52.0,,,99-105,1,T. Young makes free throw 2 of 2
1:52.0,,,99-104,,M. Turner enters the game for K. Seraphin
1:43.0,D. Wade makes 2-pt shot from 10 ft,2,101-105,,
1:21.0,,,101-105,,J. Teague misses 3-pt shot from 26 ft
1:19.0,,,101-105,,Offensive rebound by G. Robinson
1:18.0,,,101-105,,Turnover by G. Robinson (lost ball; steal by D. Wade)
1:07.0,D. Wade misses 2-pt shot from 13 ft,,101-105,,
1:07.0,,,101-105,,Defensive rebound by T. Young
1:07.0,Clear path foul by M. Carter-Williams,,101-105,,
1:07.0,,,101-106,1,T. Young makes clear path free throw 1 of 2
1:07.0,,,101-107,1,T. Young makes clear path free throw 2 of 2
1:07.0,D. McDermott enters the game for M. Carter-Williams,,101-105,,
1:07.0,M. Carter-Williams enters the game for D. McDermott,,101-107,,
0:51.0,,,101-109,2,P. George makes 2-pt shot from 16 ft
0:51.0,Chicago full timeout,,101-109,,
0:51.0,D. McDermott enters the game for M. Carter-Williams,,101-109,,
0:46.0,J. Butler misses 3-pt shot from 27 ft,,101-109,,
0:45.0,,,101-109,,Defensive rebound by G. Robinson
0:24.0,,,101-109,,Shooting foul by J. Butler (drawn by P. George)
0:24.0,,,101-110,1,P. George makes free throw 1 of 2
0:24.0,,,101-111,1,P. George makes free throw 2 of 2
0:24.0,Chicago full timeout,,101-111,,
0:16.0,N. Mirotic misses 3-pt shot from 26 ft,,101-111,,
0:15.0,,,101-111,,Defensive rebound by J. Teague
0:00.0,End of 4th quarter,,,,End of 4th quarter
