time,New York,pts.away,score,pts.home,Brooklyn
8:32.0,Defensive rebound by C. Anthony,,88-101,,
8:22.0,Shooting foul by S. Dinwiddie (drawn by K. Porzingis),,88-101,,
8:22.0,K. Porzingis makes free throw 1 of 2,1,89-101,,
8:22.0,K. Porzingis misses free throw 2 of 2,,89-101,,
8:22.0,,,89-101,,C. LeVert enters the game for S. Kilpatrick
8:21.0,Offensive rebound by C. Randle,,89-101,,
8:20.0,C. Randle makes 2-pt shot at rim,2,91-101,,
8:00.0,,,91-101,,S. Dinwiddie misses 2-pt shot from 3 ft (block by K. Porzingis)
7:59.0,Defensive rebound by K. Porzingis,,91-101,,
7:54.0,C. Lee makes 2-pt shot from 1 ft,2,93-101,,
7:38.0,,,93-101,,I. Whitehead misses 3-pt shot from 25 ft
7:37.0,Defensive rebound by L. Thomas,,93-101,,
7:25.0,C. Randle misses 3-pt shot from 25 ft,,93-101,,
7:23.0,,,93-101,,Defensive rebound by T. Booker
7:07.0,,,93-101,,Shooting foul by C. Randle (drawn by S. Dinwiddie)
7:07.0,,,93-101,,S. Dinwiddie misses free throw 1 of 2
7:07.0,,,93-101,,Offensive rebound by Team
7:07.0,,,93-102,1,S. Dinwiddie makes free throw 2 of 2
7:07.0,,,93-101,,B. Lopez enters the game for T. Booker
7:07.0,,,93-101,,J. Lin enters the game for I. Whitehead
7:07.0,,,93-101,,R. Hollis-Jefferson enters the game for Q. Acy
7:07.0,D. Rose enters the game for C. Lee,,93-101,,
6:43.0,C. Anthony makes 2-pt shot from 17 ft,2,95-102,,
6:29.0,,,95-102,,B. Lopez misses 3-pt shot from 26 ft
6:28.0,Defensive rebound by C. Anthony,,95-102,,
6:11.0,Turnover by C. Anthony (lost ball; steal by C. LeVert),,95-102,,
6:07.0,,,95-104,2,R. Hollis-Jefferson makes 2-pt shot at rim (assist by J. Lin)
6:05.0,New York full timeout,,95-104,,
5:44.0,Shooting foul by R. Hollis-Jefferson (drawn by C. Anthony),,95-104,,
5:44.0,C. Anthony makes free throw 1 of 3,1,96-104,,
5:44.0,C. Anthony makes free throw 2 of 3,1,97-104,,
5:44.0,C. Anthony makes free throw 3 of 3,1,98-104,,
5:44.0,C. Lee enters the game for C. Randle,,97-104,,
5:34.0,,,98-104,,B. Lopez misses 2-pt shot from 8 ft
5:33.0,,,98-104,,Offensive rebound by B. Lopez
5:31.0,,,98-106,2,B. Lopez makes 2-pt shot from 1 ft
5:09.0,C. Anthony makes 3-pt shot from 25 ft (assist by K. Porzingis),3,101-106,,
4:58.0,,,101-109,3,J. Lin makes 3-pt shot from 26 ft
4:37.0,C. Anthony makes 2-pt shot from 18 ft,2,103-109,,
4:22.0,,,103-112,3,C. LeVert makes 3-pt shot from 25 ft (assist by B. Lopez)
4:06.0,,,103-112,,Personal foul by R. Hollis-Jefferson (drawn by C. Anthony)
3:59.0,Turnover by K. Porzingis (bad pass; steal by J. Lin),,103-112,,
3:55.0,Shooting block foul by K. Porzingis (drawn by J. Lin),,103-112,,
3:55.0,,,103-113,1,J. Lin makes free throw 1 of 2
3:55.0,,,103-113,,J. Lin misses free throw 2 of 2
3:55.0,W. Hernangomez enters the game for K. Porzingis,,103-112,,
3:54.0,Defensive rebound by W. Hernangomez,,103-113,,
3:36.0,C. Anthony makes 2-pt shot from 18 ft,2,105-113,,
3:25.0,,,105-115,2,J. Lin makes 2-pt shot from 1 ft
3:25.0,,,105-115,,Shooting foul by W. Hernangomez (drawn by J. Lin)
3:25.0,,,105-116,1,J. Lin makes free throw 1 of 1
3:08.0,C. Anthony misses 2-pt shot from 22 ft,,105-116,,
3:07.0,,,105-116,,Defensive rebound by S. Dinwiddie
2:59.0,,,105-116,,Offensive foul by B. Lopez
2:59.0,,,105-116,,Turnover by B. Lopez (offensive foul)
2:59.0,Official timeout,,105-116,,
2:43.0,D. Rose misses 2-pt shot from 9 ft,,105-116,,
2:42.0,,,105-116,,Defensive rebound by B. Lopez
2:22.0,,,105-116,,J. Lin misses 2-pt shot from 2 ft (block by L. Thomas)
2:20.0,Defensive rebound by W. Hernangomez,,105-116,,
2:13.0,C. Lee makes 3-pt shot from 24 ft (assist by W. Hernangomez),3,108-116,,
2:06.0,,,108-116,,B. Lopez misses 3-pt shot from 25 ft
2:04.0,Defensive rebound by W. Hernangomez,,108-116,,
1:55.0,Turnover by C. Anthony (bad pass; steal by B. Lopez),,108-116,,
1:50.0,,,108-116,,Shooting foul by D. Rose (drawn by B. Lopez)
1:50.0,,,108-117,1,B. Lopez makes free throw 1 of 2
1:50.0,,,108-118,1,B. Lopez makes free throw 2 of 2
1:45.0,D. Rose makes 2-pt shot from 2 ft,2,110-118,,
1:45.0,Shooting foul by J. Lin (drawn by D. Rose),,110-118,,
1:45.0,D. Rose misses free throw 1 of 1,,110-118,,
1:44.0,,,110-118,,Defensive rebound by J. Lin
1:22.0,,,110-118,,J. Lin misses 2-pt shot from 2 ft
1:21.0,,,110-118,,Offensive rebound by R. Hollis-Jefferson
1:20.0,,,110-118,,Turnover by Team (shot clock)
1:09.0,D. Rose makes 2-pt shot from 7 ft,2,112-118,,
0:47.0,,,112-118,,S. Dinwiddie misses 2-pt shot from 14 ft
0:46.0,,,112-118,,Offensive rebound by S. Dinwiddie
0:28.0,,,112-120,2,J. Lin makes 2-pt shot from 11 ft
0:28.0,New York full timeout,,112-120,,
0:28.0,,,112-120,,T. Booker enters the game for B. Lopez
0:23.0,C. Anthony misses 2-pt shot from 24 ft,,112-120,,
0:22.0,,,112-120,,Defensive rebound by C. LeVert
0:00.0,End of 4th quarter,,,,End of 4th quarter
