time,Detroit,pts.away,score,pts.home,Milwaukee
2:58.0,Detroit full timeout,,91-88,,
2:58.0,,,91-88,,G. Antetokounmpo misses free throw 1 of 2
2:58.0,,,91-88,,Offensive rebound by Team
2:58.0,,,91-89,1,G. Antetokounmpo makes free throw 2 of 2
2:41.0,M. Morris misses 2-pt shot from 15 ft,,91-89,,
2:41.0,,,91-89,,Defensive rebound by Team
2:29.0,,,91-89,,T. Snell misses 3-pt shot from 25 ft
2:28.0,Defensive rebound by Team,,91-89,,
2:14.0,A. Baynes makes 2-pt shot from 1 ft (assist by I. Smith),2,93-89,,
1:58.0,,,93-91,2,G. Antetokounmpo makes 2-pt shot from 2 ft
1:30.0,I. Smith misses 3-pt shot from 24 ft,,93-91,,
1:29.0,,,93-91,,Defensive rebound by M. Dellavedova
1:27.0,,,93-91,,Shooting foul by K. Caldwell-Pope (drawn by G. Antetokounmpo)
1:27.0,,,93-92,1,G. Antetokounmpo makes free throw 1 of 2
1:27.0,,,93-93,1,G. Antetokounmpo makes free throw 2 of 2
1:15.0,I. Smith misses 2-pt shot from 16 ft,,93-93,,
1:14.0,Offensive rebound by T. Harris,,93-93,,
1:14.0,T. Harris makes 2-pt shot from 1 ft,2,95-93,,
0:52.0,,,95-93,,G. Antetokounmpo misses 2-pt shot from 5 ft (block by A. Baynes)
0:51.0,,,95-93,,Offensive rebound by T. Maker
0:51.0,,,95-95,2,T. Maker makes 2-pt shot from 1 ft
0:36.0,M. Morris misses 2-pt shot from 18 ft,,95-95,,
0:35.0,Offensive rebound by T. Harris,,95-95,,
0:12.0,M. Morris misses 2-pt shot from 12 ft,,95-95,,
0:12.0,,,95-95,,Defensive rebound by K. Middleton
0:12.0,,,95-95,,Milwaukee full timeout
0:12.0,S. Johnson enters the game for I. Smith,,95-95,,
0:12.0,,,95-95,,G. Monroe enters the game for T. Maker
0:03.0,,,95-95,,K. Middleton misses 2-pt shot from 14 ft
0:00.0,,,95-95,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:40.0,Shooting foul by T. Snell (drawn by A. Drummond),,95-95,,
4:40.0,A. Drummond misses free throw 1 of 2,,95-95,,
4:40.0,Offensive rebound by Team,,95-95,,
4:40.0,A. Drummond misses free throw 2 of 2,,95-95,,
4:38.0,,,95-95,,Defensive rebound by G. Antetokounmpo
4:28.0,Shooting block foul by T. Harris (drawn by G. Antetokounmpo),,95-95,,
4:28.0,,,95-96,1,G. Antetokounmpo makes free throw 1 of 2
4:28.0,,,95-97,1,G. Antetokounmpo makes free throw 2 of 2
4:21.0,,,95-97,,Personal foul by K. Middleton (drawn by T. Harris)
4:04.0,M. Morris misses 3-pt shot from 27 ft,,95-97,,
4:02.0,,,95-97,,Defensive rebound by T. Snell
3:58.0,,,95-99,2,T. Maker makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
3:58.0,Detroit full timeout,,95-99,,
3:46.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,95-99,,
3:44.0,Offensive rebound by A. Drummond,,95-99,,
3:40.0,Jump ball: G. Antetokounmpo vs. A. Drummond (I. Smith gains possession),,,,Jump ball: G. Antetokounmpo vs. A. Drummond (I. Smith gains possession)
3:32.0,I. Smith makes 2-pt shot from 15 ft,2,97-99,,
3:16.0,,,97-99,,G. Antetokounmpo misses 2-pt shot from 3 ft
3:15.0,Defensive rebound by A. Drummond,,97-99,,
3:05.0,I. Smith makes 2-pt shot from 1 ft,2,99-99,,
2:48.0,,,99-99,,T. Snell misses 3-pt shot from 26 ft
2:47.0,Defensive rebound by K. Caldwell-Pope,,99-99,,
2:38.0,I. Smith misses 2-pt shot from 4 ft,,99-99,,
2:37.0,,,99-99,,Defensive rebound by G. Antetokounmpo
2:25.0,,,99-99,,T. Maker misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by M. Morris,,99-99,,
2:08.0,Turnover by I. Smith (traveling),,99-99,,
1:58.0,,,99-102,3,T. Maker makes 3-pt shot from 23 ft (assist by M. Dellavedova)
1:44.0,Turnover by A. Drummond (bad pass),,99-102,,
1:44.0,A. Baynes enters the game for A. Drummond,,99-102,,
1:28.0,,,99-102,,T. Maker misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by I. Smith,,99-102,,
1:22.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by T. Harris),3,102-102,,
1:22.0,,,102-102,,Milwaukee full timeout
1:00.0,,,102-102,,M. Dellavedova misses 3-pt shot from 25 ft
1:00.0,,,102-102,,Offensive rebound by Team
0:43.0,,,102-102,,K. Middleton misses 3-pt shot from 25 ft
0:42.0,,,102-102,,Offensive rebound by K. Middleton
0:41.0,,,102-105,3,K. Middleton makes 3-pt shot from 25 ft
0:27.0,I. Smith misses 2-pt shot from 18 ft,,102-105,,
0:24.0,,,102-105,,Defensive rebound by K. Middleton
0:17.0,Personal foul by I. Smith (drawn by G. Antetokounmpo),,102-105,,
0:11.0,Personal take foul by M. Morris (drawn by G. Antetokounmpo),,102-105,,
0:11.0,,,102-106,1,G. Antetokounmpo makes free throw 1 of 2
0:11.0,,,102-106,,G. Antetokounmpo misses free throw 2 of 2
0:10.0,Defensive rebound by A. Baynes,,102-106,,
0:10.0,Detroit full timeout,,102-106,,
0:06.0,K. Caldwell-Pope misses 3-pt shot from 27 ft,,102-106,,
0:05.0,,,102-106,,Defensive rebound by G. Antetokounmpo
0:05.0,Personal take foul by I. Smith (drawn by G. Antetokounmpo),,102-106,,
0:05.0,,,102-107,1,G. Antetokounmpo makes free throw 1 of 2
0:05.0,,,102-108,1,G. Antetokounmpo makes free throw 2 of 2
0:00.0,I. Smith makes 3-pt shot from 29 ft,3,105-108,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
