time,Boston,pts.away,score,pts.home,Cleveland
0:36.0,Boston full timeout,,106-106,,
0:30.0,J. Jerebko makes 2-pt shot from 22 ft (assist by A. Bradley),2,108-106,,
0:30.0,,,108-106,,Cleveland full timeout
0:30.0,,,108-106,,D. Williams enters the game for T. Thompson
0:30.0,J. Brown enters the game for J. Jerebko,,108-106,,
0:11.0,,,108-108,2,K. Irving makes 2-pt shot from 1 ft (assist by D. Williams)
0:11.0,Boston full timeout,,108-108,,
0:11.0,J. Jerebko enters the game for J. Brown,,108-108,,
0:11.0,,,108-108,,I. Shumpert enters the game for K. Love
0:11.0,,,108-108,,T. Thompson enters the game for D. Williams
0:00.0,A. Bradley makes 3-pt shot from 26 ft (assist by M. Smart),3,111-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
