time,San Antonio,pts.away,score,pts.home,Houston
1:49.0,D. Murray misses 2-pt shot from 15 ft,,98-123,,
1:48.0,,,98-123,,Defensive rebound by S. Dekker
1:36.0,,,98-123,,B. Brown misses 3-pt shot from 25 ft
1:35.0,,,98-123,,Offensive rebound by S. Dekker
1:25.0,,,98-123,,T. Williams misses 3-pt shot from 24 ft
1:24.0,Defensive rebound by D. Dedmon,,98-123,,
1:19.0,D. Bertans makes 2-pt shot from 2 ft (assist by K. Anderson),2,100-123,,
1:00.0,,,100-125,2,B. Brown makes 2-pt shot from 4 ft
0:51.0,K. Anderson misses 2-pt shot from 2 ft (block by S. Dekker),,100-125,,
0:49.0,,,100-125,,Defensive rebound by I. Taylor
0:45.0,,,100-125,,T. Williams misses 2-pt shot from 1 ft
0:44.0,Defensive rebound by B. Forbes,,100-125,,
0:41.0,K. Anderson makes 2-pt shot at rim (assist by B. Forbes),2,102-125,,
0:18.0,,,102-125,,T. Williams misses 2-pt shot at rim
0:17.0,Defensive rebound by D. Dedmon,,102-125,,
0:12.0,D. Dedmon makes 2-pt shot from 2 ft (assist by D. Murray),2,104-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
