time,Cleveland,pts.away,score,pts.home,Orlando
4:25.0,L. James misses free throw 2 of 2,,106-97,,
4:24.0,,,106-97,,Defensive rebound by N. Vucevic
4:14.0,Personal foul by C. Frye (drawn by N. Vucevic),,106-97,,
4:14.0,,,106-98,1,N. Vucevic makes free throw 1 of 2
4:14.0,,,106-98,,N. Vucevic misses free throw 2 of 2
4:13.0,Defensive rebound by L. James,,106-98,,
4:02.0,C. Frye misses 3-pt shot from 24 ft,,106-98,,
4:01.0,,,106-98,,Defensive rebound by T. Ross
3:55.0,,,106-98,,E. Payton misses 2-pt shot at rim
3:53.0,,,106-98,,Offensive rebound by N. Vucevic
3:53.0,,,106-98,,N. Vucevic misses 2-pt shot from 1 ft
3:51.0,Defensive rebound by L. James,,106-98,,
3:50.0,,,106-98,,Personal foul by E. Payton (drawn by L. James)
3:50.0,Cleveland full timeout,,106-98,,
3:50.0,,,106-98,,J. Green enters the game for N. Vucevic
3:50.0,R. Jefferson enters the game for C. Frye,,106-98,,
3:40.0,L. James makes 2-pt shot from 3 ft (assist by D. Williams),2,108-98,,
3:23.0,,,108-98,,E. Fournier misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by L. James,,108-98,,
3:15.0,K. Irving misses 3-pt shot from 26 ft,,108-98,,
3:13.0,,,108-98,,Defensive rebound by E. Fournier
3:02.0,,,108-100,2,A. Gordon makes 2-pt shot at rim (assist by E. Payton)
2:41.0,R. Jefferson misses 3-pt shot from 26 ft,,108-100,,
2:38.0,,,108-100,,Defensive rebound by E. Payton
2:35.0,,,108-100,,Shooting foul by D. Williams (drawn by A. Gordon)
2:35.0,,,108-101,1,A. Gordon makes free throw 1 of 2
2:35.0,,,108-102,1,A. Gordon makes free throw 2 of 2
2:19.0,L. James makes 3-pt shot from 26 ft (assist by K. Irving),3,111-102,,
2:11.0,,,111-102,,Turnover by E. Payton (lost ball; steal by R. Jefferson)
2:00.0,I. Shumpert makes 3-pt shot from 24 ft (assist by L. James),3,114-102,,
2:00.0,,,114-102,,Orlando full timeout
1:45.0,,,114-102,,E. Fournier misses 2-pt shot from 2 ft
1:45.0,,,114-102,,Offensive rebound by E. Payton
1:45.0,,,114-102,,E. Payton misses 2-pt shot from 1 ft
1:41.0,Defensive rebound by L. James,,114-102,,
1:35.0,K. Irving makes 2-pt shot from 2 ft,2,116-102,,
1:32.0,,,116-102,,Turnover by E. Payton (bad pass)
1:32.0,Cleveland full timeout,,116-102,,
1:32.0,D. Williams enters the game for L. James,,116-102,,
1:32.0,D. Liggins enters the game for I. Shumpert,,116-102,,
1:32.0,J. Jones enters the game for K. Irving,,116-102,,
1:32.0,,,116-102,,M. Hezonja enters the game for T. Ross
1:32.0,,,116-102,,S. Zimmerman enters the game for A. Gordon
1:32.0,,,116-102,,C. Watson enters the game for E. Fournier
1:32.0,,,116-102,,D. Rudez enters the game for E. Payton
1:32.0,,,116-102,,C. Wilcox enters the game for J. Green
1:09.0,D. Williams misses 2-pt shot from 18 ft,,116-102,,
1:06.0,,,116-102,,Defensive rebound by C. Watson
0:57.0,,,116-102,,D. Rudez misses 3-pt shot from 26 ft
0:55.0,,,116-102,,Offensive rebound by S. Zimmerman
0:48.0,,,116-104,2,M. Hezonja makes 2-pt shot from 6 ft (assist by C. Wilcox)
0:26.0,D. Williams misses 3-pt shot from 23 ft,,116-104,,
0:25.0,,,116-104,,Defensive rebound by M. Hezonja
0:15.0,,,116-104,,C. Watson misses 3-pt shot from 23 ft
0:13.0,Defensive rebound by D. Liggins,,116-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
