time,Toronto,pts.away,score,pts.home,Philadelphia
5:15.0,Offensive rebound by Team,,109-92,,
5:15.0,C. Joseph makes free throw 2 of 2,1,110-92,,
5:15.0,,,109-92,,T. Luwawu-Cabarrot enters the game for G. Henderson
5:15.0,,,109-92,,D. Saric enters the game for E. Ilyasova
4:50.0,,,110-92,,R. Covington misses 2-pt shot from 2 ft
4:48.0,,,110-92,,Offensive rebound by R. Covington
4:48.0,,,110-94,2,R. Covington makes 2-pt shot at rim
4:35.0,C. Joseph misses 2-pt shot from 17 ft,,110-94,,
4:34.0,Offensive rebound by C. Joseph,,110-94,,
4:29.0,K. Lowry misses 3-pt shot from 25 ft,,110-94,,
4:28.0,,,110-94,,Defensive rebound by D. Saric
4:22.0,,,110-96,2,S. Rodriguez makes 2-pt shot from 3 ft
4:02.0,P. Siakam misses 2-pt shot from 8 ft,,110-96,,
4:00.0,,,110-96,,Defensive rebound by R. Covington
3:52.0,Personal foul by P. Siakam (drawn by J. Okafor),,110-96,,
3:52.0,,,110-97,1,J. Okafor makes free throw 1 of 2
3:52.0,,,110-98,1,J. Okafor makes free throw 2 of 2
3:37.0,K. Lowry misses 3-pt shot from 27 ft,,110-98,,
3:35.0,,,110-98,,Defensive rebound by D. Saric
3:29.0,,,110-101,3,S. Rodriguez makes 3-pt shot from 26 ft
3:05.0,K. Lowry misses 2-pt shot from 17 ft,,110-101,,
3:04.0,Offensive rebound by P. Siakam,,110-101,,
3:03.0,Jump ball: R. Covington vs. P. Siakam (K. Lowry gains possession),,,,Jump ball: R. Covington vs. P. Siakam (K. Lowry gains possession)
2:58.0,K. Lowry misses 3-pt shot from 25 ft,,110-101,,
2:56.0,,,110-101,,Defensive rebound by D. Saric
2:50.0,,,110-101,,R. Covington misses 2-pt shot from 1 ft
2:49.0,Defensive rebound by J. Valanciunas,,110-101,,
2:41.0,N. Powell misses 2-pt shot from 1 ft,,110-101,,
2:39.0,Offensive rebound by K. Lowry,,110-101,,
2:39.0,Toronto full timeout,,110-101,,
2:39.0,P. Patterson enters the game for P. Siakam,,110-101,,
2:34.0,K. Lowry makes 3-pt shot from 25 ft (assist by P. Patterson),3,113-101,,
2:18.0,,,113-101,,D. Saric misses 3-pt shot from 28 ft
2:16.0,Defensive rebound by K. Lowry,,113-101,,
2:02.0,C. Joseph makes 2-pt shot from 1 ft,2,115-101,,
2:00.0,,,115-101,,Philadelphia full timeout
1:54.0,,,115-103,2,R. Covington makes 2-pt shot from 1 ft (assist by S. Rodriguez)
1:35.0,Turnover by J. Valanciunas (dbl dribble),,115-103,,
1:23.0,,,115-105,2,S. Rodriguez makes 2-pt shot from 16 ft (assist by T. Luwawu-Cabarrot)
1:23.0,Toronto full timeout,,115-105,,
1:23.0,,,115-105,,R. Holmes enters the game for J. Okafor
1:23.0,Turnover by Team (5 sec inbounds),,115-105,,
1:17.0,,,115-105,,S. Rodriguez misses 3-pt shot from 26 ft
1:15.0,,,115-105,,Offensive rebound by R. Covington
1:15.0,,,115-107,2,R. Covington makes 2-pt shot from 4 ft
0:58.0,P. Patterson misses 3-pt shot from 25 ft,,115-107,,
0:57.0,,,115-107,,Defensive rebound by R. Covington
0:45.0,,,115-109,2,S. Rodriguez makes 2-pt shot from 1 ft (assist by R. Holmes)
0:45.0,Toronto full timeout,,115-109,,
0:42.0,,,115-109,,Personal foul by S. Rodriguez (drawn by C. Joseph)
0:41.0,,,115-109,,Personal foul by T. Luwawu-Cabarrot (drawn by J. Valanciunas)
0:41.0,J. Valanciunas makes free throw 1 of 2,1,116-109,,
0:41.0,J. Valanciunas makes free throw 2 of 2,1,117-109,,
0:41.0,,,117-109,,Philadelphia full timeout
0:41.0,T. Ross enters the game for J. Valanciunas,,117-109,,
0:41.0,,,117-109,,E. Ilyasova enters the game for R. Holmes
0:31.0,,,117-112,3,R. Covington makes 3-pt shot from 26 ft (assist by S. Rodriguez)
0:28.0,,,117-112,,Personal foul by T. Luwawu-Cabarrot (drawn by T. Ross)
0:28.0,T. Ross makes free throw 1 of 2,1,118-112,,
0:28.0,T. Ross makes free throw 2 of 2,1,119-112,,
0:28.0,,,119-112,,Philadelphia full timeout
0:20.0,,,119-114,2,E. Ilyasova makes 2-pt shot from 3 ft (assist by S. Rodriguez)
0:20.0,,,119-114,,Personal foul by D. Saric (drawn by T. Ross)
0:20.0,T. Ross makes free throw 1 of 2,1,120-114,,
0:20.0,T. Ross makes free throw 2 of 2,1,121-114,,
0:11.0,,,121-114,,S. Rodriguez misses 2-pt shot from 8 ft
0:09.0,Defensive rebound by K. Lowry,,121-114,,
0:07.0,,,121-114,,Personal foul by R. Covington (drawn by K. Lowry)
0:07.0,K. Lowry makes free throw 1 of 2,1,122-114,,
0:07.0,K. Lowry makes free throw 2 of 2,1,123-114,,
0:02.0,,,123-114,,S. Rodriguez misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by C. Joseph,,123-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
