time,Houston,pts.away,score,pts.home,Oklahoma City
2:03.0,J. Harden misses 3-pt shot from 25 ft,,103-108,,
2:02.0,Offensive rebound by L. Williams,,103-108,,
1:58.0,J. Harden makes 2-pt shot at rim (assist by L. Williams),2,105-108,,
1:43.0,,,105-110,2,R. Westbrook makes 2-pt shot from 17 ft
1:43.0,Houston full timeout,,105-110,,
1:43.0,P. Beverley enters the game for R. Anderson,,105-110,,
1:43.0,N. Hilario enters the game for L. Williams,,105-110,,
1:31.0,Shooting foul by V. Oladipo (drawn by J. Harden),,105-110,,
1:31.0,J. Harden makes free throw 1 of 3,1,106-110,,
1:31.0,J. Harden makes free throw 2 of 3,1,107-110,,
1:31.0,J. Harden makes free throw 3 of 3,1,108-110,,
1:14.0,Personal foul by E. Gordon (drawn by T. Gibson),,108-110,,
1:06.0,Shooting block foul by N. Hilario (drawn by R. Westbrook),,108-110,,
1:06.0,,,108-111,1,R. Westbrook makes free throw 1 of 2
1:06.0,,,108-111,,R. Westbrook misses free throw 2 of 2
1:06.0,,,108-111,,S. Adams enters the game for T. Gibson
1:05.0,Defensive rebound by T. Ariza,,108-111,,
0:53.0,J. Harden makes 3-pt shot from 25 ft,3,111-111,,
0:36.0,,,111-111,,R. Westbrook misses 3-pt shot from 24 ft
0:35.0,,,111-111,,Offensive rebound by S. Adams
0:35.0,,,111-113,2,S. Adams makes 2-pt shot from 1 ft
0:19.0,Houston full timeout,,111-113,,
0:15.0,J. Harden misses 3-pt shot from 29 ft,,111-113,,
0:14.0,,,111-113,,Defensive rebound by R. Westbrook
0:10.0,Personal take foul by P. Beverley (drawn by R. Westbrook),,111-113,,
0:10.0,,,111-113,,R. Westbrook misses free throw 1 of 2
0:10.0,,,111-113,,Offensive rebound by Team
0:10.0,,,111-114,1,R. Westbrook makes free throw 2 of 2
0:10.0,L. Williams enters the game for P. Beverley,,111-113,,
0:09.0,,,111-114,,Personal take foul by R. Westbrook (drawn by J. Harden)
0:09.0,J. Harden makes free throw 1 of 2,1,112-114,,
0:09.0,J. Harden makes free throw 2 of 2,1,113-114,,
0:09.0,,,113-114,,Oklahoma City full timeout
0:09.0,,,113-114,,D. McDermott enters the game for A. Roberson
0:09.0,,,113-114,,A. Abrines enters the game for S. Adams
0:08.0,Personal take foul by E. Gordon (drawn by R. Westbrook),,113-114,,
0:08.0,,,113-115,1,R. Westbrook makes free throw 1 of 2
0:08.0,,,113-115,,R. Westbrook misses free throw 2 of 2
0:08.0,Defensive rebound by T. Ariza,,113-115,,
0:08.0,,,113-115,,S. Adams enters the game for D. McDermott
0:08.0,,,113-115,,A. Roberson enters the game for A. Abrines
0:01.0,J. Harden misses 3-pt shot from 25 ft,,113-115,,
0:00.0,Offensive rebound by Team,,113-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
