time,Philadelphia,pts.away,score,pts.home,Cleveland
1:55.0,,,100-119,,K. Felder misses 2-pt shot from 18 ft
1:55.0,Defensive rebound by T. Splitter,,100-119,,
1:44.0,T. Splitter misses 2-pt shot from 3 ft (block by I. Shumpert),,100-119,,
1:44.0,Offensive rebound by Team,,100-119,,
1:44.0,,,100-119,,Away from play foul by I. Shumpert (drawn by T. Splitter)
1:44.0,T. Splitter makes free throw 1 of 1,1,101-119,,
1:35.0,N. Stauskas misses 3-pt shot from 26 ft (block by K. Felder),,101-119,,
1:34.0,,,101-119,,Defensive rebound by Team
1:12.0,,,101-119,,K. Felder misses 2-pt shot from 1 ft
1:11.0,Defensive rebound by S. Long,,101-119,,
1:03.0,Turnover by S. Long (bad pass),,101-119,,
0:48.0,,,101-122,3,D. Williams makes 3-pt shot from 25 ft (assist by K. Felder)
0:39.0,,,101-122,,Personal foul by I. Shumpert (drawn by T. Splitter)
0:39.0,T. Splitter makes free throw 1 of 2,1,102-122,,
0:39.0,T. Splitter misses free throw 2 of 2,,102-122,,
0:37.0,,,102-122,,Defensive rebound by D. Liggins
0:33.0,,,102-122,,Shooting foul by N. Stauskas (drawn by D. Liggins)
0:33.0,,,102-122,,D. Liggins misses free throw 1 of 2
0:33.0,,,102-122,,Offensive rebound by Team
0:33.0,,,102-122,,D. Liggins misses free throw 2 of 2
0:33.0,Defensive rebound by J. Anderson,,102-122,,
0:21.0,T. Splitter makes 3-pt shot from 26 ft (assist by N. Stauskas),3,105-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
