time,Milwaukee,pts.away,score,pts.home,Boston
3:37.0,,,90-104,2,K. Olynyk makes 2-pt shot at rim (assist by M. Smart)
3:20.0,Turnover by M. Beasley (bad pass; steal by M. Smart),,90-104,,
3:16.0,,,90-106,2,J. Brown makes 2-pt shot from 1 ft (assist by M. Smart)
3:16.0,,,90-106,,Shooting foul by M. Teletovic (drawn by J. Brown)
3:16.0,,,90-106,,Technical foul by Team
3:16.0,R. Vaughn misses technical free throw,,90-106,,
3:16.0,,,90-106,,Offensive rebound by Team
3:16.0,,,90-106,,J. Brown misses free throw 1 of 1
3:16.0,Defensive rebound by M. Teletovic,,90-106,,
3:16.0,,,90-106,,T. Rozier enters the game for M. Smart
3:16.0,,,90-106,,J. Young enters the game for A. Bradley
3:00.0,Turnover by R. Vaughn (bad pass; steal by J. Brown),,90-106,,
2:56.0,,,90-108,2,G. Green makes 2-pt shot at rim (assist by J. Brown)
2:49.0,G. Payton misses 3-pt shot from 25 ft,,90-108,,
2:48.0,,,90-108,,Defensive rebound by T. Rozier
2:31.0,,,90-111,3,G. Green makes 3-pt shot from 23 ft (assist by T. Rozier)
2:18.0,Turnover by G. Payton (lost ball; steal by T. Rozier),,90-111,,
2:16.0,Personal foul by M. Beasley (drawn by T. Rozier),,90-111,,
2:16.0,,,90-111,,Boston full timeout
2:05.0,,,90-111,,Shooting foul by R. Vaughn (drawn by J. Young)
2:05.0,,,90-112,1,J. Young makes free throw 1 of 2
2:05.0,,,90-112,,J. Young misses free throw 2 of 2
2:05.0,Defensive rebound by M. Beasley,,90-112,,
1:53.0,M. Beasley makes 2-pt shot from 1 ft (assist by S. Hawes),2,92-112,,
1:42.0,,,92-112,,J. Young misses 3-pt shot from 25 ft
1:41.0,Defensive rebound by S. Hawes,,92-112,,
1:24.0,R. Vaughn makes 2-pt shot from 2 ft (assist by S. Hawes),2,94-112,,
1:10.0,,,94-112,,G. Green misses 2-pt shot from 4 ft
1:09.0,Defensive rebound by S. Hawes,,94-112,,
0:55.0,S. Hawes misses 3-pt shot from 26 ft,,94-112,,
0:54.0,,,94-112,,Defensive rebound by K. Olynyk
0:34.0,,,94-112,,K. Olynyk misses 2-pt shot from 20 ft
0:33.0,Defensive rebound by G. Payton,,94-112,,
0:15.0,R. Vaughn misses 2-pt shot from 21 ft,,94-112,,
0:14.0,,,94-112,,Defensive rebound by J. Brown
0:00.0,End of 4th quarter,,,,End of 4th quarter
