time,Sacramento,pts.away,score,pts.home,Memphis
7:51.0,,,83-74,,T. Daniels misses 3-pt shot from 26 ft
7:51.0,Defensive rebound by M. Barnes,,83-74,,
7:35.0,Turnover by G. Temple (lost ball; steal by V. Carter),,83-74,,
7:27.0,Personal foul by G. Temple (drawn by V. Carter),,83-74,,
7:27.0,,,83-74,,V. Carter misses free throw 1 of 2
7:27.0,,,83-74,,Offensive rebound by Team
7:27.0,,,83-74,,V. Carter misses free throw 2 of 2
7:27.0,D. Collison enters the game for T. Lawson,,83-74,,
7:27.0,B. McLemore enters the game for M. Barnes,,83-74,,
7:26.0,Defensive rebound by K. Koufos,,83-74,,
7:14.0,,,83-74,,Personal foul by V. Carter (drawn by B. McLemore)
7:14.0,A. Tolliver enters the game for K. Koufos,,83-74,,
7:04.0,D. Cousins makes 2-pt shot from 1 ft (assist by A. Tolliver),2,85-74,,
6:52.0,,,85-74,,M. Gasol misses 2-pt shot from 6 ft
6:49.0,Defensive rebound by D. Cousins,,85-74,,
6:31.0,Turnover by D. Cousins (palming),,85-74,,
6:31.0,,,85-74,,M. Conley enters the game for V. Carter
6:15.0,,,85-76,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Gasol)
6:02.0,,,85-76,,Personal foul by Z. Randolph (drawn by D. Cousins)
6:02.0,Personal foul by D. Cousins,,85-76,,
5:48.0,D. Collison misses 2-pt shot from 14 ft,,85-76,,
5:47.0,Offensive rebound by A. Tolliver,,85-76,,
5:47.0,Sacramento full timeout,,85-76,,
5:47.0,,,85-76,,J. Green enters the game for Z. Randolph
5:47.0,,,85-76,,J. Martin enters the game for T. Daniels
5:47.0,K. Koufos enters the game for D. Cousins,,85-76,,
5:37.0,A. Tolliver misses 3-pt shot from 27 ft,,85-76,,
5:36.0,,,85-76,,Defensive rebound by M. Gasol
5:19.0,,,85-76,,M. Gasol misses 2-pt shot from 21 ft
5:19.0,,,85-76,,Offensive rebound by Team
5:19.0,Loose ball foul by B. McLemore (drawn by T. Allen),,85-76,,
5:19.0,,,85-77,1,T. Allen makes free throw 1 of 2
5:19.0,,,85-78,1,T. Allen makes free throw 2 of 2
5:19.0,,,85-77,,Z. Randolph enters the game for J. Green
4:59.0,Shooting foul by J. Martin (drawn by K. Koufos),,85-78,,
4:59.0,K. Koufos makes free throw 1 of 2,1,86-78,,
4:59.0,K. Koufos makes free throw 2 of 2,1,87-78,,
4:59.0,,,86-78,,T. Daniels enters the game for J. Martin
4:59.0,M. Barnes enters the game for B. McLemore,,86-78,,
4:48.0,,,87-80,2,M. Conley makes 2-pt shot from 5 ft (assist by M. Gasol)
4:23.0,K. Koufos makes 2-pt shot from 8 ft (assist by D. Collison),2,89-80,,
4:11.0,,,89-80,,T. Allen misses 2-pt shot from 3 ft (block by A. Tolliver)
4:08.0,Defensive rebound by M. Barnes,,89-80,,
4:00.0,,,89-80,,Personal foul by T. Allen (drawn by D. Collison)
4:00.0,D. Collison makes free throw 1 of 2,1,90-80,,
4:00.0,D. Collison makes free throw 2 of 2,1,91-80,,
3:57.0,,,91-80,,Memphis full timeout
3:44.0,,,91-82,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Gasol)
3:31.0,Offensive foul by K. Koufos,,91-82,,
3:31.0,Turnover by K. Koufos (offensive foul),,91-82,,
3:17.0,,,91-84,2,T. Allen makes 2-pt shot from 1 ft
2:53.0,D. Collison misses 2-pt shot from 11 ft,,91-84,,
2:52.0,Offensive rebound by K. Koufos,,91-84,,
2:50.0,Sacramento full timeout,,91-84,,
2:50.0,D. Cousins enters the game for K. Koufos,,91-84,,
2:30.0,G. Temple misses 3-pt shot from 25 ft,,91-84,,
2:29.0,,,91-84,,Defensive rebound by Z. Randolph
2:14.0,,,91-87,3,T. Daniels makes 3-pt shot from 26 ft (assist by M. Conley)
1:46.0,M. Barnes makes 2-pt shot at rim (assist by G. Temple),2,93-87,,
1:31.0,,,93-87,,M. Conley misses 3-pt shot from 25 ft
1:31.0,Defensive rebound by Team,,93-87,,
1:31.0,,,93-87,,Personal foul by Z. Randolph (drawn by A. Tolliver)
1:31.0,A. Tolliver makes free throw 1 of 2,1,94-87,,
1:31.0,,,94-87,,Violation by M. Gasol (lane)
1:31.0,A. Tolliver makes free throw 2 of 2,1,95-87,,
1:31.0,,,95-87,,Memphis full timeout
1:31.0,T. Lawson enters the game for M. Barnes,,94-87,,
1:27.0,Personal foul by D. Cousins (drawn by M. Gasol),,95-87,,
1:27.0,,,95-88,1,M. Gasol makes free throw 1 of 2
1:27.0,,,95-89,1,M. Gasol makes free throw 2 of 2
1:27.0,K. Koufos enters the game for D. Cousins,,95-87,,
1:02.0,D. Collison misses 2-pt shot from 21 ft,,95-89,,
1:00.0,,,95-89,,Defensive rebound by M. Conley
0:55.0,,,95-92,3,T. Daniels makes 3-pt shot from 26 ft (assist by M. Conley)
0:32.0,G. Temple misses 2-pt shot from 2 ft,,95-92,,
0:31.0,Offensive rebound by G. Temple,,95-92,,
0:31.0,M. Barnes enters the game for K. Koufos,,95-92,,
0:10.0,M. Barnes misses 3-pt shot from 25 ft,,95-92,,
0:09.0,,,95-92,,Defensive rebound by Z. Randolph
0:08.0,,,95-92,,Memphis full timeout
0:04.0,,,95-92,,M. Conley misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by T. Lawson,,95-92,,
0:02.0,,,95-92,,Personal foul by M. Gasol (drawn by T. Lawson)
0:02.0,T. Lawson misses free throw 1 of 2,,95-92,,
0:02.0,Offensive rebound by Team,,95-92,,
0:02.0,T. Lawson makes free throw 2 of 2,1,96-92,,
0:02.0,,,96-92,,Memphis full timeout
0:01.0,,,96-92,,M. Gasol misses 3-pt shot from 27 ft
0:00.0,,,96-92,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
