time,Charlotte,pts.away,score,pts.home,New York
2:46.0,,,99-99,,Personal foul by B. Jennings (drawn by K. Walker)
2:33.0,M. Williams misses 3-pt shot from 26 ft,,99-99,,
2:33.0,,,99-99,,Defensive rebound by K. O'Quinn
2:15.0,,,99-99,,K. O'Quinn misses 2-pt shot from 8 ft
2:14.0,Defensive rebound by M. Williams,,99-99,,
2:01.0,K. Walker makes 2-pt shot from 2 ft,2,101-99,,
1:43.0,,,101-99,,C. Anthony misses 2-pt shot from 10 ft
1:42.0,,,101-99,,Offensive rebound by K. O'Quinn
1:38.0,,,101-102,3,C. Lee makes 3-pt shot from 26 ft (assist by K. O'Quinn)
1:25.0,Turnover by K. Walker (bad pass; steal by C. Lee),,101-102,,
1:19.0,,,101-105,3,B. Jennings makes 3-pt shot from 24 ft (assist by C. Lee)
1:19.0,Charlotte full timeout,,101-105,,
1:04.0,Offensive foul by N. Batum,,101-105,,
1:04.0,Turnover by N. Batum (offensive foul),,101-105,,
0:50.0,,,101-107,2,K. Porzingis makes 2-pt shot from 11 ft (assist by K. O'Quinn)
0:44.0,Shooting foul by K. Porzingis (drawn by K. Walker),,101-107,,
0:44.0,K. Walker makes free throw 1 of 2,1,102-107,,
0:44.0,K. Walker misses free throw 2 of 2,,102-107,,
0:44.0,,,101-107,,J. Holiday enters the game for K. Porzingis
0:43.0,Offensive rebound by Team,,102-107,,
0:39.0,N. Batum misses 3-pt shot from 24 ft,,102-107,,
0:37.0,Offensive rebound by S. Hawes,,102-107,,
0:35.0,N. Batum makes 3-pt shot from 26 ft,3,105-107,,
0:13.0,,,105-109,2,C. Anthony makes 2-pt shot from 9 ft
0:13.0,Away from play foul by M. Williams (drawn by K. O'Quinn),,105-109,,
0:13.0,,,105-110,1,K. O'Quinn makes free throw 1 of 1
0:13.0,Charlotte full timeout,,105-110,,
0:13.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,105-110,,
0:10.0,M. Williams misses 3-pt shot from 26 ft,,105-110,,
0:09.0,Offensive rebound by K. Walker,,105-110,,
0:04.0,K. Walker misses 3-pt shot from 25 ft (block by K. O'Quinn),,105-110,,
0:03.0,Offensive rebound by K. Walker,,105-110,,
0:01.0,K. Walker makes 2-pt shot from 2 ft,2,107-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
