time,Toronto,pts.away,score,pts.home,Brooklyn
4:53.0,,,109-96,,Shooting foul by J. Poeltl (drawn by B. Lopez)
4:53.0,,,109-97,1,B. Lopez makes free throw 1 of 1
4:34.0,D. DeRozan makes 2-pt shot from 7 ft,2,111-97,,
4:07.0,,,111-97,,Shooting foul by F. VanVleet (drawn by S. Dinwiddie)
4:07.0,,,111-97,,S. Dinwiddie misses free throw 1 of 2
4:07.0,,,111-97,,Offensive rebound by Team
4:07.0,,,111-98,1,S. Dinwiddie makes free throw 2 of 2
3:57.0,Turnover by T. Ross (lost ball; steal by C. LeVert),,111-98,,
3:54.0,Violation by T. Ross (def goaltending),,111-98,,
3:54.0,,,111-100,2,C. LeVert makes 2-pt shot from 2 ft
3:37.0,C. Joseph makes 2-pt shot from 18 ft,2,113-100,,
3:27.0,,,113-100,,S. Kilpatrick misses 3-pt shot from 25 ft
3:26.0,Defensive rebound by F. VanVleet,,113-100,,
3:17.0,T. Ross makes 2-pt shot at rim (assist by D. DeRozan),2,115-100,,
3:17.0,,,115-100,,Brooklyn full timeout
3:17.0,,,115-100,,I. Whitehead enters the game for B. Lopez
3:17.0,,,115-100,,Q. Acy enters the game for S. Kilpatrick
3:06.0,,,115-100,,Q. Acy misses 2-pt shot from 3 ft
3:05.0,,,115-100,,Offensive rebound by Q. Acy
3:01.0,,,115-100,,Q. Acy misses 2-pt shot from 2 ft
3:00.0,Defensive rebound by D. DeRozan,,115-100,,
2:46.0,D. DeRozan makes 2-pt shot from 5 ft,2,117-100,,
2:37.0,,,117-100,,C. LeVert misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by T. Ross,,117-100,,
2:21.0,D. DeRozan misses 2-pt shot from 23 ft,,117-100,,
2:20.0,,,117-100,,Defensive rebound by R. Hollis-Jefferson
2:13.0,,,117-102,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft
1:58.0,C. Joseph misses 3-pt shot from 24 ft,,117-102,,
1:57.0,,,117-102,,Defensive rebound by C. LeVert
1:51.0,,,117-104,2,Q. Acy makes 2-pt shot from 1 ft (assist by C. LeVert)
1:51.0,,,117-104,,Shooting foul by J. Poeltl (drawn by Q. Acy)
1:51.0,,,117-105,1,Q. Acy makes free throw 1 of 1
1:51.0,N. Powell enters the game for D. DeRozan,,117-104,,
1:31.0,T. Ross misses 3-pt shot from 25 ft,,117-105,,
1:30.0,,,117-105,,Defensive rebound by S. Dinwiddie
1:21.0,,,117-107,2,Q. Acy makes 2-pt shot from 14 ft (assist by S. Dinwiddie)
1:01.0,C. Joseph makes 2-pt shot from 3 ft (assist by N. Powell),2,119-107,,
0:56.0,,,119-107,,Shooting foul by F. VanVleet (drawn by S. Dinwiddie)
0:56.0,,,119-108,1,S. Dinwiddie makes free throw 1 of 2
0:56.0,,,119-109,1,S. Dinwiddie makes free throw 2 of 2
0:56.0,P. Siakam enters the game for C. Joseph,,119-108,,
0:39.0,Turnover by J. Poeltl (bad pass; steal by C. LeVert),,119-109,,
0:33.0,,,119-109,,I. Whitehead misses 2-pt shot from 3 ft (block by P. Siakam)
0:33.0,,,119-109,,Offensive rebound by Team
0:25.0,,,119-109,,Turnover by S. Dinwiddie (lost ball; steal by F. VanVleet)
0:01.0,Turnover by Team (shot clock),,119-109,,
0:00.0,,,119-109,,I. Whitehead misses 3-pt shot from 51 ft
0:00.0,,,119-109,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
