time,Milwaukee,pts.away,score,pts.home,New York
2:45.0,Defensive rebound by M. Brogdon,,99-102,,
2:37.0,Shooting foul by L. Thomas (drawn by G. Antetokounmpo),,99-102,,
2:37.0,Milwaukee full timeout,,99-102,,
2:37.0,G. Antetokounmpo makes free throw 1 of 2,1,100-102,,
2:37.0,G. Antetokounmpo makes free throw 2 of 2,1,101-102,,
2:17.0,,,101-104,2,K. O'Quinn makes 2-pt shot from 2 ft (assist by C. Anthony)
2:05.0,M. Brogdon misses 2-pt shot from 2 ft,,101-104,,
2:04.0,,,101-104,,J. Noah enters the game for K. O'Quinn
2:04.0,Jump ball: C. Anthony vs. G. Monroe (L. Thomas gains possession),,,,Jump ball: C. Anthony vs. G. Monroe (L. Thomas gains possession)
2:04.0,,,101-104,,Offensive rebound by Team
1:42.0,,,101-104,,New York full timeout
1:37.0,,,101-104,,C. Anthony misses 3-pt shot from 25 ft
1:36.0,,,101-104,,Offensive rebound by J. Noah
1:19.0,,,101-104,,C. Anthony misses 2-pt shot from 18 ft
1:18.0,Defensive rebound by G. Monroe,,101-104,,
1:07.0,Shooting foul by L. Thomas (drawn by G. Antetokounmpo),,101-104,,
1:07.0,G. Antetokounmpo misses free throw 1 of 2,,101-104,,
1:07.0,Offensive rebound by Team,,101-104,,
1:07.0,G. Antetokounmpo makes free throw 2 of 2,1,102-104,,
0:51.0,,,102-104,,D. Rose misses 2-pt shot from 2 ft
0:50.0,,,102-104,,Offensive rebound by J. Noah
0:50.0,,,102-104,,J. Noah misses 2-pt shot from 2 ft
0:47.0,Defensive rebound by G. Antetokounmpo,,102-104,,
0:43.0,G. Monroe misses 2-pt shot from 4 ft,,102-104,,
0:42.0,Offensive rebound by Team,,102-104,,
0:34.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,102-104,,
0:34.0,Offensive rebound by Team,,102-104,,
0:34.0,,,102-104,,Loose ball foul by J. Noah (drawn by G. Monroe)
0:34.0,G. Monroe makes free throw 1 of 2,1,103-104,,
0:34.0,G. Monroe misses free throw 2 of 2,,103-104,,
0:33.0,,,103-104,,Defensive rebound by L. Thomas
0:13.0,,,103-104,,L. Thomas misses 2-pt shot from 21 ft
0:12.0,,,103-104,,Offensive rebound by C. Lee
0:10.0,Personal take foul by J. Parker (drawn by C. Lee),,103-104,,
0:09.0,,,103-104,,Turnover by D. Rose (lost ball)
0:09.0,Milwaukee full timeout,,103-104,,
0:00.0,G. Antetokounmpo makes 2-pt shot from 15 ft,2,105-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
