time,Denver,pts.away,score,pts.home,San Antonio
4:19.0,J. Murray makes 2-pt shot from 5 ft,2,93-113,,
4:19.0,,,93-113,,San Antonio full timeout
4:06.0,,,93-115,2,J. Simmons makes 2-pt shot from 19 ft (assist by K. Anderson)
3:53.0,Shooting foul by J. Simmons (drawn by J. Murray),,93-115,,
3:53.0,J. Murray makes free throw 1 of 2,1,94-115,,
3:53.0,J. Murray makes free throw 2 of 2,1,95-115,,
3:30.0,,,95-115,,J. Simmons misses 2-pt shot from 22 ft
3:29.0,Defensive rebound by J. Hernangomez,,95-115,,
3:15.0,Offensive foul by J. O'Bryant,,95-115,,
3:15.0,Turnover by J. O'Bryant (offensive foul),,95-115,,
2:52.0,,,95-115,,K. Anderson misses 3-pt shot from 25 ft
2:51.0,Defensive rebound by J. Hernangomez,,95-115,,
2:46.0,Turnover by J. Murray (lost ball; steal by K. Anderson),,95-115,,
2:41.0,,,95-117,2,D. Murray makes 2-pt shot at rim (assist by K. Anderson)
2:19.0,J. O'Bryant makes 2-pt shot from 10 ft (assist by M. Beasley),2,97-117,,
2:02.0,,,97-117,,J. Simmons misses 2-pt shot from 21 ft
2:01.0,Defensive rebound by J. Hernangomez,,97-117,,
1:48.0,Turnover by M. Beasley (traveling),,97-117,,
1:48.0,Official timeout,,97-117,,
1:32.0,,,97-117,,D. Murray misses 3-pt shot from 25 ft
1:31.0,,,97-117,,Offensive rebound by D. Bertans
1:10.0,,,97-119,2,J. Simmons makes 2-pt shot from 5 ft
1:02.0,Turnover by M. Miller (bad pass),,97-119,,
0:47.0,,,97-121,2,D. Bertans makes 2-pt shot at rim (assist by K. Anderson)
0:32.0,J. O'Bryant misses 2-pt shot from 11 ft,,97-121,,
0:31.0,,,97-121,,Defensive rebound by J. Anthony
0:10.0,Violation by J. Hernangomez (kicked ball),,97-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
