time,New York,pts.away,score,pts.home,Philadelphia
6:13.0,,,84-75,,S. Rodriguez misses 2-pt shot from 4 ft
6:11.0,,,84-75,,Offensive rebound by N. Noel
6:11.0,,,84-77,2,N. Noel makes 2-pt shot at rim
5:51.0,C. Lee misses 3-pt shot from 26 ft,,84-77,,
5:49.0,,,84-77,,Defensive rebound by G. Henderson
5:43.0,,,84-77,,G. Henderson misses 2-pt shot from 2 ft
5:41.0,,,84-77,,Offensive rebound by R. Covington
5:40.0,,,84-79,2,R. Covington makes 2-pt shot at rim
5:17.0,B. Jennings misses 2-pt shot from 16 ft,,84-79,,
5:17.0,Offensive rebound by K. O'Quinn,,84-79,,
5:17.0,,,84-79,,Personal foul by N. Noel (drawn by K. O'Quinn)
5:17.0,L. Thomas enters the game for C. Lee,,84-79,,
5:07.0,D. Rose makes 2-pt shot from 14 ft,2,86-79,,
4:53.0,,,86-79,,S. Rodriguez misses 3-pt shot from 26 ft
4:50.0,Defensive rebound by D. Rose,,86-79,,
4:44.0,B. Jennings makes 3-pt shot from 23 ft (assist by L. Thomas),3,89-79,,
4:42.0,,,89-79,,Philadelphia full timeout
4:25.0,,,89-81,2,G. Henderson makes 2-pt shot from 2 ft (assist by R. Covington)
4:00.0,L. Thomas misses 2-pt shot from 7 ft,,89-81,,
3:58.0,,,89-81,,Defensive rebound by N. Noel
3:41.0,,,89-83,2,R. Covington makes 2-pt shot from 17 ft (assist by S. Rodriguez)
3:20.0,D. Rose makes 2-pt shot from 19 ft,2,91-83,,
3:04.0,,,91-83,,T. McConnell enters the game for D. Saric
3:04.0,,,91-83,,E. Ilyasova enters the game for N. Noel
3:04.0,,,91-83,,J. Embiid enters the game for S. Rodriguez
2:56.0,,,91-83,,J. Embiid misses 2-pt shot from 2 ft
2:54.0,,,91-83,,Offensive rebound by J. Embiid
2:52.0,,,91-83,,J. Embiid misses 2-pt shot from 2 ft
2:52.0,,,91-83,,Offensive rebound by J. Embiid
2:52.0,,,91-83,,J. Embiid misses 2-pt shot from 2 ft (block by C. Anthony)
2:52.0,,,91-83,,Offensive rebound by Team
2:52.0,Official timeout,,91-83,,
2:52.0,J. Noah enters the game for K. O'Quinn,,91-83,,
2:49.0,,,91-83,,G. Henderson misses 2-pt shot from 18 ft
2:47.0,Defensive rebound by L. Thomas,,91-83,,
2:29.0,J. Noah makes 2-pt shot from 1 ft (assist by D. Rose),2,93-83,,
2:18.0,,,93-85,2,J. Embiid makes 2-pt shot from 4 ft
2:18.0,,,93-85,,Shooting foul by J. Noah (drawn by J. Embiid)
2:18.0,,,93-86,1,J. Embiid makes free throw 1 of 1
2:04.0,Turnover by D. Rose (bad pass; steal by J. Embiid),,93-86,,
1:57.0,,,93-89,3,R. Covington makes 3-pt shot from 27 ft (assist by T. McConnell)
1:37.0,C. Anthony misses 2-pt shot from 18 ft,,93-89,,
1:36.0,Offensive rebound by J. Noah,,93-89,,
1:24.0,D. Rose makes 2-pt shot from 14 ft,2,95-89,,
1:24.0,,,95-89,,Philadelphia full timeout
1:21.0,,,95-92,3,J. Embiid makes 3-pt shot from 27 ft (assist by E. Ilyasova)
1:03.0,C. Anthony misses 3-pt shot from 25 ft,,95-92,,
1:02.0,,,95-92,,Defensive rebound by Team
0:52.0,,,95-94,2,J. Embiid makes 2-pt shot from 1 ft (assist by E. Ilyasova)
0:35.0,D. Rose makes 2-pt shot from 1 ft,2,97-94,,
0:28.0,,,97-94,,Shooting foul by D. Rose (drawn by G. Henderson)
0:28.0,,,97-95,1,G. Henderson makes free throw 1 of 2
0:28.0,,,97-96,1,G. Henderson makes free throw 2 of 2
0:28.0,New York full timeout,,97-96,,
0:28.0,New York full timeout,,97-96,,
0:28.0,K. Porzingis enters the game for J. Noah,,97-96,,
0:07.0,K. Porzingis misses 3-pt shot from 23 ft,,97-96,,
0:06.0,,,97-96,,Defensive rebound by G. Henderson
0:00.0,,,97-98,2,T. McConnell makes 2-pt shot from 12 ft (assist by E. Ilyasova)
0:00.0,End of 4th quarter,,,,End of 4th quarter
