time,Sacramento,pts.away,score,pts.home,Portland
1:19.0,,,101-105,1,D. Lillard makes free throw 1 of 2
1:19.0,,,101-106,1,D. Lillard makes free throw 2 of 2
1:01.0,Turnover by R. Gay (lost ball; steal by C. McCollum),,101-106,,
0:38.0,,,101-106,,D. Lillard misses 2-pt shot from 1 ft
0:38.0,,,101-106,,Offensive rebound by M. Plumlee
0:38.0,,,101-106,,M. Plumlee misses 2-pt shot from 2 ft
0:36.0,Defensive rebound by R. Gay,,101-106,,
0:32.0,D. Cousins makes 3-pt shot from 25 ft (assist by D. Collison),3,104-106,,
0:23.0,,,104-106,,M. Harkless misses 2-pt shot from 2 ft
0:23.0,Defensive rebound by G. Temple,,104-106,,
0:10.0,D. Cousins makes 2-pt shot from 1 ft,2,106-106,,
0:10.0,,,106-106,,Portland full timeout
0:10.0,,,106-106,,M. Leonard enters the game for M. Plumlee
0:00.0,,,106-106,,D. Lillard misses 3-pt shot from 27 ft
0:00.0,,,106-106,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:41.0,,,106-108,2,D. Lillard makes 2-pt shot from 5 ft (assist by A. Crabbe)
4:15.0,Turnover by D. Collison (bad pass),,106-108,,
3:51.0,,,106-108,,A. Crabbe misses 2-pt shot from 15 ft
3:51.0,Defensive rebound by G. Temple,,106-108,,
3:45.0,D. Collison makes 2-pt shot from 1 ft (assist by G. Temple),2,108-108,,
3:26.0,,,108-110,2,C. McCollum makes 2-pt shot from 1 ft
3:26.0,Violation by D. Cousins (def goaltending),,108-110,,
3:10.0,Shooting foul by A. Crabbe (drawn by A. Afflalo),,108-110,,
3:10.0,A. Afflalo makes free throw 1 of 2,1,109-110,,
3:10.0,A. Afflalo makes free throw 2 of 2,1,110-110,,
2:52.0,,,110-110,,C. McCollum misses 3-pt shot from 26 ft
2:51.0,Defensive rebound by Team,,110-110,,
2:40.0,D. Collison misses 2-pt shot from 18 ft,,110-110,,
2:40.0,,,110-110,,Defensive rebound by A. Crabbe
2:30.0,,,110-110,,D. Lillard misses 2-pt shot from 13 ft
2:29.0,,,110-110,,Offensive rebound by M. Harkless
2:19.0,,,110-110,,Shooting foul by D. Cousins (drawn by C. McCollum)
2:19.0,,,110-111,1,C. McCollum makes free throw 1 of 2
2:19.0,,,110-112,1,C. McCollum makes free throw 2 of 2
2:05.0,D. Cousins makes 3-pt shot from 25 ft (assist by D. Collison),3,113-112,,
1:50.0,,,113-114,2,D. Lillard makes 2-pt shot from 10 ft
1:36.0,D. Cousins makes 2-pt shot at rim,2,115-114,,
1:23.0,,,115-117,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
1:23.0,Sacramento full timeout,,115-117,,
1:08.0,R. Gay makes 2-pt shot from 3 ft,2,117-117,,
1:08.0,Shooting foul by M. Plumlee (drawn by R. Gay),,117-117,,
1:08.0,R. Gay makes free throw 1 of 1,1,118-117,,
1:08.0,,,117-117,,M. Leonard enters the game for M. Plumlee
0:47.0,,,118-119,2,C. McCollum makes 2-pt shot from 19 ft (assist by D. Lillard)
0:34.0,,,118-119,,Loose ball foul by D. Lillard (drawn by D. Collison)
0:34.0,D. Collison makes free throw 1 of 2,1,119-119,,
0:34.0,D. Collison makes free throw 2 of 2,1,120-119,,
0:34.0,,,120-119,,Portland full timeout
0:32.0,,,120-119,,Shooting foul by R. Gay (drawn by M. Leonard)
0:32.0,,,120-120,1,M. Leonard makes free throw 1 of 2
0:32.0,,,120-121,1,M. Leonard makes free throw 2 of 2
0:32.0,Sacramento full timeout,,120-121,,
0:15.0,R. Gay misses 2-pt shot from 15 ft,,120-121,,
0:14.0,,,120-121,,Defensive rebound by A. Crabbe
0:14.0,Personal take foul by D. Cousins (drawn by A. Crabbe),,120-121,,
0:14.0,,,120-121,,A. Crabbe misses free throw 1 of 2
0:14.0,,,120-121,,Offensive rebound by Team
0:14.0,,,120-122,1,A. Crabbe makes free throw 2 of 2
0:14.0,Sacramento full timeout,,120-122,,
0:09.0,D. Cousins misses 3-pt shot from 26 ft,,120-122,,
0:07.0,Offensive rebound by Team,,120-122,,
0:00.0,R. Gay misses 2-pt shot from 16 ft,,120-122,,
0:00.0,Offensive rebound by Team,,120-122,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
