time,Brooklyn,pts.away,score,pts.home,Orlando
5:49.0,B. Lopez misses 3-pt shot from 25 ft,,86-98,,
5:48.0,,,86-98,,Defensive rebound by M. Georges-Hunt
5:28.0,,,86-98,,A. Gordon misses 3-pt shot from 26 ft
5:26.0,Defensive rebound by C. LeVert,,86-98,,
5:17.0,C. LeVert makes 2-pt shot from 2 ft,2,88-98,,
5:04.0,,,88-98,,Turnover by E. Payton (bad pass; steal by J. Lin)
4:56.0,C. LeVert makes 3-pt shot from 24 ft (assist by I. Whitehead),3,91-98,,
4:56.0,,,91-98,,Orlando full timeout
4:37.0,,,91-100,2,N. Vucevic makes 2-pt shot from 3 ft
4:23.0,J. Lin misses 3-pt shot from 28 ft,,91-100,,
4:21.0,,,91-100,,Defensive rebound by M. Georges-Hunt
3:56.0,,,91-100,,P. Garino misses 3-pt shot from 23 ft
3:56.0,,,91-100,,Offensive rebound by M. Georges-Hunt
3:56.0,,,91-100,,M. Georges-Hunt misses 2-pt shot from 2 ft
3:56.0,,,91-100,,Offensive rebound by Team
3:56.0,,,91-100,,Turnover by Team (shot clock)
3:56.0,,,91-100,,J. Meeks enters the game for P. Garino
3:38.0,J. Lin misses 2-pt shot from 1 ft,,91-100,,
3:37.0,,,91-100,,Defensive rebound by N. Vucevic
3:28.0,,,91-102,2,A. Gordon makes 2-pt shot from 3 ft (assist by N. Vucevic)
3:16.0,C. LeVert makes 3-pt shot from 25 ft,3,94-102,,
3:02.0,,,94-102,,N. Vucevic misses 2-pt shot from 7 ft
3:01.0,Defensive rebound by R. Hollis-Jefferson,,94-102,,
2:55.0,C. LeVert misses 3-pt shot from 25 ft,,94-102,,
2:54.0,Offensive rebound by R. Hollis-Jefferson,,94-102,,
2:54.0,R. Hollis-Jefferson misses 2-pt shot from 2 ft,,94-102,,
2:50.0,,,94-102,,Defensive rebound by M. Georges-Hunt
2:36.0,,,94-102,,Shooting foul by J. Lin (drawn by E. Payton)
2:36.0,Official timeout,,94-102,,
2:36.0,,,94-103,1,E. Payton makes free throw 1 of 2
2:36.0,,,94-104,1,E. Payton makes free throw 2 of 2
2:36.0,S. Dinwiddie enters the game for I. Whitehead,,94-102,,
2:27.0,,,94-104,,Personal foul by N. Vucevic (drawn by J. Lin)
2:21.0,C. LeVert makes 2-pt shot from 2 ft (assist by B. Lopez),2,96-104,,
1:59.0,,,96-106,2,A. Gordon makes 2-pt shot from 2 ft
1:53.0,J. Lin makes 3-pt shot from 26 ft,3,99-106,,
1:30.0,,,99-106,,A. Gordon misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by J. Lin,,99-106,,
1:14.0,J. Lin makes 2-pt shot from 9 ft,2,101-106,,
1:14.0,,,101-106,,Orlando full timeout
1:02.0,,,101-108,2,E. Payton makes 2-pt shot from 8 ft
0:53.0,J. Lin misses 3-pt shot from 28 ft,,101-108,,
0:52.0,,,101-108,,Defensive rebound by J. Meeks
0:47.0,Personal foul by S. Dinwiddie (drawn by J. Meeks),,101-108,,
0:47.0,,,101-109,1,J. Meeks makes free throw 1 of 2
0:47.0,,,101-110,1,J. Meeks makes free throw 2 of 2
0:47.0,Brooklyn full timeout,,101-110,,
0:47.0,Q. Acy enters the game for R. Hollis-Jefferson,,101-110,,
0:34.0,C. LeVert misses 2-pt shot from 19 ft,,101-110,,
0:33.0,Offensive rebound by Team,,101-110,,
0:33.0,,,101-110,,Loose ball foul by M. Georges-Hunt (drawn by B. Lopez)
0:24.0,J. Lin makes 2-pt shot from 2 ft (assist by Q. Acy),2,103-110,,
0:20.0,Personal take foul by Q. Acy (drawn by M. Georges-Hunt),,103-110,,
0:20.0,,,103-110,,M. Georges-Hunt misses free throw 1 of 2
0:20.0,,,103-110,,Offensive rebound by Team
0:20.0,,,103-111,1,M. Georges-Hunt makes free throw 2 of 2
0:13.0,J. Lin makes 2-pt shot from 3 ft (assist by Q. Acy),2,105-111,,
0:10.0,Personal take foul by J. Lin (drawn by M. Georges-Hunt),,105-111,,
0:10.0,,,105-112,1,M. Georges-Hunt makes free throw 1 of 2
0:10.0,,,105-113,1,M. Georges-Hunt makes free throw 2 of 2
0:10.0,Brooklyn full timeout,,105-113,,
0:10.0,R. Foye enters the game for S. Dinwiddie,,105-113,,
0:06.0,C. LeVert makes 2-pt shot from 1 ft,2,107-113,,
0:04.0,Personal take foul by B. Lopez (drawn by E. Payton),,107-113,,
0:04.0,,,107-114,1,E. Payton makes free throw 1 of 2
0:04.0,,,107-115,1,E. Payton makes free throw 2 of 2
0:04.0,R. Hollis-Jefferson enters the game for Q. Acy,,107-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
