time,Charlotte,pts.away,score,pts.home,Washington
0:10.0,,,106-108,,J. Wall misses free throw 1 of 2
0:10.0,,,106-108,,Offensive rebound by Team
0:10.0,,,106-109,1,J. Wall makes free throw 2 of 2
0:10.0,Charlotte full timeout,,106-109,,
0:10.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,106-109,,
0:06.0,N. Batum misses 3-pt shot from 29 ft,,106-109,,
0:04.0,Offensive rebound by K. Walker,,106-109,,
0:02.0,K. Walker misses 3-pt shot from 26 ft,,106-109,,
0:00.0,Offensive rebound by Team,,106-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
