time,San Antonio,pts.away,score,pts.home,Memphis
4:03.0,,,72-83,,M. Gasol misses 2-pt shot from 18 ft
4:03.0,Defensive rebound by K. Anderson,,72-83,,
3:42.0,J. Simmons misses 2-pt shot from 9 ft,,72-83,,
3:38.0,,,72-83,,Defensive rebound by Z. Randolph
3:24.0,,,72-83,,Shooting foul by J. Simmons (drawn by M. Conley)
3:24.0,,,72-84,1,M. Conley makes free throw 1 of 2
3:24.0,,,72-85,1,M. Conley makes free throw 2 of 2
3:24.0,,,72-84,,J. Green enters the game for Z. Randolph
3:24.0,M. Ginobili enters the game for J. Simmons,,72-84,,
3:24.0,D. Murray enters the game for T. Parker,,72-84,,
3:18.0,Turnover by D. Murray (bad pass; steal by M. Conley),,72-85,,
3:10.0,,,72-87,2,J. Ennis makes 2-pt shot at rim (assist by M. Conley)
3:04.0,San Antonio full timeout,,72-87,,
3:04.0,D. Bertans enters the game for L. Aldridge,,72-87,,
3:04.0,J. Anthony enters the game for M. Ginobili,,72-87,,
3:04.0,J. Simmons enters the game for D. Lee,,72-87,,
2:52.0,D. Murray misses 3-pt shot from 24 ft,,72-87,,
2:50.0,,,72-87,,Defensive rebound by Team
2:35.0,,,72-87,,Turnover by M. Gasol (traveling)
2:23.0,K. Anderson misses 2-pt shot from 22 ft,,72-87,,
2:23.0,,,72-87,,Defensive rebound by J. Green
2:04.0,,,72-87,,J. Ennis misses 3-pt shot from 24 ft
2:03.0,Defensive rebound by J. Anthony,,72-87,,
2:01.0,Turnover by D. Murray (lost ball),,72-87,,
2:01.0,,,72-87,,A. Harrison enters the game for M. Gasol
2:01.0,,,72-87,,T. Daniels enters the game for T. Allen
2:01.0,,,72-87,,B. Wright enters the game for M. Conley
2:01.0,,,72-87,,T. Douglas enters the game for J. Ennis
1:41.0,,,72-87,,T. Daniels misses 3-pt shot from 25 ft
1:40.0,,,72-87,,Offensive rebound by J. Green
1:16.0,,,72-87,,T. Daniels misses 3-pt shot from 26 ft
1:16.0,Defensive rebound by Team,,72-87,,
1:08.0,Turnover by D. Murray (lost ball; steal by T. Douglas),,72-87,,
1:01.0,,,72-87,,T. Douglas misses 3-pt shot from 23 ft
1:00.0,,,72-87,,Offensive rebound by B. Wright
1:00.0,,,72-89,2,B. Wright makes 2-pt shot at rim
0:46.0,D. Bertans misses 3-pt shot from 23 ft,,72-89,,
0:45.0,,,72-89,,Defensive rebound by A. Harrison
0:25.0,,,72-89,,T. Daniels misses 3-pt shot from 26 ft
0:24.0,Defensive rebound by J. Simmons,,72-89,,
0:01.0,J. Simmons makes 2-pt shot from 3 ft,2,74-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
