time,Houston,pts.away,score,pts.home,Phoenix
7:58.0,,,99-92,,Offensive rebound by Team
7:58.0,Loose ball foul by C. Capela (drawn by M. Chriss),,99-92,,
7:49.0,,,99-94,2,D. Booker makes 2-pt shot from 8 ft
7:46.0,Houston full timeout,,99-94,,
7:46.0,E. Gordon enters the game for I. Taylor,,99-94,,
7:27.0,E. Gordon misses 2-pt shot from 2 ft (block by M. Chriss),,99-94,,
7:26.0,,,99-94,,Defensive rebound by J. Dudley
7:21.0,,,99-94,,T. Ulis misses 3-pt shot from 28 ft
7:20.0,,,99-94,,Offensive rebound by M. Chriss
7:20.0,,,99-96,2,M. Chriss makes 2-pt shot at rim
7:20.0,,,99-96,,Shooting foul by P. Beverley (drawn by M. Chriss)
7:20.0,,,99-96,,M. Chriss misses free throw 1 of 1
7:19.0,Defensive rebound by E. Gordon,,99-96,,
7:09.0,L. Williams makes 2-pt shot from 2 ft,2,101-96,,
6:55.0,,,101-96,,Turnover by J. Dudley (bad pass; steal by T. Williams)
6:49.0,L. Williams makes 3-pt shot from 24 ft (assist by T. Williams),3,104-96,,
6:22.0,,,104-96,,D. Booker misses 3-pt shot from 27 ft
6:21.0,,,104-96,,Offensive rebound by D. Jones
6:16.0,,,104-98,2,T. Ulis makes 2-pt shot from 14 ft (assist by D. Jones)
6:06.0,C. Capela misses 2-pt shot from 2 ft (block by M. Chriss),,104-98,,
6:05.0,,,104-98,,Defensive rebound by D. Jones
6:02.0,,,104-98,,D. Booker misses 2-pt shot from 1 ft (block by E. Gordon)
6:02.0,,,104-98,,Offensive rebound by Team
6:02.0,N. Hilario enters the game for C. Capela,,104-98,,
6:02.0,S. Dekker enters the game for T. Williams,,104-98,,
5:49.0,,,104-98,,Shooting foul by P. Beverley (drawn by D. Booker)
5:49.0,,,104-99,1,D. Booker makes free throw 1 of 2
5:49.0,,,104-100,1,D. Booker makes free throw 2 of 2
5:37.0,L. Williams makes 3-pt shot from 26 ft,3,107-100,,
5:20.0,,,107-100,,Turnover by D. Booker (kicked ball)
5:20.0,Houston full timeout,,107-100,,
5:20.0,T. Williams enters the game for S. Dekker,,107-100,,
5:00.0,E. Gordon makes 2-pt shot from 2 ft,2,109-100,,
4:54.0,Personal foul by T. Williams (drawn by D. Booker),,109-100,,
4:54.0,,,109-101,1,D. Booker makes free throw 1 of 2
4:54.0,,,109-102,1,D. Booker makes free throw 2 of 2
4:45.0,L. Williams misses 2-pt shot from 2 ft (block by M. Chriss),,109-102,,
4:44.0,,,109-102,,Defensive rebound by T. Ulis
4:38.0,,,109-102,,J. Dudley misses 3-pt shot from 26 ft
4:36.0,Defensive rebound by L. Williams,,109-102,,
4:25.0,E. Gordon misses 3-pt shot from 27 ft,,109-102,,
4:25.0,,,109-102,,Defensive rebound by Team
4:14.0,,,109-102,,Turnover by M. Chriss (offensive foul)
4:14.0,,,109-102,,Offensive foul by M. Chriss
3:57.0,N. Hilario makes 2-pt shot from 3 ft (assist by L. Williams),2,111-102,,
3:46.0,Personal foul by T. Williams (drawn by D. Booker),,111-102,,
3:46.0,,,111-103,1,D. Booker makes free throw 1 of 2
3:46.0,,,111-104,1,D. Booker makes free throw 2 of 2
3:46.0,I. Taylor enters the game for T. Williams,,111-103,,
3:46.0,,,111-103,,A. Len enters the game for M. Chriss
3:33.0,L. Williams misses 2-pt shot from 14 ft,,111-104,,
3:32.0,,,111-104,,Defensive rebound by D. Booker
3:28.0,,,111-106,2,D. Jones makes 2-pt shot from 1 ft (assist by D. Booker)
3:14.0,I. Taylor makes 2-pt shot from 17 ft (assist by E. Gordon),2,113-106,,
2:59.0,,,113-106,,D. Booker misses 2-pt shot from 17 ft
2:59.0,Defensive rebound by N. Hilario,,113-106,,
2:56.0,Turnover by N. Hilario (lost ball; steal by J. Dudley),,113-106,,
2:54.0,,,113-106,,Shooting foul by L. Williams (drawn by A. Len)
2:54.0,Official timeout,,113-106,,
2:54.0,,,113-107,1,A. Len makes free throw 1 of 2
2:54.0,,,113-108,1,A. Len makes free throw 2 of 2
2:54.0,T. Williams enters the game for I. Taylor,,113-106,,
2:40.0,L. Williams makes 2-pt shot from 10 ft,2,115-108,,
2:17.0,,,115-108,,Turnover by D. Booker (lost ball; steal by N. Hilario)
2:09.0,E. Gordon misses 3-pt shot from 26 ft,,115-108,,
2:08.0,Offensive rebound by P. Beverley,,115-108,,
2:01.0,N. Hilario makes 2-pt shot from 2 ft (assist by P. Beverley),2,117-108,,
1:44.0,,,117-110,2,T. Ulis makes 2-pt shot from 7 ft
1:30.0,P. Beverley makes 2-pt shot from 9 ft,2,119-110,,
1:30.0,,,119-110,,Phoenix full timeout
1:20.0,,,119-110,,J. Dudley misses 2-pt shot from 14 ft
1:19.0,,,119-110,,Offensive rebound by A. Len
1:16.0,,,119-110,,D. Booker misses 3-pt shot from 29 ft
1:15.0,,,119-110,,Offensive rebound by A. Len
1:14.0,Personal foul by N. Hilario (drawn by J. Dudley),,119-110,,
1:14.0,,,119-111,1,J. Dudley makes free throw 1 of 2
1:14.0,,,119-112,1,J. Dudley makes free throw 2 of 2
1:07.0,Turnover by T. Williams (bad pass; steal by T. Ulis),,119-112,,
1:05.0,,,119-112,,Offensive charge foul by D. Jones
1:05.0,,,119-112,,Turnover by D. Jones (offensive foul)
0:41.0,N. Hilario misses 2-pt shot at rim,,119-112,,
0:40.0,Offensive rebound by E. Gordon,,119-112,,
0:20.0,P. Beverley misses 3-pt shot from 27 ft,,119-112,,
0:18.0,Offensive rebound by E. Gordon,,119-112,,
0:17.0,N. Hilario makes 2-pt shot at rim (assist by E. Gordon),2,121-112,,
0:17.0,,,121-112,,Phoenix full timeout
0:17.0,Personal foul by E. Gordon (drawn by D. Booker),,121-112,,
0:17.0,,,121-113,1,D. Booker makes free throw 1 of 2
0:17.0,,,121-114,1,D. Booker makes free throw 2 of 2
0:16.0,,,121-114,,Personal take foul by T. Ulis (drawn by P. Beverley)
0:15.0,,,121-114,,Personal foul by D. Jones (drawn by L. Williams)
0:15.0,L. Williams makes free throw 1 of 2,1,122-114,,
0:15.0,L. Williams makes free throw 2 of 2,1,123-114,,
0:15.0,,,123-114,,Phoenix full timeout
0:11.0,,,123-114,,J. Dudley misses 3-pt shot from 25 ft
0:11.0,,,123-114,,Offensive rebound by D. Jones
0:07.0,,,123-116,2,D. Jones makes 2-pt shot from 3 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
