time,Golden State,pts.away,score,pts.home,LA Clippers
7:02.0,,,115-96,,Shooting foul by J. McAdoo (drawn by B. Griffin)
7:02.0,,,115-97,1,B. Griffin makes free throw 1 of 2
7:02.0,,,115-98,1,B. Griffin makes free throw 2 of 2
7:02.0,S. Curry enters the game for K. Thompson,,115-97,,
7:02.0,P. McCaw enters the game for A. Iguodala,,115-97,,
6:46.0,J. McAdoo misses 2-pt shot from 4 ft (block by B. Griffin),,115-98,,
6:43.0,,,115-98,,Defensive rebound by J. Redick
6:39.0,,,115-98,,J. Redick misses 2-pt shot from 2 ft
6:34.0,,,115-98,,Offensive rebound by B. Griffin
6:34.0,,,115-98,,A. Rivers misses 2-pt shot from 1 ft
6:34.0,,,115-98,,Offensive rebound by A. Rivers
6:34.0,,,115-98,,Shooting foul by I. Clark (drawn by A. Rivers)
6:34.0,,,115-99,1,A. Rivers makes free throw 1 of 2
6:34.0,,,115-100,1,A. Rivers makes free throw 2 of 2
6:34.0,,,115-99,,B. Bass enters the game for B. Griffin
6:34.0,,,115-99,,W. Johnson enters the game for R. Felton
6:16.0,S. Curry makes 2-pt shot from 3 ft (assist by I. Clark),2,117-100,,
5:58.0,,,117-100,,W. Johnson misses 2-pt shot from 9 ft
5:56.0,Defensive rebound by J. McAdoo,,117-100,,
5:39.0,I. Clark makes 2-pt shot from 3 ft (assist by S. Curry),2,119-100,,
5:28.0,,,119-103,3,J. Crawford makes 3-pt shot from 28 ft
5:14.0,S. Curry makes 3-pt shot from 27 ft,3,122-103,,
5:02.0,,,122-105,2,B. Bass makes 2-pt shot from 19 ft (assist by A. Rivers)
4:46.0,Turnover by S. Curry (bad pass; steal by J. Redick),,122-105,,
4:40.0,,,122-105,,Shooting foul by K. Durant (drawn by B. Bass)
4:40.0,,,122-107,2,B. Bass makes 2-pt shot from 3 ft (assist by J. Redick)
4:40.0,Official timeout,,122-107,,
4:40.0,,,122-108,1,B. Bass makes free throw 1 of 1
4:40.0,,,122-107,,M. Speights enters the game for J. Redick
4:40.0,K. Thompson enters the game for K. Durant,,122-107,,
4:40.0,K. Looney enters the game for I. Clark,,122-107,,
4:40.0,A. Iguodala enters the game for J. McAdoo,,122-107,,
4:27.0,,,122-108,,Personal foul by B. Bass (drawn by A. Iguodala)
4:16.0,A. Iguodala misses 3-pt shot from 26 ft,,122-108,,
4:15.0,,,122-108,,Defensive rebound by J. Crawford
4:11.0,,,122-108,,Turnover by J. Crawford (bad pass)
3:56.0,K. Thompson makes 2-pt shot from 2 ft,2,124-108,,
3:42.0,,,124-108,,M. Speights misses 3-pt shot from 26 ft
3:41.0,Defensive rebound by K. Looney,,124-108,,
3:27.0,S. Curry misses 3-pt shot from 26 ft,,124-108,,
3:26.0,,,124-108,,Defensive rebound by M. Speights
3:22.0,,,124-110,2,A. Rivers makes 2-pt shot from 2 ft (assist by M. Speights)
3:08.0,S. Curry misses 2-pt shot from 19 ft,,124-110,,
3:06.0,,,124-110,,Defensive rebound by M. Speights
2:58.0,,,124-112,2,A. Rivers makes 2-pt shot from 3 ft
2:37.0,,,124-112,,LA Clippers full timeout
2:37.0,K. Durant enters the game for K. Looney,,124-112,,
2:35.0,Turnover by P. McCaw (bad pass; steal by W. Johnson),,124-112,,
2:31.0,,,124-114,2,A. Rivers makes 2-pt shot at rim (assist by M. Speights)
2:13.0,K. Thompson misses 2-pt shot from 4 ft (block by J. Crawford),,124-114,,
2:12.0,,,124-114,,Defensive rebound by B. Bass
1:55.0,,,124-117,3,J. Crawford makes 3-pt shot from 26 ft (assist by A. Rivers)
1:35.0,K. Durant makes 3-pt shot from 26 ft (assist by P. McCaw),3,127-117,,
1:27.0,,,127-119,2,A. Rivers makes 2-pt shot from 2 ft
1:07.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,130-119,,
1:02.0,Personal block foul by A. Iguodala (drawn by A. Rivers),,130-119,,
1:02.0,,,130-119,,A. Rivers misses free throw 1 of 2
1:02.0,,,130-119,,Offensive rebound by Team
1:02.0,,,130-120,1,A. Rivers makes free throw 2 of 2
1:02.0,,,130-119,,L. Mbah a Moute enters the game for M. Speights
0:41.0,K. Thompson misses 3-pt shot from 24 ft,,130-120,,
0:40.0,,,130-120,,Defensive rebound by L. Mbah a Moute
0:33.0,,,130-120,,J. Crawford misses 3-pt shot from 27 ft
0:31.0,Defensive rebound by K. Thompson,,130-120,,
0:27.0,,,130-120,,Personal take foul by L. Mbah a Moute (drawn by S. Curry)
0:27.0,K. Looney enters the game for K. Durant,,130-120,,
0:12.0,A. Iguodala makes 3-pt shot from 26 ft (assist by S. Curry),3,133-120,,
0:05.0,,,133-120,,A. Rivers misses 2-pt shot from 20 ft
0:01.0,Defensive rebound by K. Thompson,,133-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
