time,San Antonio,pts.away,score,pts.home,Houston
2:38.0,,,94-82,,Technical foul by P. Beverley
2:38.0,K. Leonard makes technical free throw,1,95-82,,
2:38.0,P. Mills makes free throw 1 of 2,1,96-82,,
2:38.0,P. Mills makes free throw 2 of 2,1,97-82,,
2:28.0,,,97-82,,E. Gordon misses 2-pt shot from 9 ft
2:27.0,Defensive rebound by K. Leonard,,97-82,,
2:26.0,Offensive foul by K. Leonard,,97-82,,
2:26.0,Turnover by K. Leonard (offensive foul),,97-82,,
2:19.0,,,97-84,2,J. Harden makes 2-pt shot from 9 ft (assist by C. Capela)
2:05.0,K. Leonard misses 2-pt shot from 4 ft,,97-84,,
2:04.0,Offensive rebound by K. Leonard,,97-84,,
1:52.0,P. Mills misses 3-pt shot from 24 ft,,97-84,,
1:50.0,,,97-84,,Defensive rebound by Team
1:42.0,,,97-87,3,J. Harden makes 3-pt shot from 25 ft
1:35.0,Shooting foul by C. Capela (drawn by P. Gasol),,97-87,,
1:35.0,P. Gasol makes free throw 1 of 2,1,98-87,,
1:35.0,P. Gasol makes free throw 2 of 2,1,99-87,,
1:29.0,,,99-90,3,J. Harden makes 3-pt shot from 25 ft
1:17.0,Offensive charge foul by P. Gasol,,99-90,,
1:17.0,Turnover by P. Gasol (offensive foul),,99-90,,
1:17.0,M. Ginobili enters the game for P. Gasol,,99-90,,
1:10.0,,,99-90,,P. Beverley misses 2-pt shot from 2 ft
1:09.0,Defensive rebound by M. Ginobili,,99-90,,
1:04.0,,,99-90,,Personal foul by E. Gordon (drawn by K. Leonard)
1:04.0,K. Leonard makes free throw 1 of 2,1,100-90,,
1:04.0,K. Leonard misses free throw 2 of 2,,100-90,,
1:04.0,,,100-90,,Defensive rebound by C. Capela
0:55.0,,,100-90,,Turnover by J. Harden (bad pass)
0:34.0,P. Mills makes 3-pt shot from 24 ft (assist by D. Green),3,103-90,,
0:24.0,,,103-90,,C. Capela misses 2-pt shot from 2 ft
0:24.0,,,103-90,,Offensive rebound by C. Capela
0:24.0,,,103-92,2,C. Capela makes 2-pt shot from 2 ft
0:07.0,D. Lee enters the game for L. Aldridge,,103-92,,
0:07.0,Jump ball: P. Beverley vs. P. Mills (T. Ariza gains possession),,,,Jump ball: P. Beverley vs. P. Mills (T. Ariza gains possession)
0:07.0,Turnover by P. Mills (lost ball; steal by P. Beverley),,103-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
