time,Golden State,pts.away,score,pts.home,Utah
5:25.0,,,104-85,,G. Hayward misses 2-pt shot from 3 ft
5:25.0,,,104-85,,Offensive rebound by G. Hayward
5:22.0,,,104-85,,G. Hayward misses 2-pt shot from 20 ft
5:21.0,Defensive rebound by K. Durant,,104-85,,
5:15.0,,,104-85,,Personal foul by R. Gobert (drawn by K. Durant)
5:15.0,,,104-85,,R. Neto enters the game for J. Ingles
5:15.0,D. Green enters the game for D. West,,104-85,,
5:07.0,K. Thompson makes 2-pt shot from 15 ft (assist by D. Green),2,106-85,,
4:50.0,,,106-85,,D. Exum misses 3-pt shot from 24 ft
4:49.0,Defensive rebound by K. Durant,,106-85,,
4:36.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,109-85,,
4:36.0,,,109-85,,Away from play foul by R. Neto (drawn by K. Durant)
4:36.0,K. Durant makes free throw 1 of 1,1,110-85,,
4:19.0,,,110-87,2,R. Gobert makes 2-pt shot at rim (assist by D. Exum)
4:00.0,S. Curry makes 3-pt shot from 25 ft,3,113-87,,
3:53.0,Personal foul by K. Thompson (drawn by D. Exum),,113-87,,
3:53.0,Golden State full timeout,,113-87,,
3:53.0,,,113-88,1,D. Exum makes free throw 1 of 2
3:53.0,,,113-89,1,D. Exum makes free throw 2 of 2
3:53.0,P. McCaw enters the game for K. Durant,,113-87,,
3:53.0,I. Clark enters the game for D. Green,,113-87,,
3:53.0,J. McAdoo enters the game for K. Thompson,,113-87,,
3:53.0,M. Barnes enters the game for S. Curry,,113-87,,
3:53.0,,,113-87,,T. Lyles enters the game for J. Johnson
3:42.0,,,113-89,,Personal foul by R. Gobert (drawn by I. Clark)
3:42.0,I. Clark makes free throw 1 of 2,1,114-89,,
3:42.0,I. Clark makes free throw 2 of 2,1,115-89,,
3:42.0,,,114-89,,J. Bolomboy enters the game for R. Gobert
3:42.0,,,114-89,,S. Mack enters the game for G. Hayward
3:22.0,,,115-89,,D. Exum misses 2-pt shot from 2 ft (block by J. McAdoo)
3:21.0,Defensive rebound by S. Livingston,,115-89,,
3:16.0,P. McCaw misses 3-pt shot from 24 ft,,115-89,,
3:16.0,,,115-89,,Defensive rebound by R. Neto
3:09.0,,,115-91,2,R. Neto makes 2-pt shot from 2 ft
2:54.0,S. Livingston makes 2-pt shot from 12 ft (assist by M. Barnes),2,117-91,,
2:44.0,Personal foul by M. Barnes (drawn by R. Neto),,117-91,,
2:44.0,,,117-92,1,R. Neto makes free throw 1 of 2
2:44.0,,,117-93,1,R. Neto makes free throw 2 of 2
2:44.0,Z. Pachulia enters the game for S. Livingston,,117-92,,
2:28.0,Turnover by M. Barnes (bad pass; steal by D. Exum),,117-93,,
2:05.0,,,117-93,,T. Lyles misses 3-pt shot from 24 ft
2:05.0,Defensive rebound by J. McAdoo,,117-93,,
1:43.0,I. Clark makes 2-pt shot from 18 ft,2,119-93,,
1:32.0,,,119-93,,T. Lyles misses 2-pt shot from 16 ft
1:32.0,,,119-93,,Offensive rebound by Team
1:21.0,,,119-93,,T. Lyles misses 2-pt shot from 5 ft
1:20.0,Defensive rebound by Z. Pachulia,,119-93,,
1:09.0,P. McCaw misses 3-pt shot from 24 ft,,119-93,,
1:08.0,,,119-93,,Defensive rebound by T. Lyles
1:00.0,,,119-95,2,S. Mack makes 2-pt shot from 5 ft
0:46.0,Shooting foul by R. Neto (drawn by I. Clark),,119-95,,
0:46.0,I. Clark makes free throw 1 of 2,1,120-95,,
0:46.0,I. Clark makes free throw 2 of 2,1,121-95,,
0:36.0,,,121-95,,R. Neto misses 3-pt shot from 25 ft
0:35.0,Defensive rebound by P. McCaw,,121-95,,
0:23.0,Z. Pachulia misses 2-pt shot from 3 ft (block by J. Bolomboy),,121-95,,
0:23.0,,,121-95,,Defensive rebound by J. Bolomboy
0:15.0,,,121-95,,J. Bolomboy misses 2-pt shot at rim
0:14.0,Defensive rebound by J. McAdoo,,121-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
