time,Miami,pts.away,score,pts.home,Chicago
3:58.0,,,96-99,,Shooting foul by H. Whiteside (drawn by J. Butler)
3:58.0,,,96-100,1,J. Butler makes free throw 1 of 1
3:58.0,,,96-99,,D. McDermott enters the game for D. Wade
3:41.0,Turnover by J. Richardson (lost ball; steal by J. Butler),,96-100,,
3:36.0,,,96-100,,Shooting foul by G. Dragic (drawn by J. Butler)
3:36.0,,,96-100,,J. Butler misses free throw 1 of 2
3:36.0,,,96-100,,Offensive rebound by Team
3:36.0,,,96-101,1,J. Butler makes free throw 2 of 2
3:33.0,Miami full timeout,,96-101,,
3:33.0,,,96-101,,D. Wade enters the game for D. McDermott
3:33.0,J. McRoberts enters the game for D. Williams,,96-101,,
3:14.0,,,96-101,,Personal foul by J. Butler (drawn by G. Dragic)
2:58.0,H. Whiteside misses 2-pt shot from 15 ft,,96-101,,
2:57.0,,,96-101,,Defensive rebound by T. Gibson
2:38.0,,,96-101,,R. Rondo misses 2-pt shot from 21 ft
2:37.0,Defensive rebound by J. Richardson,,96-101,,
2:25.0,Turnover by H. Whiteside (traveling),,96-101,,
2:08.0,,,96-101,,Turnover by J. Butler (bad pass; steal by H. Whiteside)
2:04.0,G. Dragic makes 2-pt shot from 3 ft (assist by T. Johnson),2,98-101,,
1:40.0,,,98-101,,R. Rondo misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by J. Richardson,,98-101,,
1:21.0,G. Dragic misses 2-pt shot from 16 ft,,98-101,,
1:20.0,,,98-101,,Defensive rebound by J. Butler
1:06.0,,,98-101,,Offensive foul by T. Gibson
1:06.0,,,98-101,,Turnover by T. Gibson (offensive foul)
1:06.0,Miami full timeout,,98-101,,
0:47.0,Turnover by J. McRoberts (lost ball),,98-101,,
0:47.0,,,98-101,,D. McDermott enters the game for R. Rondo
0:28.0,,,98-101,,D. Wade misses 2-pt shot from 19 ft
0:27.0,Defensive rebound by J. McRoberts,,98-101,,
0:13.0,H. Whiteside makes 2-pt shot from 5 ft (assist by J. Richardson),2,100-101,,
0:11.0,Personal foul by T. Johnson (drawn by J. Butler),,100-101,,
0:11.0,,,100-102,1,J. Butler makes free throw 1 of 2
0:11.0,,,100-103,1,J. Butler makes free throw 2 of 2
0:11.0,Miami full timeout,,100-103,,
0:11.0,Miami full timeout,,100-103,,
0:11.0,,,100-102,,R. Rondo enters the game for D. McDermott
0:08.0,,,100-103,,Personal foul by D. Wade (drawn by G. Dragic)
0:03.0,Turnover by G. Dragic (lost ball; steal by J. Butler),,100-103,,
0:00.0,Personal take foul by J. McRoberts (drawn by J. Butler),,100-103,,
0:00.0,,,100-104,1,J. Butler makes free throw 1 of 2
0:00.0,,,100-105,1,J. Butler makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
