time,Miami,pts.away,score,pts.home,Orlando
6:18.0,W. Reed makes 2-pt shot from 10 ft (assist by J. Johnson),2,98-80,,
6:11.0,,,98-80,,E. Payton misses 2-pt shot from 2 ft (block by W. Reed)
6:07.0,,,98-80,,Offensive rebound by A. Gordon
6:07.0,,,98-82,2,A. Gordon makes 2-pt shot from 1 ft
5:56.0,Turnover by J. Winslow (bad pass; steal by E. Fournier),,98-82,,
5:55.0,D. Waiters enters the game for R. McGruder,,98-82,,
5:55.0,Personal foul by J. Winslow (drawn by E. Fournier),,98-82,,
5:47.0,,,98-84,2,E. Fournier makes 2-pt shot from 19 ft
5:22.0,G. Dragic makes 2-pt shot from 19 ft (assist by W. Reed),2,100-84,,
5:10.0,Personal foul by D. Waiters (drawn by N. Vucevic),,100-84,,
5:10.0,H. Whiteside enters the game for J. Winslow,,100-84,,
5:10.0,T. Johnson enters the game for W. Reed,,100-84,,
5:01.0,,,100-84,,S. Ibaka misses 2-pt shot from 13 ft
5:00.0,Defensive rebound by G. Dragic,,100-84,,
4:46.0,J. Johnson misses 3-pt shot from 26 ft,,100-84,,
4:46.0,Offensive rebound by Team,,100-84,,
4:38.0,Turnover by D. Waiters (bad pass; steal by N. Vucevic),,100-84,,
4:30.0,,,100-86,2,E. Payton makes 2-pt shot from 3 ft (assist by E. Fournier)
4:14.0,H. Whiteside misses 2-pt shot from 6 ft,,100-86,,
4:13.0,,,100-86,,Defensive rebound by N. Vucevic
4:00.0,,,100-86,,S. Ibaka misses 2-pt shot at rim
4:00.0,,,100-86,,Offensive rebound by Team
4:00.0,Loose ball foul by H. Whiteside (drawn by N. Vucevic),,100-86,,
4:00.0,,,100-87,1,N. Vucevic makes free throw 1 of 2
4:00.0,,,100-88,1,N. Vucevic makes free throw 2 of 2
4:00.0,J. Winslow enters the game for J. Johnson,,100-87,,
3:40.0,D. Waiters misses 2-pt shot from 2 ft,,100-88,,
3:37.0,,,100-88,,Defensive rebound by A. Gordon
3:32.0,,,100-88,,E. Fournier misses 3-pt shot from 26 ft
3:31.0,Defensive rebound by G. Dragic,,100-88,,
3:24.0,G. Dragic misses 2-pt shot from 19 ft,,100-88,,
3:22.0,,,100-88,,Defensive rebound by E. Fournier
3:02.0,,,100-88,,E. Payton misses 3-pt shot from 27 ft
3:00.0,Defensive rebound by H. Whiteside,,100-88,,
2:54.0,J. Winslow makes 2-pt shot from 2 ft (assist by G. Dragic),2,102-88,,
2:39.0,,,102-90,2,S. Ibaka makes 2-pt shot from 14 ft (assist by N. Vucevic)
2:14.0,Shooting foul by N. Vucevic (drawn by G. Dragic),,102-90,,
2:14.0,Official timeout,,102-90,,
2:14.0,G. Dragic makes free throw 1 of 2,1,103-90,,
2:14.0,G. Dragic makes free throw 2 of 2,1,104-90,,
2:14.0,,,102-90,,D. Augustin enters the game for A. Gordon
2:14.0,,,102-90,,J. Green enters the game for S. Ibaka
2:02.0,,,104-92,2,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Payton)
1:41.0,Shooting foul by N. Vucevic (drawn by H. Whiteside),,104-92,,
1:41.0,H. Whiteside misses free throw 1 of 2,,104-92,,
1:41.0,Offensive rebound by Team,,104-92,,
1:41.0,H. Whiteside misses free throw 2 of 2,,104-92,,
1:40.0,,,104-92,,Defensive rebound by E. Fournier
1:40.0,,,104-92,,Orlando full timeout
1:40.0,,,104-92,,S. Ibaka enters the game for D. Augustin
1:32.0,,,104-94,2,E. Fournier makes 2-pt shot from 19 ft
1:13.0,G. Dragic misses 2-pt shot from 14 ft (block by E. Payton),,104-94,,
1:12.0,,,104-94,,Defensive rebound by N. Vucevic
1:12.0,,,104-94,,Turnover by N. Vucevic (bad pass)
1:09.0,D. Waiters misses 2-pt shot from 17 ft,,104-94,,
1:08.0,Offensive rebound by Team,,104-94,,
1:08.0,Turnover by Team (shot clock),,104-94,,
0:55.0,,,104-94,,Turnover by E. Fournier (bad pass; steal by T. Johnson)
0:53.0,T. Johnson makes 2-pt shot at rim,2,106-94,,
0:50.0,,,106-94,,Turnover by E. Payton (dbl dribble)
0:30.0,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic),2,108-94,,
0:23.0,,,108-96,2,E. Payton makes 2-pt shot from 20 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
