time,Miami,pts.away,score,pts.home,Washington
5:02.0,J. Richardson makes 3-pt shot from 25 ft (assist by J. Johnson),3,91-92,,
4:42.0,,,91-92,,B. Beal misses 2-pt shot from 9 ft
4:41.0,,,91-92,,Offensive rebound by B. Beal
4:35.0,,,91-92,,M. Morris misses 3-pt shot from 23 ft
4:34.0,Defensive rebound by G. Dragic,,91-92,,
4:25.0,Shooting foul by B. Beal (drawn by H. Whiteside),,91-92,,
4:25.0,H. Whiteside makes free throw 1 of 2,1,92-92,,
4:25.0,H. Whiteside makes free throw 2 of 2,1,93-92,,
4:25.0,,,92-92,,K. Oubre enters the game for B. Bogdanovic
4:09.0,,,93-94,2,M. Morris makes 2-pt shot from 13 ft
3:56.0,Turnover by J. Johnson (traveling),,93-94,,
3:56.0,,,93-94,,M. Gortat enters the game for I. Mahinmi
3:46.0,,,93-94,,Shooting foul by H. Whiteside (drawn by M. Gortat)
3:46.0,,,93-94,,M. Gortat misses free throw 1 of 2
3:46.0,,,93-94,,Offensive rebound by Team
3:46.0,,,93-95,1,M. Gortat makes free throw 2 of 2
3:32.0,G. Dragic misses 2-pt shot from 18 ft,,93-95,,
3:31.0,,,93-95,,Defensive rebound by M. Gortat
3:19.0,,,93-95,,J. Wall misses 2-pt shot from 13 ft
3:18.0,Defensive rebound by H. Whiteside,,93-95,,
3:03.0,T. Johnson makes 3-pt shot from 25 ft (assist by J. Johnson),3,96-95,,
3:02.0,,,96-95,,Washington full timeout
2:40.0,,,96-95,,Turnover by M. Morris (lost ball; steal by J. Johnson)
2:16.0,J. Johnson misses 2-pt shot from 2 ft,,96-95,,
2:16.0,,,96-95,,Defensive rebound by M. Gortat
2:09.0,Violation by J. Richardson (def goaltending),,96-95,,
2:09.0,,,96-97,2,J. Wall makes 2-pt shot from 2 ft
1:54.0,J. Johnson makes 2-pt shot at rim (assist by T. Johnson),2,98-97,,
1:43.0,,,98-97,,Turnover by J. Wall (bad pass)
1:32.0,G. Dragic makes 2-pt shot from 14 ft,2,100-97,,
1:32.0,,,100-97,,Washington full timeout
1:21.0,,,100-100,3,M. Morris makes 3-pt shot from 26 ft (assist by J. Wall)
1:01.0,H. Whiteside makes 2-pt shot from 13 ft,2,102-100,,
0:48.0,,,102-100,,B. Beal misses 2-pt shot from 14 ft
0:48.0,,,102-100,,Offensive rebound by M. Gortat
0:47.0,,,102-102,2,M. Gortat makes 2-pt shot at rim
0:29.0,J. Richardson misses 2-pt shot from 18 ft,,102-102,,
0:28.0,,,102-102,,Defensive rebound by B. Beal
0:21.0,Personal foul by J. Johnson (drawn by J. Wall),,102-102,,
0:21.0,,,102-102,,J. Wall misses free throw 1 of 2
0:21.0,,,102-102,,Offensive rebound by Team
0:21.0,,,102-103,1,J. Wall makes free throw 2 of 2
0:21.0,Miami full timeout,,102-103,,
0:12.0,J. Johnson makes 2-pt shot from 2 ft,2,104-103,,
0:11.0,,,104-103,,Washington full timeout
0:11.0,,,104-103,,Turnover by K. Oubre (bad pass; steal by J. Richardson)
0:10.0,,,104-103,,Personal take foul by J. Wall (drawn by J. Richardson)
0:10.0,J. Richardson makes free throw 1 of 2,1,105-103,,
0:10.0,J. Richardson makes free throw 2 of 2,1,106-103,,
0:10.0,,,106-103,,Washington full timeout
0:10.0,,,106-103,,B. Bogdanovic enters the game for K. Oubre
0:02.0,,,106-103,,B. Beal misses 3-pt shot from 26 ft (block by H. Whiteside)
0:01.0,Defensive rebound by J. Johnson,,106-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
