time,Atlanta,pts.away,score,pts.home,Indiana
4:38.0,Defensive rebound by D. Howard,,90-76,,
4:12.0,K. Bazemore misses 2-pt shot from 21 ft,,90-76,,
4:11.0,,,90-76,,Defensive rebound by M. Turner
4:06.0,,,90-76,,M. Ellis misses 2-pt shot from 6 ft
4:04.0,,,90-76,,Offensive rebound by T. Young
4:04.0,,,90-78,2,T. Young makes 2-pt shot from 2 ft
3:44.0,Turnover by D. Howard (lost ball; steal by J. Teague),,90-78,,
3:38.0,,,90-78,,P. George misses 3-pt shot from 26 ft
3:37.0,Defensive rebound by K. Bazemore,,90-78,,
3:23.0,,,90-78,,Shooting block foul by T. Young (drawn by K. Bazemore)
3:23.0,K. Bazemore makes free throw 1 of 2,1,91-78,,
3:23.0,K. Bazemore makes free throw 2 of 2,1,92-78,,
3:23.0,D. Schroder enters the game for M. Delaney,,91-78,,
3:07.0,,,92-80,2,J. Teague makes 2-pt shot from 7 ft
2:47.0,Turnover by T. Sefolosha (bad pass),,92-80,,
2:47.0,Official timeout,,92-80,,
2:30.0,,,92-80,,Turnover by M. Ellis (lost ball; steal by K. Bazemore)
2:10.0,Turnover by K. Bazemore (lost ball; steal by P. George),,92-80,,
2:07.0,,,92-80,,Shooting foul by K. Bazemore (drawn by P. George)
2:07.0,,,92-81,1,P. George makes free throw 1 of 2
2:07.0,,,92-82,1,P. George makes free throw 2 of 2
1:49.0,P. Millsap misses 2-pt shot from 14 ft,,92-82,,
1:48.0,,,92-82,,Defensive rebound by M. Ellis
1:43.0,,,92-82,,Turnover by M. Ellis (bad pass; steal by P. Millsap)
1:29.0,Turnover by D. Schroder (bad pass; steal by M. Ellis),,92-82,,
1:23.0,,,92-85,3,P. George makes 3-pt shot from 26 ft (assist by M. Ellis)
1:02.0,P. Millsap misses 2-pt shot from 16 ft,,92-85,,
1:01.0,,,92-85,,Defensive rebound by M. Turner
0:56.0,,,92-85,,J. Teague misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by Team,,92-85,,
0:56.0,M. Delaney enters the game for D. Schroder,,92-85,,
0:38.0,M. Delaney makes 2-pt shot from 15 ft,2,94-85,,
0:38.0,,,94-85,,Indiana full timeout
0:38.0,T. Waller-Prince enters the game for M. Delaney,,94-85,,
0:32.0,,,94-85,,P. George misses 3-pt shot from 26 ft
0:31.0,Defensive rebound by P. Millsap,,94-85,,
0:29.0,Turnover by P. Millsap (lost ball; steal by J. Teague),,94-85,,
0:24.0,,,94-85,,P. George misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by T. Sefolosha,,94-85,,
0:24.0,,,94-85,,Personal take foul by T. Young (drawn by T. Sefolosha)
0:24.0,M. Delaney enters the game for T. Waller-Prince,,94-85,,
0:24.0,T. Hardaway enters the game for T. Sefolosha,,94-85,,
0:23.0,,,94-85,,Personal take foul by J. Teague (drawn by M. Delaney)
0:23.0,M. Delaney makes free throw 1 of 2,1,95-85,,
0:23.0,M. Delaney makes free throw 2 of 2,1,96-85,,
0:23.0,,,96-85,,Indiana full timeout
0:23.0,T. Waller-Prince enters the game for T. Hardaway,,95-85,,
0:23.0,M. Muscala enters the game for P. Millsap,,95-85,,
0:23.0,T. Hardaway enters the game for D. Howard,,96-85,,
0:19.0,,,96-85,,Turnover by T. Young (bad pass; steal by T. Waller-Prince)
0:00.0,End of 4th quarter,,,,End of 4th quarter
