time,Washington,pts.away,score,pts.home,Charlotte
3:39.0,J. Wall misses 2-pt shot from 1 ft (block by M. Kidd-Gilchrist),,77-84,,
3:39.0,Offensive rebound by Team,,77-84,,
3:28.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Smith),3,80-84,,
3:04.0,,,80-86,2,N. Batum makes 2-pt shot from 2 ft
2:46.0,J. Smith misses 3-pt shot from 25 ft,,80-86,,
2:45.0,,,80-86,,Defensive rebound by M. Kidd-Gilchrist
2:26.0,,,80-86,,Shooting foul by B. Beal (drawn by K. Walker)
2:26.0,Official timeout,,80-86,,
2:26.0,,,80-87,1,K. Walker makes free throw 1 of 3
2:26.0,,,80-87,,K. Walker misses free throw 2 of 3
2:26.0,,,80-87,,Offensive rebound by Team
2:26.0,,,80-88,1,K. Walker makes free throw 3 of 3
2:14.0,Shooting foul by M. Williams (drawn by J. Smith),,80-88,,
2:14.0,J. Smith misses free throw 1 of 2,,80-88,,
2:14.0,Offensive rebound by Team,,80-88,,
2:14.0,J. Smith makes free throw 2 of 2,1,81-88,,
2:02.0,,,81-88,,N. Batum misses 2-pt shot from 13 ft
2:01.0,Defensive rebound by M. Gortat,,81-88,,
1:52.0,Shooting foul by C. Zeller (drawn by J. Wall),,81-88,,
1:52.0,J. Wall makes free throw 1 of 2,1,82-88,,
1:52.0,J. Wall makes free throw 2 of 2,1,83-88,,
1:32.0,,,83-91,3,K. Walker makes 3-pt shot from 24 ft
1:23.0,J. Wall makes 3-pt shot from 25 ft,3,86-91,,
1:07.0,,,86-93,2,M. Williams makes 2-pt shot at rim (assist by N. Batum)
1:07.0,Washington full timeout,,86-93,,
1:07.0,B. Bogdanovic enters the game for J. Smith,,86-93,,
1:04.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,89-93,,
0:39.0,,,89-93,,K. Walker misses 2-pt shot from 12 ft
0:36.0,Defensive rebound by M. Gortat,,89-93,,
0:31.0,J. Wall misses 2-pt shot from 2 ft,,89-93,,
0:29.0,,,89-93,,Defensive rebound by Team
0:29.0,Jump ball: J. Wall vs. C. Zeller (M. Williams gains possession),,,,Jump ball: J. Wall vs. C. Zeller (M. Williams gains possession)
0:20.0,Personal take foul by B. Beal (drawn by K. Walker),,89-93,,
0:20.0,,,89-93,,Charlotte full timeout
0:20.0,K. Oubre enters the game for M. Gortat,,89-93,,
0:20.0,T. Satoransky enters the game for B. Bogdanovic,,89-93,,
0:20.0,,,89-93,,M. Belinelli enters the game for M. Kidd-Gilchrist
0:20.0,,,89-93,,F. Kaminsky enters the game for M. Williams
0:17.0,,,89-93,,Turnover by K. Walker (bad pass; steal by B. Beal)
0:17.0,B. Beal makes 2-pt shot at rim,2,91-93,,
0:15.0,Personal take foul by O. Porter (drawn by M. Belinelli),,91-93,,
0:15.0,,,91-94,1,M. Belinelli makes free throw 1 of 2
0:15.0,,,91-94,,M. Belinelli misses free throw 2 of 2
0:15.0,Defensive rebound by B. Beal,,91-94,,
0:15.0,Washington full timeout,,91-94,,
0:15.0,J. Smith enters the game for K. Oubre,,91-94,,
0:15.0,M. Gortat enters the game for T. Satoransky,,91-94,,
0:15.0,,,91-94,,M. Williams enters the game for F. Kaminsky
0:15.0,B. Bogdanovic enters the game for J. Smith,,91-94,,
0:15.0,,,91-94,,M. Kidd-Gilchrist enters the game for M. Belinelli
0:10.0,B. Beal misses 3-pt shot from 28 ft,,91-94,,
0:10.0,,,91-94,,Defensive rebound by M. Williams
0:10.0,Personal take foul by B. Bogdanovic (drawn by M. Williams),,91-94,,
0:10.0,,,91-95,1,M. Williams makes free throw 1 of 2
0:10.0,,,91-96,1,M. Williams makes free throw 2 of 2
0:10.0,Washington full timeout,,91-96,,
0:09.0,,,91-96,,Personal foul by N. Batum (drawn by O. Porter)
0:09.0,O. Porter makes free throw 1 of 2,1,92-96,,
0:09.0,O. Porter makes free throw 2 of 2,1,93-96,,
0:09.0,,,92-96,,M. Belinelli enters the game for M. Kidd-Gilchrist
0:07.0,Personal take foul by B. Bogdanovic (drawn by M. Williams),,93-96,,
0:07.0,,,93-97,1,M. Williams makes free throw 1 of 2
0:07.0,,,93-98,1,M. Williams makes free throw 2 of 2
0:07.0,,,93-97,,M. Kidd-Gilchrist enters the game for M. Belinelli
0:02.0,J. Wall misses 3-pt shot from 25 ft,,93-98,,
0:00.0,,,93-98,,Defensive rebound by M. Williams
0:00.0,End of 4th quarter,,,,End of 4th quarter
