time,Memphis,pts.away,score,pts.home,Houston
6:12.0,M. Conley enters the game for Z. Randolph,,94-92,,
6:12.0,J. Ennis enters the game for V. Carter,,94-92,,
6:04.0,,,96-92,,Shooting foul by T. Allen (drawn by J. Harden)
6:04.0,,,96-93,1,J. Harden makes free throw 1 of 3
6:04.0,,,96-94,1,J. Harden makes free throw 2 of 3
6:04.0,,,96-95,1,J. Harden makes free throw 3 of 3
5:40.0,T. Allen misses 3-pt shot from 24 ft,,96-95,,
5:39.0,,,96-95,,Defensive rebound by T. Ariza
5:30.0,,,96-95,,Turnover by T. Ariza (bad pass; steal by M. Conley)
5:26.0,T. Allen makes 2-pt shot at rim (assist by M. Conley),2,98-95,,
5:10.0,,,98-95,,T. Ariza misses 3-pt shot from 27 ft
5:09.0,Defensive rebound by M. Gasol,,98-95,,
4:57.0,M. Conley makes 3-pt shot from 25 ft,3,101-95,,
4:56.0,,,101-95,,Houston full timeout
4:39.0,,,101-95,,M. Harrell misses 2-pt shot from 6 ft
4:37.0,,,101-95,,Offensive rebound by T. Ariza
4:37.0,,,101-97,2,T. Ariza makes 2-pt shot from 2 ft
4:20.0,Shooting foul by M. Harrell (drawn by T. Allen),,101-97,,
4:20.0,T. Allen misses free throw 1 of 2,,101-97,,
4:20.0,Offensive rebound by Team,,101-97,,
4:20.0,T. Allen misses free throw 2 of 2,,101-97,,
4:20.0,,,101-97,,Defensive rebound by J. Harden
4:07.0,,,101-97,,R. Anderson misses 3-pt shot from 27 ft
4:06.0,Defensive rebound by J. Ennis,,101-97,,
3:45.0,M. Gasol misses 2-pt shot from 17 ft,,101-97,,
3:44.0,Offensive rebound by J. Ennis,,101-97,,
3:41.0,J. Ennis makes 2-pt shot from 2 ft,2,103-97,,
3:35.0,,,103-97,,Shooting foul by T. Allen (drawn by J. Harden)
3:35.0,,,103-98,1,J. Harden makes free throw 1 of 2
3:35.0,,,103-99,1,J. Harden makes free throw 2 of 2
3:35.0,Z. Randolph enters the game for T. Allen,,103-97,,
3:35.0,,,103-98,,P. Beverley enters the game for E. Gordon
3:35.0,,,103-98,,N. Hilario enters the game for M. Harrell
3:17.0,Offensive charge foul by M. Conley,,103-99,,
3:17.0,Turnover by M. Conley (offensive foul),,103-99,,
3:05.0,,,103-99,,J. Harden misses 2-pt shot from 3 ft
3:04.0,Defensive rebound by Team,,103-99,,
2:44.0,Z. Randolph makes 2-pt shot from 12 ft,2,105-99,,
2:31.0,,,105-101,2,N. Hilario makes 2-pt shot from 3 ft (assist by J. Harden)
2:09.0,Turnover by J. Ennis (bad pass),,105-101,,
2:05.0,,,105-101,,Offensive foul by J. Harden
2:05.0,,,105-101,,Turnover by J. Harden (offensive foul)
1:42.0,Turnover by Z. Randolph (lost ball; steal by N. Hilario),,105-101,,
1:30.0,,,105-103,2,N. Hilario makes 2-pt shot from 2 ft (assist by P. Beverley)
1:30.0,Memphis full timeout,,105-103,,
1:30.0,T. Allen enters the game for J. Ennis,,105-103,,
1:30.0,J. Ennis enters the game for T. Allen,,105-103,,
1:17.0,M. Gasol makes 2-pt shot from 4 ft (assist by M. Conley),2,107-103,,
0:57.0,,,107-103,,T. Ariza misses 3-pt shot from 25 ft
0:56.0,,,107-103,,Offensive rebound by N. Hilario
0:46.0,,,107-103,,R. Anderson misses 3-pt shot from 27 ft
0:45.0,Defensive rebound by M. Conley,,107-103,,
0:26.0,T. Daniels makes 3-pt shot from 29 ft (assist by M. Conley),3,110-103,,
0:26.0,,,110-103,,Houston full timeout
0:26.0,V. Carter enters the game for Z. Randolph,,110-103,,
0:26.0,J. Green enters the game for T. Daniels,,110-103,,
0:26.0,,,110-103,,E. Gordon enters the game for P. Beverley
0:21.0,,,110-105,2,J. Harden makes 2-pt shot at rim
0:21.0,,,110-105,,Violation by Team (jump ball)
0:21.0,Memphis full timeout,,110-105,,
0:21.0,T. Daniels enters the game for J. Green,,110-105,,
0:21.0,,,110-105,,P. Beverley enters the game for R. Anderson
0:21.0,,,110-105,,C. Brewer enters the game for N. Hilario
0:16.0,Offensive foul by M. Gasol,,110-105,,
0:16.0,Turnover by M. Gasol (offensive foul),,110-105,,
0:16.0,J. Green enters the game for T. Daniels,,110-105,,
0:16.0,,,110-105,,N. Hilario enters the game for P. Beverley
0:16.0,,,110-105,,R. Anderson enters the game for C. Brewer
0:10.0,,,110-105,,J. Harden misses 3-pt shot from 28 ft
0:08.0,,,110-105,,Offensive rebound by Team
0:08.0,,,110-105,,Houston full timeout
0:06.0,,,110-105,,N. Hilario misses 2-pt shot from 3 ft
0:05.0,Defensive rebound by J. Green,,110-105,,
0:00.0,M. Conley misses 3-pt shot from 77 ft,,110-105,,
0:00.0,Offensive rebound by Team,,110-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
