time,Golden State,pts.away,score,pts.home,Phoenix
8:33.0,D. Green enters the game for Z. Pachulia,,87-85,,
8:33.0,A. Iguodala enters the game for K. Durant,,87-85,,
8:33.0,,,87-85,,A. Len enters the game for M. Chriss
8:17.0,D. Green misses 2-pt shot from 5 ft,,87-85,,
8:17.0,,,87-85,,Defensive rebound by E. Bledsoe
8:11.0,,,87-85,,L. Barbosa misses 2-pt shot from 1 ft
8:10.0,Defensive rebound by K. Thompson,,87-85,,
8:05.0,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry),2,89-85,,
7:50.0,,,89-85,,B. Knight misses 2-pt shot from 18 ft
7:48.0,,,89-85,,Offensive rebound by B. Knight
7:47.0,,,89-85,,B. Knight misses 2-pt shot from 2 ft
7:45.0,Defensive rebound by K. Thompson,,89-85,,
7:30.0,,,89-85,,Personal foul by B. Knight (drawn by A. Iguodala)
7:30.0,,,89-85,,T. Warren enters the game for B. Knight
7:16.0,I. Clark misses 3-pt shot from 27 ft,,89-85,,
7:16.0,,,89-85,,Defensive rebound by E. Bledsoe
7:03.0,,,89-87,2,A. Len makes 2-pt shot from 3 ft (assist by E. Bledsoe)
6:49.0,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green),2,91-87,,
6:24.0,,,91-89,2,D. Booker makes 2-pt shot from 15 ft
6:05.0,Turnover by K. Thompson (traveling),,91-89,,
6:05.0,K. Durant enters the game for I. Clark,,91-89,,
5:47.0,Official timeout,,91-89,,
5:47.0,,,91-89,,J. Dudley enters the game for A. Len
5:47.0,,,91-89,,T. Chandler enters the game for L. Barbosa
5:42.0,,,91-89,,T. Chandler misses 2-pt shot from 5 ft
5:41.0,Defensive rebound by D. Green,,91-89,,
5:27.0,S. Curry makes 2-pt shot from 19 ft,2,93-89,,
5:04.0,,,93-91,2,D. Booker makes 2-pt shot from 21 ft
4:40.0,S. Curry misses 3-pt shot from 23 ft,,93-91,,
4:40.0,Offensive rebound by Team,,93-91,,
4:38.0,K. Durant makes 2-pt shot from 16 ft (assist by D. Green),2,95-91,,
4:27.0,,,95-91,,Turnover by D. Booker (bad pass; steal by K. Durant)
4:27.0,,,95-91,,Clear path foul by J. Dudley
4:27.0,K. Durant makes clear path free throw 1 of 2,1,96-91,,
4:27.0,K. Durant makes clear path free throw 2 of 2,1,97-91,,
4:14.0,K. Thompson misses 3-pt shot from 26 ft,,97-91,,
4:13.0,,,97-91,,Defensive rebound by T. Warren
3:52.0,,,97-91,,D. Booker misses 2-pt shot from 11 ft (block by D. Green)
3:51.0,Defensive rebound by K. Thompson,,97-91,,
3:26.0,A. Iguodala misses 3-pt shot from 24 ft,,97-91,,
3:26.0,,,97-91,,Defensive rebound by T. Chandler
3:22.0,,,97-91,,Shooting foul by S. Curry (drawn by E. Bledsoe)
3:22.0,,,97-91,,E. Bledsoe misses free throw 1 of 2
3:22.0,,,97-91,,Offensive rebound by Team
3:22.0,,,97-92,1,E. Bledsoe makes free throw 2 of 2
3:01.0,K. Thompson misses 2-pt shot from 6 ft,,97-92,,
3:00.0,,,97-92,,Defensive rebound by J. Dudley
2:45.0,,,97-92,,T. Warren misses 3-pt shot from 26 ft
2:45.0,Defensive rebound by S. Curry,,97-92,,
2:26.0,D. Green misses 3-pt shot from 27 ft,,97-92,,
2:25.0,,,97-92,,Defensive rebound by E. Bledsoe
2:19.0,,,97-92,,Phoenix full timeout
2:10.0,,,97-92,,E. Bledsoe misses 2-pt shot from 2 ft (block by D. Green)
2:10.0,Jump ball: E. Bledsoe vs. D. Green (S. Curry gains possession),,,,Jump ball: E. Bledsoe vs. D. Green (S. Curry gains possession)
2:10.0,Offensive rebound by Team,,97-92,,
1:51.0,Shooting foul by J. Dudley (drawn by K. Durant),,97-92,,
1:51.0,K. Durant makes free throw 1 of 2,1,98-92,,
1:51.0,K. Durant makes free throw 2 of 2,1,99-92,,
1:35.0,,,99-92,,D. Booker misses 2-pt shot at rim
1:34.0,,,99-92,,Offensive rebound by Team
1:30.0,,,99-94,2,T. Warren makes 2-pt shot from 11 ft (assist by J. Dudley)
1:30.0,Golden State full timeout,,99-94,,
1:19.0,K. Durant makes 2-pt shot at rim (assist by A. Iguodala),2,101-94,,
1:19.0,Shooting foul by T. Warren (drawn by K. Durant),,101-94,,
1:19.0,K. Durant makes free throw 1 of 1,1,102-94,,
1:12.0,,,102-96,2,E. Bledsoe makes 2-pt shot from 1 ft
0:54.0,K. Thompson misses 3-pt shot from 24 ft,,102-96,,
0:53.0,,,102-96,,Defensive rebound by E. Bledsoe
0:48.0,,,102-98,2,T. Warren makes 2-pt shot from 1 ft (assist by E. Bledsoe)
0:25.0,S. Curry misses 2-pt shot from 17 ft (block by D. Booker),,102-98,,
0:25.0,,,102-98,,Defensive rebound by T. Chandler
0:15.0,,,102-100,2,J. Dudley makes 2-pt shot at rim
0:13.0,,,102-100,,Personal take foul by J. Dudley (drawn by S. Curry)
0:13.0,S. Curry makes free throw 1 of 2,1,103-100,,
0:13.0,S. Curry makes free throw 2 of 2,1,104-100,,
0:13.0,,,104-100,,Phoenix full timeout
0:13.0,,,103-100,,A. Len enters the game for J. Dudley
0:13.0,,,104-100,,J. Dudley enters the game for A. Len
0:10.0,,,104-100,,T. Warren misses 2-pt shot from 3 ft
0:09.0,Defensive rebound by D. Green,,104-100,,
0:07.0,,,104-100,,Personal take foul by T. Chandler (drawn by K. Durant)
0:07.0,K. Durant makes free throw 1 of 2,1,105-100,,
0:07.0,K. Durant makes free throw 2 of 2,1,106-100,,
0:07.0,,,106-100,,Phoenix full timeout
0:07.0,,,105-100,,A. Len enters the game for J. Dudley
0:07.0,,,106-100,,J. Dudley enters the game for A. Len
0:05.0,,,106-100,,D. Booker misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by A. Iguodala,,106-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
