time,Sacramento,pts.away,score,pts.home,Phoenix
5:26.0,,,91-89,1,M. Chriss makes free throw 1 of 2
5:26.0,,,91-89,,M. Chriss misses free throw 2 of 2
5:25.0,Defensive rebound by S. Labissiere,,91-89,,
5:09.0,Turnover by S. Labissiere (bad pass; steal by T. Ulis),,91-89,,
5:03.0,,,91-89,,D. Booker misses 2-pt shot from 22 ft
4:58.0,Defensive rebound by S. Labissiere,,91-89,,
4:44.0,L. Galloway makes 2-pt shot from 22 ft,2,93-89,,
4:31.0,,,93-89,,Offensive foul by A. Williams
4:31.0,,,93-89,,Turnover by A. Williams (offensive foul)
4:10.0,G. Temple misses 2-pt shot from 2 ft (block by M. Chriss),,93-89,,
4:09.0,,,93-89,,Defensive rebound by A. Williams
4:06.0,,,93-89,,D. Booker misses 2-pt shot from 1 ft (block by W. Cauley-Stein)
4:03.0,,,93-89,,Offensive rebound by T. Warren
4:03.0,,,93-91,2,T. Warren makes 2-pt shot from 2 ft
3:47.0,W. Cauley-Stein misses 2-pt shot from 4 ft,,93-91,,
3:47.0,Offensive rebound by W. Cauley-Stein,,93-91,,
3:46.0,,,93-91,,Personal foul by M. Chriss (drawn by W. Cauley-Stein)
3:46.0,W. Cauley-Stein misses free throw 1 of 2,,93-91,,
3:46.0,Offensive rebound by Team,,93-91,,
3:46.0,W. Cauley-Stein misses free throw 2 of 2,,93-91,,
3:46.0,T. Lawson enters the game for L. Galloway,,93-91,,
3:45.0,,,93-91,,Defensive rebound by A. Williams
3:33.0,,,93-93,2,T. Ulis makes 2-pt shot from 16 ft
3:13.0,W. Cauley-Stein misses 2-pt shot from 11 ft,,93-93,,
3:12.0,Offensive rebound by W. Cauley-Stein,,93-93,,
3:08.0,W. Cauley-Stein makes 2-pt shot from 3 ft,2,95-93,,
3:03.0,,,95-93,,M. Chriss misses 3-pt shot from 26 ft
3:03.0,Defensive rebound by A. Afflalo,,95-93,,
2:43.0,S. Labissiere makes 2-pt shot from 2 ft (assist by W. Cauley-Stein),2,97-93,,
2:23.0,,,97-95,2,M. Chriss makes 2-pt shot at rim (assist by T. Ulis)
2:06.0,Sacramento full timeout,,97-95,,
2:01.0,Shooting foul by A. Williams (drawn by S. Labissiere),,97-95,,
2:01.0,S. Labissiere makes free throw 1 of 2,1,98-95,,
2:01.0,S. Labissiere makes free throw 2 of 2,1,99-95,,
1:47.0,Personal foul by A. Afflalo (drawn by A. Williams),,99-95,,
1:47.0,,,99-95,,A. Williams misses free throw 1 of 2
1:47.0,,,99-95,,Offensive rebound by Team
1:47.0,,,99-96,1,A. Williams makes free throw 2 of 2
1:30.0,G. Temple misses 3-pt shot from 26 ft,,99-96,,
1:29.0,,,99-96,,Defensive rebound by M. Chriss
1:19.0,,,99-96,,T. Ulis misses 2-pt shot from 12 ft
1:16.0,,,99-96,,Offensive rebound by A. Williams
1:16.0,,,99-96,,A. Williams misses 2-pt shot from 1 ft
1:16.0,,,99-96,,Offensive rebound by Team
1:07.0,,,99-96,,T. Warren misses 2-pt shot from 13 ft
1:07.0,Defensive rebound by S. Labissiere,,99-96,,
0:50.0,W. Cauley-Stein makes 2-pt shot from 1 ft,2,101-96,,
0:50.0,,,101-96,,Phoenix full timeout
0:45.0,,,101-96,,D. Booker misses 2-pt shot from 14 ft (block by G. Temple)
0:44.0,Defensive rebound by G. Temple,,101-96,,
0:43.0,,,101-96,,Personal take foul by A. Williams (drawn by G. Temple)
0:43.0,G. Temple makes free throw 1 of 2,1,102-96,,
0:43.0,G. Temple makes free throw 2 of 2,1,103-96,,
0:35.0,,,103-96,,D. Booker misses 3-pt shot from 26 ft
0:35.0,,,103-96,,Offensive rebound by Team
0:34.0,,,103-96,,Phoenix full timeout
0:32.0,,,103-96,,Turnover by M. Chriss (bad pass)
0:31.0,,,103-96,,Personal take foul by D. Booker (drawn by T. Lawson)
0:31.0,T. Lawson makes free throw 1 of 2,1,104-96,,
0:31.0,T. Lawson misses free throw 2 of 2,,104-96,,
0:31.0,,,104-96,,Defensive rebound by M. Chriss
0:22.0,,,104-98,2,T. Warren makes 2-pt shot from 17 ft (assist by T. Ulis)
0:19.0,,,104-98,,Personal take foul by T. Ulis (drawn by A. Afflalo)
0:19.0,A. Afflalo makes free throw 1 of 2,1,105-98,,
0:19.0,A. Afflalo makes free throw 2 of 2,1,106-98,,
0:11.0,,,106-101,3,M. Chriss makes 3-pt shot from 26 ft (assist by T. Ulis)
0:10.0,,,106-101,,Personal take foul by M. Chriss (drawn by S. Labissiere)
0:10.0,S. Labissiere misses free throw 1 of 2,,106-101,,
0:10.0,Offensive rebound by Team,,106-101,,
0:10.0,S. Labissiere makes free throw 2 of 2,1,107-101,,
0:05.0,,,107-101,,T. Ulis misses 3-pt shot from 30 ft
0:04.0,Defensive rebound by W. Cauley-Stein,,107-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
