time,New Orleans,pts.away,score,pts.home,San Antonio
2:28.0,,,77-98,,Defensive rebound by D. Bertans
2:01.0,,,77-98,,Turnover by N. Laprovittola (traveling)
2:01.0,New Orleans full timeout,,77-98,,
1:44.0,L. Galloway misses 2-pt shot from 22 ft,,77-98,,
1:42.0,,,77-98,,Defensive rebound by D. Murray
1:30.0,Violation by C. Diallo (kicked ball),,77-98,,
1:15.0,,,77-98,,D. Bertans misses 2-pt shot from 2 ft
1:15.0,,,77-98,,Offensive rebound by Team
1:14.0,,,77-98,,Turnover by Team (shot clock)
1:04.0,B. Hield misses 2-pt shot from 19 ft,,77-98,,
1:02.0,,,77-98,,Defensive rebound by J. Simmons
0:40.0,,,77-98,,J. Simmons misses 2-pt shot from 19 ft
0:38.0,Defensive rebound by L. Galloway,,77-98,,
0:34.0,L. Galloway makes 2-pt shot from 2 ft,2,79-98,,
0:11.0,,,79-98,,J. Simmons misses 2-pt shot from 3 ft (block by C. Diallo)
0:11.0,,,79-98,,Offensive rebound by Team
0:05.0,,,79-98,,D. Bertans misses 2-pt shot from 22 ft
0:03.0,Defensive rebound by B. Hield,,79-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
