time,LA Lakers,pts.away,score,pts.home,Oklahoma City
7:32.0,I. Zubac makes 2-pt shot from 1 ft (assist by L. Nance),2,79-94,,
7:18.0,,,79-94,,E. Kanter misses 2-pt shot from 5 ft
7:17.0,Defensive rebound by L. Nance,,79-94,,
7:07.0,L. Deng misses 2-pt shot from 16 ft,,79-94,,
7:07.0,,,79-94,,Defensive rebound by E. Kanter
6:59.0,,,79-94,,T. Gibson misses 2-pt shot from 19 ft
6:58.0,Defensive rebound by L. Nance,,79-94,,
6:48.0,Turnover by L. Nance (bad pass; steal by R. Westbrook),,79-94,,
6:43.0,,,79-96,2,T. Gibson makes 2-pt shot at rim (assist by R. Westbrook)
6:24.0,L. Deng makes 2-pt shot from 11 ft (assist by D. Russell),2,81-96,,
6:14.0,,,81-96,,Turnover by R. Westbrook (bad pass; steal by I. Zubac)
6:09.0,D. Russell makes 2-pt shot from 2 ft (assist by J. Clarkson),2,83-96,,
6:09.0,,,83-96,,Oklahoma City full timeout
6:09.0,,,83-96,,S. Adams enters the game for E. Kanter
6:09.0,B. Ingram enters the game for I. Zubac,,83-96,,
6:09.0,J. Randle enters the game for L. Deng,,83-96,,
5:56.0,,,83-96,,D. McDermott misses 2-pt shot from 9 ft
5:52.0,Defensive rebound by J. Randle,,83-96,,
5:46.0,J. Randle makes 2-pt shot from 4 ft,2,85-96,,
5:32.0,,,85-96,,R. Westbrook misses 2-pt shot from 19 ft
5:31.0,Defensive rebound by J. Clarkson,,85-96,,
5:17.0,D. Russell misses 3-pt shot from 23 ft,,85-96,,
5:17.0,,,85-96,,Defensive rebound by S. Adams
5:10.0,Personal foul by L. Nance (drawn by T. Gibson),,85-96,,
5:10.0,,,85-96,,A. Abrines enters the game for D. McDermott
5:10.0,,,85-96,,A. Roberson enters the game for J. Grant
5:02.0,,,85-96,,R. Westbrook misses 2-pt shot from 6 ft (block by L. Nance)
5:01.0,Defensive rebound by Team,,85-96,,
4:46.0,L. Nance misses 2-pt shot from 16 ft,,85-96,,
4:45.0,,,85-96,,Defensive rebound by S. Adams
4:25.0,,,85-96,,R. Westbrook misses 3-pt shot from 24 ft
4:24.0,Defensive rebound by L. Nance,,85-96,,
4:18.0,D. Russell makes 2-pt shot at rim (assist by J. Clarkson),2,87-96,,
4:00.0,,,87-99,3,A. Roberson makes 3-pt shot from 24 ft (assist by S. Adams)
3:44.0,J. Randle makes 2-pt shot from 1 ft (assist by J. Clarkson),2,89-99,,
3:24.0,,,89-99,,T. Gibson misses 2-pt shot from 3 ft (block by L. Nance)
3:23.0,,,89-99,,Offensive rebound by T. Gibson
3:20.0,,,89-99,,T. Gibson misses 2-pt shot from 1 ft
3:20.0,,,89-99,,Offensive rebound by S. Adams
3:17.0,,,89-101,2,R. Westbrook makes 2-pt shot at rim (assist by S. Adams)
3:14.0,,,89-101,,Personal take foul by R. Westbrook (drawn by D. Russell)
3:14.0,,,89-101,,D. Sabonis enters the game for T. Gibson
3:04.0,J. Clarkson misses 3-pt shot from 24 ft,,89-101,,
3:03.0,Offensive rebound by D. Russell,,89-101,,
3:02.0,D. Russell misses 2-pt shot from 1 ft,,89-101,,
3:01.0,,,89-101,,Defensive rebound by R. Westbrook
2:57.0,Personal foul by J. Randle (drawn by R. Westbrook),,89-101,,
2:57.0,Official timeout,,89-101,,
2:47.0,,,89-103,2,R. Westbrook makes 2-pt shot from 14 ft
2:27.0,J. Clarkson misses 3-pt shot from 24 ft,,89-103,,
2:26.0,Offensive rebound by L. Nance,,89-103,,
2:16.0,D. Russell makes 2-pt shot from 5 ft,2,91-103,,
2:16.0,Shooting foul by A. Abrines (drawn by D. Russell),,91-103,,
2:16.0,D. Russell misses free throw 1 of 1,,91-103,,
2:15.0,,,91-103,,Defensive rebound by R. Westbrook
2:06.0,Personal foul by J. Randle (drawn by A. Roberson),,91-103,,
1:56.0,,,91-105,2,D. Sabonis makes 2-pt shot from 2 ft (assist by R. Westbrook)
1:48.0,Turnover by D. Russell (bad pass; steal by S. Adams),,91-105,,
1:45.0,,,91-107,2,A. Roberson makes 2-pt shot at rim (assist by S. Adams)
1:24.0,D. Russell misses 2-pt shot from 4 ft (block by S. Adams),,91-107,,
1:23.0,Offensive rebound by B. Ingram,,91-107,,
1:20.0,B. Ingram misses 3-pt shot from 24 ft,,91-107,,
1:19.0,Offensive rebound by J. Randle,,91-107,,
1:05.0,D. Russell makes 2-pt shot from 3 ft,2,93-107,,
0:44.0,,,93-110,3,A. Roberson makes 3-pt shot from 24 ft (assist by D. Sabonis)
0:36.0,Turnover by J. Clarkson (lost ball; steal by R. Westbrook),,93-110,,
0:18.0,,,93-110,,R. Westbrook misses 3-pt shot from 26 ft
0:18.0,Defensive rebound by Team,,93-110,,
0:18.0,,,93-110,,J. Grant enters the game for A. Roberson
0:18.0,,,93-110,,S. Christon enters the game for R. Westbrook
0:10.0,D. Russell misses 3-pt shot from 24 ft,,93-110,,
0:10.0,,,93-110,,Defensive rebound by S. Christon
0:00.0,End of 4th quarter,,,,End of 4th quarter
