time,Philadelphia,pts.away,score,pts.home,Atlanta
6:08.0,,,87-96,1,D. Schroder makes free throw 2 of 2
5:58.0,Turnover by T. Luwawu-Cabarrot (step out of bounds),,87-96,,
5:58.0,,,87-96,,Atlanta full timeout
5:58.0,E. Ilyasova enters the game for T. Luwawu-Cabarrot,,87-96,,
5:48.0,,,87-96,,Turnover by D. Howard (3 sec)
5:34.0,N. Stauskas misses 2-pt shot from 2 ft,,87-96,,
5:32.0,,,87-96,,Defensive rebound by T. Sefolosha
5:20.0,,,87-99,3,K. Bazemore makes 3-pt shot from 24 ft (assist by D. Schroder)
5:11.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by R. Covington),3,90-99,,
4:50.0,,,90-101,2,D. Schroder makes 2-pt shot from 16 ft
4:40.0,T. McConnell misses 2-pt shot from 17 ft,,90-101,,
4:39.0,,,90-101,,Defensive rebound by D. Howard
4:29.0,,,90-101,,K. Bazemore misses 2-pt shot from 15 ft
4:28.0,,,90-101,,Offensive rebound by D. Howard
4:27.0,,,90-103,2,D. Howard makes 2-pt shot from 1 ft
4:27.0,Philadelphia full timeout,,90-103,,
4:27.0,,,90-103,,T. Hardaway enters the game for T. Sefolosha
4:27.0,,,90-103,,K. Humphries enters the game for D. Howard
4:27.0,J. Okafor enters the game for R. Holmes,,90-103,,
4:03.0,R. Covington misses 2-pt shot at rim (block by P. Millsap),,90-103,,
4:00.0,,,90-103,,Defensive rebound by D. Schroder
3:45.0,,,90-105,2,P. Millsap makes 2-pt shot from 15 ft (assist by K. Bazemore)
3:45.0,Philadelphia full timeout,,90-105,,
3:25.0,J. Okafor misses 2-pt shot from 2 ft,,90-105,,
3:24.0,,,90-105,,Defensive rebound by P. Millsap
3:04.0,,,90-105,,D. Schroder misses 2-pt shot from 1 ft
3:02.0,Defensive rebound by R. Covington,,90-105,,
2:58.0,N. Stauskas misses 2-pt shot from 2 ft (block by P. Millsap),,90-105,,
2:56.0,,,90-105,,Defensive rebound by K. Humphries
2:51.0,,,90-105,,Shooting foul by J. Okafor (drawn by P. Millsap)
2:51.0,,,90-105,,P. Millsap misses free throw 1 of 2
2:51.0,,,90-105,,Offensive rebound by Team
2:51.0,,,90-105,,P. Millsap misses free throw 2 of 2
2:51.0,C. Randle enters the game for T. McConnell,,90-105,,
2:51.0,,,90-105,,T. Sefolosha enters the game for K. Bazemore
2:49.0,,,90-105,,Offensive rebound by K. Humphries
2:48.0,,,90-105,,K. Humphries misses 2-pt shot at rim
2:47.0,Defensive rebound by J. Okafor,,90-105,,
2:32.0,R. Covington misses 2-pt shot from 1 ft,,90-105,,
2:30.0,,,90-105,,Defensive rebound by K. Humphries
2:21.0,,,90-105,,D. Schroder misses 2-pt shot from 3 ft
2:20.0,,,90-105,,Offensive rebound by P. Millsap
2:18.0,,,90-105,,T. Hardaway misses 3-pt shot from 24 ft
2:18.0,Defensive rebound by Team,,90-105,,
2:18.0,,,90-105,,Loose ball foul by D. Schroder (drawn by C. Randle)
2:17.0,,,90-105,,K. Bazemore enters the game for P. Millsap
2:17.0,T. Luwawu-Cabarrot enters the game for R. Covington,,90-105,,
2:17.0,R. Holmes enters the game for J. Okafor,,90-105,,
2:02.0,C. Randle makes 3-pt shot from 25 ft (assist by T. Luwawu-Cabarrot),3,93-105,,
1:41.0,,,93-107,2,T. Hardaway makes 2-pt shot from 18 ft (assist by D. Schroder)
1:35.0,Turnover by C. Randle (bad pass),,93-107,,
1:35.0,,,93-107,,M. Delaney enters the game for D. Schroder
1:35.0,D. Saric enters the game for E. Ilyasova,,93-107,,
1:35.0,,,93-107,,M. Dunleavy enters the game for K. Bazemore
1:18.0,,,93-107,,T. Hardaway misses 2-pt shot from 1 ft
1:16.0,Defensive rebound by N. Stauskas,,93-107,,
1:03.0,N. Stauskas misses 2-pt shot from 19 ft,,93-107,,
1:01.0,,,93-107,,Defensive rebound by T. Sefolosha
0:44.0,,,93-110,3,M. Delaney makes 3-pt shot from 24 ft
0:34.0,R. Holmes misses 2-pt shot from 7 ft,,93-110,,
0:32.0,,,93-110,,Defensive rebound by K. Humphries
0:09.0,,,93-110,,Turnover by Team (shot clock)
0:09.0,,,93-110,,M. Scott enters the game for T. Sefolosha
0:00.0,End of 4th quarter,,,,End of 4th quarter
