time,New Orleans,pts.away,score,pts.home,Houston
3:46.0,,,98-105,,Turnover by J. Harden (bad pass; steal by D. Cousins)
3:43.0,S. Hill misses 2-pt shot at rim (block by J. Harden),,98-105,,
3:41.0,Offensive rebound by E. Moore,,98-105,,
3:39.0,E. Moore makes 2-pt shot from 1 ft,2,100-105,,
3:39.0,,,100-105,,Houston full timeout
3:39.0,,,100-105,,T. Ariza enters the game for P. Beverley
3:39.0,,,100-105,,C. Capela enters the game for N. Hilario
3:22.0,,,100-105,,J. Harden misses 3-pt shot from 25 ft
3:21.0,Defensive rebound by A. Davis,,100-105,,
3:16.0,,,100-105,,Personal foul by R. Anderson (drawn by D. Cousins)
3:01.0,J. Holiday misses 3-pt shot from 26 ft,,100-105,,
2:59.0,,,100-105,,Defensive rebound by R. Anderson
2:38.0,,,100-105,,R. Anderson misses 3-pt shot from 31 ft
2:37.0,Defensive rebound by A. Davis,,100-105,,
2:29.0,,,100-105,,Personal foul by R. Anderson (drawn by D. Cousins)
2:18.0,D. Cousins makes 3-pt shot from 26 ft (assist by J. Holiday),3,103-105,,
2:05.0,,,103-107,2,J. Harden makes 2-pt shot from 3 ft
1:45.0,D. Cousins makes 2-pt shot from 7 ft,2,105-107,,
1:36.0,,,105-107,,Shooting foul by S. Hill (drawn by J. Harden)
1:36.0,,,105-108,1,J. Harden makes free throw 1 of 3
1:36.0,,,105-109,1,J. Harden makes free throw 2 of 3
1:36.0,,,105-110,1,J. Harden makes free throw 3 of 3
1:36.0,,,105-109,,P. Beverley enters the game for E. Gordon
1:24.0,Turnover by D. Cousins (lost ball),,105-110,,
1:24.0,,,105-110,,E. Gordon enters the game for R. Anderson
1:09.0,,,105-113,3,J. Harden makes 3-pt shot from 26 ft
0:53.0,E. Moore misses 3-pt shot from 23 ft,,105-113,,
0:52.0,,,105-113,,Defensive rebound by P. Beverley
0:51.0,Personal take foul by S. Hill (drawn by P. Beverley),,105-113,,
0:51.0,,,105-113,,P. Beverley misses free throw 1 of 2
0:51.0,,,105-113,,Offensive rebound by Team
0:51.0,,,105-114,1,P. Beverley makes free throw 2 of 2
0:51.0,New Orleans full timeout,,105-114,,
0:40.0,D. Cousins makes 2-pt shot from 18 ft,2,107-114,,
0:22.0,,,107-117,3,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden)
0:11.0,D. Cousins misses 3-pt shot from 26 ft,,107-117,,
0:10.0,,,107-117,,Defensive rebound by T. Ariza
0:00.0,End of 4th quarter,,,,End of 4th quarter
