time,Phoenix,pts.away,score,pts.home,Oklahoma City
8:50.0,,,89-81,,R. Westbrook enters the game for J. Lauvergne
8:39.0,,,89-83,2,R. Westbrook makes 2-pt shot from 12 ft
8:16.0,Turnover by B. Knight (bad pass),,89-83,,
8:16.0,,,89-83,,A. Roberson enters the game for S. Christon
8:10.0,,,89-83,,Shooting foul by A. Len (drawn by R. Westbrook)
8:10.0,,,89-84,1,R. Westbrook makes free throw 1 of 2
8:10.0,,,89-85,1,R. Westbrook makes free throw 2 of 2
8:10.0,T. Chandler enters the game for A. Len,,89-84,,
8:10.0,D. Booker enters the game for J. Dudley,,89-84,,
8:01.0,Shooting foul by A. Roberson (drawn by E. Bledsoe),,89-85,,
8:01.0,E. Bledsoe misses free throw 1 of 2,,89-85,,
8:01.0,Offensive rebound by Team,,89-85,,
8:01.0,E. Bledsoe misses free throw 2 of 2,,89-85,,
8:00.0,,,89-85,,Defensive rebound by R. Westbrook
7:51.0,,,89-85,,R. Westbrook misses 2-pt shot from 13 ft
7:51.0,Defensive rebound by T. Warren,,89-85,,
7:36.0,Jump ball: T. Warren vs. R. Westbrook (D. Booker gains possession),,,,Jump ball: T. Warren vs. R. Westbrook (D. Booker gains possession)
7:26.0,T. Warren makes 3-pt shot from 22 ft (assist by E. Bledsoe),3,92-85,,
7:08.0,,,92-85,,Shooting foul by T. Warren (drawn by A. Roberson)
7:08.0,,,92-86,1,A. Roberson makes free throw 1 of 2
7:08.0,,,92-87,1,A. Roberson makes free throw 2 of 2
6:53.0,T. Warren makes 2-pt shot from 18 ft,2,94-87,,
6:38.0,,,94-87,,R. Westbrook misses 2-pt shot from 1 ft
6:37.0,,,94-87,,Offensive rebound by S. Adams
6:37.0,,,94-89,2,S. Adams makes 2-pt shot at rim
6:20.0,T. Warren makes 2-pt shot from 18 ft,2,96-89,,
6:08.0,,,96-91,2,R. Westbrook makes 2-pt shot from 2 ft
5:50.0,B. Knight misses 2-pt shot from 2 ft,,96-91,,
5:49.0,,,96-91,,Defensive rebound by S. Adams
5:38.0,,,96-93,2,R. Westbrook makes 2-pt shot from 13 ft
5:38.0,,,96-93,,Shooting foul by E. Bledsoe (drawn by R. Westbrook)
5:38.0,,,96-93,,R. Westbrook misses free throw 1 of 1
5:38.0,,,96-93,,Offensive rebound by Team
5:38.0,Loose ball foul by T. Chandler (drawn by S. Adams),,96-93,,
5:38.0,,,96-94,1,S. Adams makes free throw 1 of 2
5:38.0,,,96-95,1,S. Adams makes free throw 2 of 2
5:38.0,J. Dudley enters the game for E. Bledsoe,,96-93,,
5:25.0,D. Booker misses 2-pt shot from 5 ft,,96-95,,
5:25.0,,,96-95,,Defensive rebound by A. Roberson
5:18.0,,,96-95,,R. Westbrook misses 2-pt shot from 18 ft
5:18.0,Defensive rebound by T. Warren,,96-95,,
5:12.0,Phoenix full timeout,,96-95,,
4:55.0,T. Warren misses 2-pt shot from 5 ft,,96-95,,
4:54.0,,,96-95,,Defensive rebound by S. Adams
4:49.0,,,96-97,2,R. Westbrook makes 2-pt shot from 2 ft
4:27.0,D. Booker misses 2-pt shot from 14 ft,,96-97,,
4:27.0,,,96-97,,Defensive rebound by V. Oladipo
4:11.0,,,96-97,,V. Oladipo misses 3-pt shot from 23 ft
4:10.0,Defensive rebound by B. Knight,,96-97,,
4:01.0,B. Knight makes 2-pt shot from 2 ft,2,98-97,,
3:46.0,,,98-97,,Shooting foul by T. Warren (drawn by V. Oladipo)
3:46.0,,,98-98,1,V. Oladipo makes free throw 1 of 2
3:46.0,,,98-99,1,V. Oladipo makes free throw 2 of 2
3:46.0,E. Bledsoe enters the game for J. Dudley,,98-98,,
3:32.0,Turnover by B. Knight (bad pass; steal by A. Roberson),,98-99,,
3:21.0,,,98-99,,R. Westbrook misses 2-pt shot from 16 ft
3:21.0,Defensive rebound by T. Warren,,98-99,,
3:07.0,D. Booker misses 2-pt shot from 2 ft,,98-99,,
3:07.0,Offensive rebound by Team,,98-99,,
3:07.0,,,98-99,,Loose ball foul by S. Adams (drawn by D. Booker)
2:58.0,D. Booker misses 3-pt shot from 24 ft,,98-99,,
2:57.0,,,98-99,,Defensive rebound by A. Roberson
2:40.0,,,98-102,3,A. Roberson makes 3-pt shot from 24 ft (assist by R. Westbrook)
2:39.0,Phoenix full timeout,,98-102,,
2:39.0,J. Dudley enters the game for B. Knight,,98-102,,
2:25.0,Shooting foul by S. Adams (drawn by E. Bledsoe),,98-102,,
2:25.0,E. Bledsoe makes free throw 1 of 2,1,99-102,,
2:25.0,E. Bledsoe makes free throw 2 of 2,1,100-102,,
2:25.0,B. Knight enters the game for J. Dudley,,99-102,,
2:04.0,Jump ball: V. Oladipo vs. T. Warren (D. Booker gains possession),,,,Jump ball: V. Oladipo vs. T. Warren (D. Booker gains possession)
2:04.0,,,100-102,,Turnover by V. Oladipo (lost ball; steal by T. Warren)
1:43.0,D. Booker misses 3-pt shot from 25 ft,,100-102,,
1:42.0,,,100-102,,Defensive rebound by K. Singler
1:24.0,,,100-102,,R. Westbrook misses 2-pt shot from 20 ft
1:23.0,Defensive rebound by Team,,100-102,,
1:11.0,D. Booker makes 2-pt shot from 8 ft,2,102-102,,
0:56.0,,,102-102,,R. Westbrook misses 2-pt shot from 16 ft
0:55.0,Defensive rebound by T. Warren,,102-102,,
0:36.0,B. Knight misses 3-pt shot from 23 ft,,102-102,,
0:36.0,,,102-102,,Defensive rebound by A. Roberson
0:31.0,,,102-102,,Oklahoma City full timeout
0:26.0,,,102-102,,R. Westbrook misses 2-pt shot from 3 ft
0:24.0,,,102-102,,Offensive rebound by S. Adams
0:24.0,,,102-102,,S. Adams misses 2-pt shot from 2 ft
0:24.0,,,102-102,,Offensive rebound by V. Oladipo
0:03.0,,,102-102,,R. Westbrook misses 3-pt shot from 24 ft
0:01.0,,,102-102,,Offensive rebound by Team
0:01.0,A. Len enters the game for T. Warren,,102-102,,
0:01.0,,,102-102,,S. Adams misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by Team,,102-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:49.0,,,102-102,,Turnover by R. Westbrook (bad pass)
4:27.0,E. Bledsoe misses 3-pt shot from 25 ft,,102-102,,
4:25.0,,,102-102,,Defensive rebound by A. Roberson
4:21.0,,,102-102,,Turnover by R. Westbrook (bad pass; steal by E. Bledsoe)
4:13.0,E. Bledsoe misses 3-pt shot from 25 ft,,102-102,,
4:12.0,,,102-102,,Defensive rebound by A. Roberson
3:54.0,,,102-102,,K. Singler misses 3-pt shot from 25 ft
3:54.0,,,102-102,,Offensive rebound by Team
3:54.0,Loose ball foul by T. Chandler (drawn by S. Adams),,102-102,,
3:54.0,,,102-102,,Turnover by V. Oladipo (bad pass)
3:46.0,Shooting foul by K. Singler (drawn by D. Booker),,102-102,,
3:46.0,D. Booker makes free throw 1 of 2,1,103-102,,
3:46.0,D. Booker misses free throw 2 of 2,,103-102,,
3:45.0,,,103-102,,Defensive rebound by R. Westbrook
3:30.0,,,103-102,,V. Oladipo misses 2-pt shot from 5 ft
3:29.0,,,103-102,,Offensive rebound by S. Adams
3:27.0,Jump ball: S. Adams vs. T. Chandler (D. Booker gains possession),,,,Jump ball: S. Adams vs. T. Chandler (D. Booker gains possession)
3:27.0,,,103-102,,Turnover by S. Adams (lost ball; steal by T. Chandler)
3:08.0,D. Booker makes 2-pt shot from 1 ft,2,105-102,,
3:08.0,Shooting foul by A. Roberson (drawn by D. Booker),,105-102,,
3:08.0,D. Booker makes free throw 1 of 1,1,106-102,,
2:57.0,,,106-102,,R. Westbrook misses 2-pt shot from 16 ft
2:56.0,Jump ball: S. Adams vs. E. Bledsoe (V. Oladipo gains possession),,,,Jump ball: S. Adams vs. E. Bledsoe (V. Oladipo gains possession)
2:56.0,,,106-102,,Offensive rebound by Team
2:46.0,,,106-104,2,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook)
2:29.0,Turnover by T. Warren (bad pass; steal by A. Roberson),,106-104,,
2:20.0,,,106-104,,K. Singler misses 3-pt shot from 25 ft
2:18.0,Defensive rebound by D. Booker,,106-104,,
2:18.0,,,106-104,,Personal foul by R. Westbrook (drawn by D. Booker)
1:58.0,B. Knight misses 3-pt shot from 23 ft,,106-104,,
1:57.0,,,106-104,,Defensive rebound by A. Roberson
1:40.0,,,106-106,2,R. Westbrook makes 2-pt shot from 2 ft
1:40.0,Phoenix full timeout,,106-106,,
1:27.0,D. Booker makes 2-pt shot from 2 ft,2,108-106,,
1:11.0,,,108-108,2,S. Adams makes 2-pt shot from 2 ft
1:11.0,,,108-108,,Shooting foul by T. Chandler (drawn by S. Adams)
1:11.0,,,108-109,1,S. Adams makes free throw 1 of 1
1:11.0,Phoenix full timeout,,108-109,,
1:11.0,A. Len enters the game for D. Booker,,108-108,,
1:11.0,D. Booker enters the game for A. Len,,108-109,,
0:49.0,T. Warren misses 3-pt shot from 24 ft,,108-109,,
0:47.0,,,108-109,,Defensive rebound by A. Roberson
0:26.0,,,108-109,,R. Westbrook misses 3-pt shot from 24 ft
0:24.0,Defensive rebound by E. Bledsoe,,108-109,,
0:20.0,E. Bledsoe makes 2-pt shot from 2 ft,2,110-109,,
0:17.0,,,110-109,,Oklahoma City full timeout
0:17.0,,,110-109,,Oklahoma City full timeout
0:17.0,M. Chriss enters the game for T. Chandler,,110-109,,
0:14.0,,,110-109,,Oklahoma City full timeout
0:08.0,,,110-111,2,R. Westbrook makes 2-pt shot from 1 ft
0:08.0,Phoenix full timeout,,110-111,,
0:08.0,J. Dudley enters the game for M. Chriss,,110-111,,
0:04.0,D. Booker misses 2-pt shot from 2 ft (block by A. Roberson),,110-111,,
0:04.0,,,110-111,,Defensive rebound by R. Westbrook
0:04.0,Personal foul by D. Booker (drawn by R. Westbrook),,110-111,,
0:04.0,,,110-112,1,R. Westbrook makes free throw 1 of 2
0:04.0,,,110-113,1,R. Westbrook makes free throw 2 of 2
0:04.0,T. Chandler enters the game for B. Knight,,110-112,,
0:00.0,D. Booker misses 3-pt shot from 28 ft,,110-113,,
0:00.0,Offensive rebound by Team,,110-113,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
