time,Houston,pts.away,score,pts.home,Dallas
1:00.0,Personal foul by S. Dekker (drawn by N. Brussino),,104-90,,
1:00.0,,,104-91,1,N. Brussino makes free throw 1 of 2
1:00.0,,,104-92,1,N. Brussino makes free throw 2 of 2
1:00.0,B. Brown enters the game for K. McDaniels,,104-91,,
1:00.0,K. Wiltjer enters the game for J. Harden,,104-91,,
0:49.0,Turnover by T. Ennis (bad pass; steal by N. Brussino),,104-92,,
0:39.0,,,104-95,3,S. Curry makes 3-pt shot from 24 ft (assist by A. Hammons)
0:39.0,,,104-95,,Shooting foul by K. Wiltjer (drawn by S. Curry)
0:39.0,,,104-96,1,S. Curry makes free throw 1 of 1
0:21.0,B. Brown misses 2-pt shot from 2 ft,,104-96,,
0:21.0,Offensive rebound by Team,,104-96,,
0:19.0,M. Harrell makes 2-pt shot at rim,2,106-96,,
0:09.0,,,106-98,2,S. Mejri makes 2-pt shot from 16 ft (assist by S. Curry)
0:00.0,End of 4th quarter,,,,End of 4th quarter
