time,Chicago,pts.away,score,pts.home,Brooklyn
5:16.0,R. Lopez misses 2-pt shot from 5 ft,,94-86,,
5:15.0,,,94-86,,Defensive rebound by R. Hollis-Jefferson
5:10.0,,,94-88,2,C. LeVert makes 2-pt shot at rim (assist by R. Hollis-Jefferson)
5:09.0,Chicago full timeout,,94-88,,
5:09.0,J. Grant enters the game for D. Wade,,94-88,,
4:49.0,R. Lopez misses 2-pt shot from 16 ft,,94-88,,
4:48.0,,,94-88,,Defensive rebound by B. Lopez
4:31.0,,,94-88,,J. Lin misses 2-pt shot from 2 ft (block by N. Mirotic)
4:29.0,Defensive rebound by J. Grant,,94-88,,
4:24.0,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Grant),2,96-88,,
4:24.0,Shooting foul by C. LeVert (drawn by N. Mirotic),,96-88,,
4:24.0,N. Mirotic makes free throw 1 of 1,1,97-88,,
4:10.0,,,97-91,3,C. LeVert makes 3-pt shot from 25 ft (assist by I. Whitehead)
3:49.0,M. Carter-Williams misses 2-pt shot from 2 ft,,97-91,,
3:49.0,,,97-91,,Defensive rebound by R. Hollis-Jefferson
3:40.0,,,97-91,,Turnover by C. LeVert (bad pass; steal by N. Mirotic)
3:33.0,Turnover by N. Mirotic (bad pass; steal by R. Hollis-Jefferson),,97-91,,
3:28.0,,,97-94,3,C. LeVert makes 3-pt shot from 24 ft (assist by J. Lin)
3:06.0,N. Mirotic misses 3-pt shot from 24 ft,,97-94,,
3:05.0,,,97-94,,Defensive rebound by R. Hollis-Jefferson
3:00.0,,,97-96,2,R. Hollis-Jefferson makes 2-pt shot at rim
3:00.0,,,97-96,,Shooting foul by R. Lopez (drawn by R. Hollis-Jefferson)
3:00.0,,,97-96,,R. Hollis-Jefferson misses free throw 1 of 1
3:00.0,,,97-96,,S. Dinwiddie enters the game for I. Whitehead
2:59.0,Defensive rebound by R. Lopez,,97-96,,
2:37.0,J. Butler misses 2-pt shot from 14 ft,,97-96,,
2:36.0,Offensive rebound by N. Mirotic,,97-96,,
2:30.0,N. Mirotic misses 3-pt shot from 24 ft,,97-96,,
2:29.0,,,97-96,,Defensive rebound by J. Lin
2:22.0,,,97-98,2,R. Hollis-Jefferson makes 2-pt shot at rim (assist by J. Lin)
2:22.0,Chicago full timeout,,97-98,,
2:22.0,,,97-98,,Brooklyn full timeout
2:22.0,D. Wade enters the game for M. Carter-Williams,,97-98,,
2:05.0,J. Butler makes 2-pt shot from 18 ft,2,99-98,,
1:51.0,,,99-98,,J. Lin misses 2-pt shot from 2 ft
1:50.0,Defensive rebound by R. Lopez,,99-98,,
1:36.0,Shooting foul by J. Lin (drawn by J. Butler),,99-98,,
1:36.0,J. Butler makes free throw 1 of 2,1,100-98,,
1:36.0,J. Butler makes free throw 2 of 2,1,101-98,,
1:23.0,,,101-101,3,S. Dinwiddie makes 3-pt shot from 26 ft (assist by B. Lopez)
1:07.0,J. Butler misses 2-pt shot from 5 ft,,101-101,,
1:04.0,,,101-101,,Defensive rebound by R. Hollis-Jefferson
0:55.0,,,101-101,,Shooting foul by N. Mirotic (drawn by R. Hollis-Jefferson)
0:55.0,,,101-102,1,R. Hollis-Jefferson makes free throw 1 of 2
0:55.0,,,101-103,1,R. Hollis-Jefferson makes free throw 2 of 2
0:32.0,J. Butler makes 2-pt shot from 22 ft,2,103-103,,
0:14.0,,,103-103,,Shooting foul by D. Wade (drawn by S. Dinwiddie)
0:14.0,,,103-104,1,S. Dinwiddie makes free throw 1 of 2
0:14.0,,,103-105,1,S. Dinwiddie makes free throw 2 of 2
0:14.0,Chicago full timeout,,103-105,,
0:14.0,B. Portis enters the game for J. Grant,,103-104,,
0:14.0,J. Grant enters the game for B. Portis,,103-105,,
0:05.0,J. Butler misses 2-pt shot from 21 ft,,103-105,,
0:03.0,,,103-105,,Defensive rebound by S. Dinwiddie
0:02.0,Personal foul by D. Wade (drawn by S. Dinwiddie),,103-105,,
0:02.0,,,103-106,1,S. Dinwiddie makes free throw 1 of 2
0:02.0,,,103-107,1,S. Dinwiddie makes free throw 2 of 2
0:02.0,Chicago full timeout,,103-107,,
0:02.0,B. Portis enters the game for J. Grant,,103-106,,
0:02.0,J. Grant enters the game for B. Portis,,103-107,,
0:01.0,J. Butler makes 3-pt shot from 26 ft (assist by J. Grant),3,106-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
