time,Memphis,pts.away,score,pts.home,Minnesota
2:33.0,J. Green makes 2-pt shot from 3 ft (assist by M. Conley),2,94-84,,
2:32.0,,,94-84,,Minnesota full timeout
2:32.0,Memphis full timeout,,94-84,,
2:22.0,,,94-84,,A. Wiggins misses 3-pt shot from 24 ft
2:21.0,Defensive rebound by J. Ennis,,94-84,,
1:59.0,,,94-84,,Personal foul by S. Muhammad (drawn by J. Green)
1:59.0,J. Green makes free throw 1 of 2,1,95-84,,
1:59.0,J. Green makes free throw 2 of 2,1,96-84,,
1:43.0,,,96-84,,R. Rubio misses 2-pt shot from 21 ft
1:42.0,,,96-84,,Offensive rebound by K. Towns
1:41.0,,,96-86,2,K. Towns makes 2-pt shot from 2 ft
1:41.0,,,96-86,,Shooting foul by J. Green (drawn by K. Towns)
1:41.0,,,96-87,1,K. Towns makes free throw 1 of 1
1:32.0,Turnover by J. Green (bad pass; steal by K. Towns),,96-87,,
1:24.0,,,96-90,3,K. Towns makes 3-pt shot from 25 ft (assist by R. Rubio)
1:24.0,Memphis full timeout,,96-90,,
1:23.0,,,96-90,,Personal foul by K. Towns (drawn by M. Conley)
1:23.0,M. Conley makes free throw 1 of 2,1,97-90,,
1:23.0,M. Conley makes free throw 2 of 2,1,98-90,,
1:12.0,,,98-90,,R. Rubio misses 2-pt shot from 20 ft
1:09.0,Defensive rebound by Team,,98-90,,
1:09.0,,,98-90,,Loose ball foul by K. Towns (drawn by V. Carter)
1:09.0,V. Carter makes free throw 1 of 2,1,99-90,,
1:09.0,V. Carter makes free throw 2 of 2,1,100-90,,
1:09.0,,,100-90,,Minnesota full timeout
1:04.0,,,100-90,,A. Wiggins misses 2-pt shot from 16 ft
1:02.0,Defensive rebound by Team,,100-90,,
1:02.0,Memphis full timeout,,100-90,,
0:57.0,,,100-90,,Personal take foul by R. Rubio (drawn by T. Douglas)
0:57.0,T. Douglas makes free throw 1 of 2,1,101-90,,
0:57.0,T. Douglas misses free throw 2 of 2,,101-90,,
0:56.0,,,101-90,,Defensive rebound by S. Muhammad
0:47.0,,,101-92,2,K. Towns makes 2-pt shot from 1 ft
0:39.0,,,101-92,,Personal take foul by T. Jones (drawn by M. Conley)
0:39.0,M. Conley makes free throw 1 of 2,1,102-92,,
0:39.0,M. Conley makes free throw 2 of 2,1,103-92,,
0:34.0,,,103-94,2,A. Wiggins makes 2-pt shot from 1 ft
0:28.0,,,103-94,,Personal take foul by A. Wiggins (drawn by M. Conley)
0:28.0,M. Conley makes free throw 1 of 2,1,104-94,,
0:28.0,M. Conley makes free throw 2 of 2,1,105-94,,
0:21.0,,,105-97,3,A. Wiggins makes 3-pt shot from 26 ft (assist by T. Jones)
0:14.0,Turnover by M. Conley (lost ball; steal by T. Jones),,105-97,,
0:13.0,Personal foul by V. Carter (drawn by T. Jones),,105-97,,
0:13.0,,,105-98,1,T. Jones makes free throw 1 of 2
0:13.0,,,105-99,1,T. Jones makes free throw 2 of 2
0:08.0,,,105-99,,Personal take foul by T. Jones (drawn by T. Douglas)
0:08.0,T. Douglas makes free throw 1 of 2,1,106-99,,
0:08.0,T. Douglas makes free throw 2 of 2,1,107-99,,
0:04.0,,,107-99,,T. Jones misses 3-pt shot from 26 ft
0:03.0,Defensive rebound by J. Green,,107-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
